,Unnamed: 0_x,PMID,abstract,Unnamed: 0_y,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
196,196,24632351,"We conducted a case-control study of 33 Jamaican children 7 to 12years old with uncomplicated epilepsy and 33 of their classroom peers matched for age and gender to determine whether epilepsy resulted in differences in cognitive ability and school achievement and if socioeconomic status or the environment had a moderating effect on any differences. Intelligence, language, memory, attention, executive function, and mathematics ability were assessed using selected tests from NEPSY, WISCR, TeaCh, WRAT3 - expanded, and Raven's Coloured Progressive Matrices. The child's environment at home was measured using the Middle Childhood HOME inventory. Socioeconomic status was determined from a combination of household, crowding, possessions, and sanitation. We compared the characteristics of the cases and controls and used random effects regression models (using the matched pair as the cluster) to examine the relationship between cognition and epilepsy. We found that there was no significant difference in IQ, but children with epilepsy had lower scores on tests of memory (p<0.05), language (p<0.05), and attention (p<0.01) compared with their controls. In random effects models, epilepsy status had a significant effect on memory (coefficient=-0.14, CI: -0.23, -0.05), language (coefficient=-0.13, CI: -0.23, -0.04), and mathematics ability (coefficient=-0.01, CI: -0.02, -0.00). Adjustment for the home environment and socioeconomic status and inclusion of interaction terms for these variables did not alter these effects. In conclusion, we found that epilepsy status in Jamaican children has a significant effect on performance on tests of memory, language, and mathematics and that this effect is not modified or explained by socioeconomic status or the child's home environment. ",196,"Cognition, academic achievement, and epilepsy in school-age children: a case-control study in a developing country","Melbourne Chambers R, Morrison-Levy N, Chang S, Tapper J, Walker S, Tulloch-Reid M.",Epilepsy Behav. 2014 Apr;33:39-44. doi: 10.1016/j.yebeh.2014.02.002. Epub 2014 Mar 13.,Melbourne Chambers R,Epilepsy Behav,2014,2014/03/18,,,10.1016/j.yebeh.2014.02.002
197,197,34125863,"In recent decades reported findings regarding gender differences in reading achievement, cognitive abilities and maturation process in boys and girls are conflicting. As reading is one of the most important processes in the maturation of an individual, the aim of the study was to better understand gender differences between primary school students. The study evaluates differences in Heart Rate Variability (HRV), Electroencephalography (EEG), Electrodermal Activities (EDA) and eye movement of participants during the reading task. Taking into account that colour may affect reading skills, in that it affects the emotional and physiological state of the body, the research attempts to provide a better understanding of gender differences in reading through examining the effect of colour, as applied to reading content. The physiological responses of 50 children (25 boys and 25 girls) to 12 different background and overlay colours of reading content were measured and summarised during the reading process. Our findings show that boys have shorter reading duration scores and a longer Saccade Count, Saccade Duration Total, and Saccade Duration Average when reading on a coloured background, especially purple, which could be caused by their motivation and by the type of reading task. Also, the boys had higher values for the Delta band and the Whole Range of EEG measurements in comparison to the girls when reading on coloured backgrounds, which could reflect the faster maturation of the girls. Regarding EDA measurements we did not find systematic differences between groups either on white or on coloured/overlay background. We found the most significant differences arose in the HRV parameters, namely (SDNN (ms), STD HR (beats/min), RMSSD (ms), NN50 (beats), pNN50 (%), CVRR) when children read the text on coloured/overlay backgrounds, where the girls showed systematically higher values on HRV measurements in comparison to the boys, mostly with yellow, red, and orange overlay colours. ",197,"The effect of colour on reading performance in children, measured by a sensor hub: From the perspective of gender","Jakovljević T, Janković MM, Savić AM, Soldatović I, Mačužić I, Jakulin TJ, Papa G, Ković V.",PLoS One. 2021 Jun 14;16(6):e0252622. doi: 10.1371/journal.pone.0252622. eCollection 2021.,Jakovljević T,PLoS One,2021,2021/06/14,PMC8202909,,10.1371/journal.pone.0252622
198,198,33664005,"Biliary atresia (BA) is a major cause of hepatic failure and consequent liver transplantation in pediatrics. If BA is not diagnosed early and the proper surgical intervention is not performed before the age of 3 months, the survival of the affected infant is significantly reduced. In 1994, a stool color card (SCC) for early detection of BA was developed and used in Japan, a country where the parents' socioeconomic and education levels are high. We aimed to assess the value of using the SCC as a screening tool for early diagnosis of BA at a tertiary referral center in Egypt (a low/middle-income country). This prospective study enrolled 108 infants (56 females) aged 1 day to 4 months who presented with cholestasis to the Hepatology Unit of Cairo University Children's Hospital from January 2018 to August 2019. In most of our patients, the mothers were the main caregivers and the parents' socioeconomic and education levels were generally modest or low. We utilized the SCC courtesy of the Perinatal Services BC (Vancouver, Canada) with an Arabic translation. This SCC contains nine colored stool photos: the first six are ranked as abnormal colors and the last three are ranked as normal. We found that almost all referring physicians were unfamiliar with or unaware of the SCC concept. Twenty-six of our babies' mothers were illiterate and 36 had not completed their primary school education. In spite of this low education level, 43 mothers of babies who were finally confirmed to have BA correctly matched a stool color of BA on the SCC with their babies' stools, and 56 mothers of babies who were finally confirmed not to have BA correctly matched a stool color not of BA with their babies' stools. Only nine mothers made a wrong match. Therefore, the overall ""lay"" mothers' sensitivity and specificity in diagnosis of BA using the SCC were 93.48% (95% confidence interval [CI] 82.1%-98.63%) and 90.32% (95% CI 80.12%-96.37%), respectively. To the best of our knowledge, this is the first study reporting the use of the SCC (with an Arabic translation) in a low/middle-income country. Despite the referring physicians' unfamiliarity with the SCC and the mothers' relatively low education level at our center; SCC proved to be a simple, efficient, highly sensitive, specific, and applicable method for early diagnosis of BA. Therefore, SCC screening might increase motherś (as well as physicianś) awareness of BA, and we recommend that it be more publicized and used as a mass neonatal screening tool in low/middle-income countries such as Egypt. ",198,A pilot study of the value of a stool color card as a diagnostic tool for extrahepatic biliary atresia at a single tertiary referral center in a low/middle income country,"El-Shabrawi MH, Baroudy SR, Hassanin FS, Farag AE.",Arab J Gastroenterol. 2021 Mar;22(1):61-65. doi: 10.1016/j.ajg.2020.12.004. Epub 2021 Mar 2.,El-Shabrawi MH,Arab J Gastroenterol,2021,2021/03/05,,,10.1016/j.ajg.2020.12.004
199,199,29222832,"Long-term conditions (LTCs) in children require a high level of self-management. Written action plans (WAPs) have been advocated to guide decision-making and support self-management but there is uncertainty about how WAPs ""work"" and what aspects are important for successful implementation. To review and synthesize existing qualitative evidence about the design and use of WAPs across childhood LTCs. We undertook a systematic search of the literature (Medline, EMBASE, CiNAHL, PsycInfo, Web of science) from inception to May 2015; critically appraised included studies; and synthesized the findings, drawing on normalisation process theory. 3473 titles were screened and 53 papers read in full. Nine studies (four key, two minor and three of poor quality) contributed to our analysis, predominantly work on asthma from the USA and in specialist settings. WAPs may help to alleviate user worry and boost confidence. Confidence to act was closely linked to feelings of responsibility and authority. The value and use of WAPs are determined by multiple factors, and varies between different user groups. Logistical challenges include sharing a WAP between different stakeholders and keeping it up to date. Colour coding and pictures may enhance the appeal and usability of WAPS. WAPs are complex interventions but our understanding of their use and value in children with LTCs is limited. WAPs need to meet the needs of users who have different requirements/levels of understanding and confidence according to their different roles. Future research into WAPs needs to be both disease and context-specific. ",199,Written action plans for children with long-term conditions: A systematic review and synthesis of qualitative data,"Waldecker A, Malpass A, King A, Ridd MJ.",Health Expect. 2018 Jun;21(3):585-596. doi: 10.1111/hex.12643. Epub 2017 Dec 9.,Waldecker A,Health Expect,2018,2017/12/10,PMC5980629,,10.1111/hex.12643
200,200,25312750,"Picky or fussy eating is common in early childhood and associated with a decreased preference for a variety of foods. The aim of the current study was to test experimentally which sensory food feature influences food acceptance, which, in turn is an indication for fussy eating, in young children (32 - 48 months). Another aim was to evaluate if the behavioural measurement of food acceptance is related to parental reports of their child's fussy eating behaviour, parental feeding styles and children's BMI. In a repeated-measures-design, three sensory features were manipulated separately (i.e., colour, texture and taste) while keeping the other two features constant. The baseline measurement consisted of a well-liked yoghurt, which was presented before each manipulation variant. The number of spoons that children (N = 32) consumed from each variant were registered as behavioural indication for food acceptance. Parental reports of children's eating behaviour and parental feeding styles; and children's BMI were also measured. The manipulation of food texture caused a significant decrease in intake. Colour and taste manipulations of the yoghurt did not affect children's intake. Parental reports of children's fussy eating behaviour and parental feeding styles were not related to the behavioural observation of food acceptance. The behavioural measurement of food acceptance and parental accounts of fussy eating were not related to children's BMI. Food texture but not taste or colour alternations affected food acceptance, at least when consuming variations of a well-liked yoghurt. This knowledge is important for further research on picky-eating interventions. Parental reports of fussy eating did not concur with the behavioural observation of food acceptance. Further research is warranted to test whether these findings generalize to other food types. ",200,Bits and pieces. Food texture influences food acceptance in young children,"Werthmann J, Jansen A, Havermans R, Nederkoorn C, Kremers S, Roefs A.",Appetite. 2015 Jan;84:181-7. doi: 10.1016/j.appet.2014.09.025. Epub 2014 Oct 13.,Werthmann J,Appetite,2015,2014/10/15,,,10.1016/j.appet.2014.09.025
201,201,21961955,"The aim of this study was to compare executive function abilities of 8- to 12-year-old children with sickle cell disease (SCD) with a matched control sample. The measures included the parent and teacher Behavior Rating Inventory of Executive Function (BRIEF); the Delis-Kaplan Executive Function System (D-KEFS), Free Sorting Test and Color Word Interference Test; and the Children's Kitchen Task Assessment (CKTA), a new performance measure. Twenty-two children with SCD were recruited from one hematology clinic and 22 community children, matched on characteristics of age, gender, and race, were selected from a larger sample of controls for comparison. Parents and teachers completed rating scales. As hypothesized, children with SCD scored significantly lower than matched controls on Digit Span Forward; on 5 of the 9 D-KFES Color Word Interference and Sorting tasks; on CKTA organization, initiation, and task completion; and on the BRIEF's parent and teacher Metacognitive Index (MI) and Global Executive Composite (GEC) scores. Cognitive and performance evaluations indicate lower executive function among children with SCD. Results substantiate the need for evaluative triangulation for children with SCD: Neurocognitive testing supported by performance testing, and adult reflection of a child's daily performance compared to other children. These elements will provide rich data to create educational support for children with SCD who have frequent hospitalizations, school absences, and the potential presence of cerebral vascular accident symptomology. ",201,Executive function performance on the children's kitchen task assessment with children with sickle cell disease and matched controls,"Berg C, Edwards DF, King A.",Child Neuropsychol. 2012;18(5):432-48. doi: 10.1080/09297049.2011.613813. Epub 2011 Oct 3.,Berg C,Child Neuropsychol,2012,2011/10/04,,,10.1080/09297049.2011.613813
202,202,26892106,"Use of mobile (MP) and cordless phones (CP) is common among young children, but whether the resulting radiofrequency exposure affects development of cognitive skills is not known. Small changes have been found in older children. This study focused on children's exposures to MP and CP and cognitive development. The hypothesis was that children who used these phones would display differences in cognitive function compared to those who did not. We recruited 619 fourth-grade students (8-11 years) from 37 schools around Melbourne and Wollongong, Australia. Participants completed a short questionnaire, a computerised cognitive test battery, and the Stroop colour-word test. Parents completed exposure questionnaires on their child's behalf. Analysis used multiple linear regression. The principal exposure-metrics were the total number of reported MP and CP calls weekly categorised into no use ('None'); use less than or equal to the median amount ('Some'); and use more than the median ('More'). The median number of calls/week was 2.5 for MP and 2.0 for CP. MP and CP use for calls was low; and only 5 of 78 comparisons of phone use with cognitive measures were statistically significant. The reaction time to the response-inhibition task was slower in those who used an MP 'More' compared to the 'Some' use group and non-users. For CP use, the response time to the Stroop interference task was slower in the 'More' group versus the 'Some' group, and accuracy was worse in visual recognition and episodic memory tasks and the identification task. In an additional exploratory analysis, there was some evidence of a gender effect on mean reaction times. The highest users for both phone types were girls. Overall, there was little evidence cognitive function was associated with CP and MP use in this age group. Although there was some evidence that effects of MP and CP use on cognition may differ by gender, this needs further exploration. CP results may be more reliable as parents estimated children's phone use and the CPs were at home; results for CP use were broadly consistent with our earlier study of older children. ",202,Use of mobile and cordless phones and cognition in Australian primary school children: a prospective cohort study,"Redmayne M, Smith CL, Benke G, Croft RJ, Dalecki A, Dimitriadis C, Kaufman J, Macleod S, Sim MR, Wolfe R, Abramson MJ.",Environ Health. 2016 Feb 19;15:26. doi: 10.1186/s12940-016-0116-1.,Redmayne M,Environ Health,2016,2016/02/20,PMC4759913,,10.1186/s12940-016-0116-1
203,203,12790504,"This study was conducted in three Ethiopian Rift Valley villages known for endemic fluorosis. Three-hundred-and-six adolescents (12-15 years) and 233 mothers participated. The aim was to study dental fluorosis in the youngsters and to assess the extent of agreement between clinical and self-rated discoloration and pitting of teeth, and also the level at which dental fluorosis is perceived as a problem both by children and their mothers. The children (154 M and 152 F) gave a simple self-assessment of tooth-color and quality of their teeth, and were subsequently examined for dental fluorosis. Finally, four color photographs of teeth with dental fluorosis (TF-scores 2, 3, 5, and 7) were used as references during a structured oral interview of the children, as well as their mothers. At TF score > or = 2, the prevalence of dental fluorosis on maxillary central incisors was 72% and 37% at TF score > or = 4. The mean TF score was significantly higher among boys than among girls of unemployed fathers compared to children of employed fathers. The likelihood of reporting problems with dental appearance increased with increasing individual TF scores. The child/mother pairs found teeth with TF scores 2 and 3 esthetically acceptable, while teeth with TF scores 5 and 7 were considered unacceptable. Mothers were more critical of severe fluorosis than were their children. ",203,Perception of dental fluorosis amongst Ethiopian children and their mothers,"Wondwossen F, Astrøm AN, Bårdsen A, Bjorvatn K.",Acta Odontol Scand. 2003 Apr;61(2):81-6. doi: 10.1080/00016350310001415.,Wondwossen F,Acta Odontol Scand,2003,2003/06/07,,,10.1080/00016350310001415
204,204,29363608,"Universal protocol implementation can be challenging in low-income or middle-income countries, particularly when providers work together across language barriers. The aim of this quality improvement initiative was to test the implementation of a colour-coded universal protocol in a Guatemalan hospital staffed by US and Guatemalan providers. From 2013 to 2016, a US and Guatemalan team implemented a universal protocol at a Guatemalan surgical centre for children undergoing general surgical or urologic procedures. The protocol was a two-step patient identification and documentation checklist, with the first step of all chart element verification in the preoperative area, after which a blue hat was placed on the patient as a visual cue that this was completed. The second step included checklist confirmation in the operating room prior to the procedure. We tested protocol implementation over three phases, identifying implementation barriers and modifying clinical workflow after each phase. We measured the error rate in documentation or other universal protocol steps at each phase and made modifications based on iterative analysis. Over the course of programme implementation, we substantially decreased the rate of errors in documentation or other universal protocol elements. After the first phase, 30/51 patients (58.8%) had at least one error. By the third phase, only 2/43 patients (4.6%) had any errors. All errors were corrected prior to surgery with no adverse outcomes. Care teams of providers from different countries pose potential challenges with patient safety. Implementation of a colour-coded universal protocol in this setting can prevent and reduce errors that could potentially lead to patient harm. ",204,Implementation of a colour-coded universal protocol safety initiative in Guatemala,"Taicher BM, Tew S, Figueroa L, Hernandez F, Ross SS, Rice HE.",BMJ Qual Saf. 2018 Aug;27(8):593-599. doi: 10.1136/bmjqs-2017-007217. Epub 2018 Jan 23.,Taicher BM,BMJ Qual Saf,2018,2018/01/25,,,10.1136/bmjqs-2017-007217
205,205,23330625,"Young children, particularly uninsured children of color, suffer from mental health disturbances at rates similar to older children and adults, yet they have higher rates of unmet needs. To address unmet needs, efforts to identify mental health problems in primary care pediatric settings have grown in recent years, thanks in large part to expanded screening efforts. Yet, health disparities in early detection remain. Enhancing understanding of how early childhood mental health problems can be identified and addressed within pediatric settings is an important and growing area of research. The authors draw on theoretical models from public health policy, health psychology, and child development, including health beliefs, help seeking, transtheoretical, motivation to change, and dynamic systems, to better understand and address challenges to and disparities in identifying and addressing mental health problems in pediatric settings. These theories have not previously been applied to early mental health screening and identification efforts. Developmental and sociocultural considerations are highlighted in an effort to address and reduce higher rates of unmet needs among young, uninsured children of color. ",205,Identifying and addressing mental health risks and problems in primary care pediatric settings: a model to promote developmental and cultural competence,"Godoy L, Carter AS.",Am J Orthopsychiatry. 2013 Jan;83(1):73-88. doi: 10.1111/ajop.12005.,Godoy L,Am J Orthopsychiatry,2013,2013/01/22,,,10.1111/ajop.12005
206,206,37227996,,206,Implications of the Lack of Physicians of Color in the Shortage of Pediatric Ophthalmologists,"Adeoye O, Madu CT, Nwokeji I.",J Pediatr Ophthalmol Strabismus. 2023 May;60(3):226. doi: 10.3928/01913913-20230426-01. Epub 2023 May 1.,Adeoye O,J Pediatr Ophthalmol Strabismus,2023,2023/05/25,,,10.3928/01913913-20230426-01
207,207,31276758,"To evaluate the feasibility of coronary vessel wall visualization using three-dimensional turbo spin-echo black blood imaging (3D-TSE) in children with Kawasaki disease. Nine patients (6 girls and 3 boys; mean age ± standard deviation, 5.6 ± 3.3 years; range, 1.4-10.3 years) were included. Coronary magnetic resonance angiography (MRA) with an axial slice orientation and 3D-TSE with axial and sagittal slice orientations (3D-TSE-axi and 3D-TSE-sag) were acquired for the whole heart. Coronary vessel walls were evaluated separately in aneurysm and normal-proximal regions. The internal diameter and wall thickness of the reformatted cross-sectional images were measured in both the regions. Reproducibility between MRA and 3D-TSE was evaluated via interclass correlation coefficients (ICCs) and Bland-Altman plots. In total, 164 points (aneurysmal regions, 73; normal-proximal regions, 64; normal-distal regions, 27) were evaluated. The ICC for 3D-TSE-axi was higher than that for 3D-TSE-sag (aneurysmal regions, ICC = 0.88 and 0.81; normal-proximal regions, ICC = 0.90 and 0.32, respectively). Bland-Altman plots of the internal diameter via MRA and 3D-TSE-axi showed a wide 95% limit of agreement (-0.13 to 2.89 mm) and significant fixed and proportional biases (P < 0.001 and P = 0.002) in the aneurysmal regions. However, the 95% limit of agreement was narrow (-0.14 to 0.57 mm) in the normal-proximal regions. If 1 mm was set as the cut-off for a thickened wall, wall thickness via 3D-TSE-axi was found to be abnormal across many points (84.0% of aneurysmal regions; 18.4% of normal-proximal regions). 3D-TSE imaging of the normal-proximal regions of the coronary vessel in individuals with Kawasaki disease was found to be feasible. However, in aneurysmal regions, larger aneurysmal diameters led to an increased bias between MRA and 3D-TSE. ",207,Coronary vessel wall visualization via three-dimensional turbo spin-echo black blood imaging in Kawasaki disease,"Matsumoto K, Yokota H, Mukai H, Ebata R, Saito N, Shimokawa K, Yoda T, Masuda Y, Uno T, Miyati T.",Magn Reson Imaging. 2019 Oct;62:159-166. doi: 10.1016/j.mri.2019.07.001. Epub 2019 Jul 2.,Matsumoto K,Magn Reson Imaging,2019,2019/07/06,,,10.1016/j.mri.2019.07.001
208,208,22671021,"This study examined children's opinions on the taste of three analgesic medicines: paracetamol, ibuprofen and codeine. Many medicines for children are unpleasant and unacceptable. Research has shown that children's taste preferences differ to adults, in whom palatability is often tested. Little British research exists on children's opinions on the palatability of medicines. This study aimed to address this gap in knowledge. Prospective observational study. Between May-September 2008, hospital inpatients aged 5-16 years rated the taste of required analgesics on a 100-mm visual analogue scale. This incorporated a 5-point facial hedonic scale. They were also asked their favourite flavour and colour for a medicine. A total of 159 children took part. Eighty-five males (53·5%) and 74 females (46·5%). The median age was 8 years (Inter-quartile range 6-11). The taste of ibuprofen was significantly preferred to paracetamol or codeine. Significant differences were observed depending if the medicine rated was taken first or second (for example pre-medication with paracetamol and ibuprofen). Younger children (5-8 years) were more likely to choose the extremes of the scale when grading than older children were. Preferred flavours on questioning were strawberry 44% and banana 17%. Favourite colours were pink 25·8% and red 20·8%, with girls more likely to choose pink and boys blue. Ibuprofen was the most palatable analgesic medicine tested. Children reported they preferred fruit flavours and colour was sex dependent. Nurses when administering two medicines together should consider giving the least palatable first, for example paracetamol before ibuprofen for pre-medication. ",208,A prospective study to assess the palatability of analgesic medicines in children,"Smith CJ, Sammons HM, Fakis A, Conroy S.",J Adv Nurs. 2013 Mar;69(3):655-63. doi: 10.1111/j.1365-2648.2012.06050.x. Epub 2012 Jun 7.,Smith CJ,J Adv Nurs,2013,2012/06/08,,,10.1111/j.1365-2648.2012.06050.x
209,209,8660049,"Paediatricians are often requested to give an opinion on the age of a non-accidental bruise. In forensic textbooks, the colour changes which a bruise undergoes with time are not based on research in children. The purpose of this study was to document the sequence of colour changes in photographs taken following accidental bruising in children. Fifty accidental bruises of known age in 23 children were photographed by a medical photographer using the same equipment throughout. The photographs were reviewed by a single observer, blind to the true age of the injury, who described the colours present in the bruise. Red colouration was seen in 15 out of 37 bruises which were less than one week old. Yellow colouration was seen in 10 out of 42 bruises over one day old. Aging of bruises from photographs was much less precise than textbooks imply. ",209,Estimation of the age of bruising,"Stephenson T, Bialas Y.",Arch Dis Child. 1996 Jan;74(1):53-5. doi: 10.1136/adc.74.1.53.,Stephenson T,Arch Dis Child,1996,1996/01/01,PMC1511603,,10.1136/adc.74.1.53
210,210,38525655,"The assessment of children's grammatical skills is a crucial component of diagnosing language disorders. Elicited production is a commonly used method for obtaining data on a child's productive language abilities. We introduce a new instrument developed as part of the third edition of a standardised test battery for German. This instrument utilises elicited production, wherein participants describe coloured pictures depicting everyday situations, in order to generate four test scores: mean length of utterances, completeness of utterances, and two grammar scores comprising relevant target structures. The construction of the grammar scores was inspired by the Index of Productive Syntax (IPSyn), modified for German and computerised. The detailed results provide a comprehensive profile of a child's syntactic and morphological strengths and weaknesses. Analysis of data collected from 348 monolingual German children who formed part of the norming sample, aged between 2;6 and 6;11 years of age, revealed age-related changes in these scores. Additionally, the age range was determined for both grammatical milestones and 'red flags', which may indicate potential problems in language development. In conclusion, the newly developed, time-efficient instrument allows for a detailed assessment of grammatical skills, identification of potential intervention targets, and facilitates various research objectives. ",210,Exploring grammatical development in children aged 2;6 to 7: a novel approach using elicited production,"Kauschke C, Lawatsch K, Tenhagen A, Dörfler T.",Clin Linguist Phon. 2024 Mar 25:1-24. doi: 10.1080/02699206.2024.2328200. Online ahead of print.,Kauschke C,Clin Linguist Phon,2024,2024/03/25,,,10.1080/02699206.2024.2328200
211,211,13880724,,211,"Interference effects of Stroop color-word test in childhood, adulthood, and aging","COMALLI PE Jr, WAPNER S, WERNER H.",J Genet Psychol. 1962 Mar;100:47-53. doi: 10.1080/00221325.1962.10533572.,COMALLI PE Jr,J Genet Psychol,1962,1962/03/01,,,10.1080/00221325.1962.10533572
212,212,623434,"In the present study the colours of hair are regarded as quantitative genetic characters. The genetic and environmental components of the total variance of the characters are determined by analysis of correlation between parents and children as well as full sibs. An analysis of correlation coefficients makes it possible to further examine whether autosomal dominance or X-linked factors play a role in the inheritance. The correlations between the parents make the genetical analysis more complicated as they raise the correlation coefficients between relatives. The estimates of heritability are 0.61 (hair-colour) and 0.80 (eye-colour). These estimates may serve as preliminary values of orientation. Only further studies will show whether the relative large part of the variance caused by the environment can be confirmed. Dominance may play a small role in the case of hair colour, while it seems to be absent in eye-colour. There are no sufficient indications of X-linked factors for both characters. ",212,[Estimation of the heritability of hair and eye color],"Bräuer G, Chopra VP.",Anthropol Anz. 1978 Feb;36(2):109-20.,Bräuer G,Anthropol Anz,1978,1978/02/01,,,
213,213,20406335,"The present study assessed the association between blood lead and urinary cotinine levels and inattentive and hyperactive symptoms and neurocognitive performance in children. A total of 667 children (age range 8-11) were recruited from nine schools in five Korean cities. The teachers and parents completed the Korean version of the Attention-deficit/hyperactivity disorder Rating Scales (K-ARS), and the children performed neurocognitive tests. Blood lead and urinary cotinine levels were then measured. The inattentive, hyperactive, and total scores of the teacher-rated K-ARS were positively associated with blood lead level, and the results of the continuous performance test (CPT), Stroop Color-Word Test, and Children's Color Trails Test were inversely associated with urinary cotinine level when controlled for age, gender, father's educational level, maternal IQ, child's IQ, residential area, birth weight, and cotinine (for lead) or lead (for cotinine). The association between blood lead level and commission errors score on the CPT disappeared when the effect of urinary cotinine level was controlled. These findings indicate that environmental exposure to tobacco smoke in children is associated with poor neurocognitive performance, and low levels of lead are associated with inattention and hyperactivity symptoms. ",213,Effect of environmental exposure to lead and tobacco smoke on inattentive and hyperactive symptoms and neurocognitive performance in children,"Cho SC, Kim BN, Hong YC, Shin MS, Yoo HJ, Kim JW, Bhang SY, Cho IH, Kim HW.",J Child Psychol Psychiatry. 2010 Sep;51(9):1050-7. doi: 10.1111/j.1469-7610.2010.02250.x. Epub 2010 Apr 6.,Cho SC,J Child Psychol Psychiatry,2010,2010/04/22,,,10.1111/j.1469-7610.2010.02250.x
214,214,16495419,"To define in centimeters what constitutes mild, moderate, and severe acute pain in children by using the Color Analogue Scale (CAS) for pain. This was a prospective study, using convenience sampling, of all children presenting to a pediatric ED between the ages of 5 and 16 years with a complaint of pain. Children were excluded if they had altered sensorium, were clinically unstable or required admission to the ICU, or were developmentally delayed. Children were asked to mark their pain severity on the standardized 10-cm CAS. To use this measure, children were asked to slide the marker to the point on the scale that best described the pain they were currently experiencing. They then were asked to describe their pain as ""none,"" ""mild,"" ""moderate,"" or ""severe."" A total of 169 children were enrolled with a mean age of 10.1 years (SD +/- 3.2 years). Males accounted for 94 (55%); 89 (52.7%) were Hispanic, 63 (37.3%) were white, 8 (4.7%) were African American, and 9 (5.3%) were ""others."" In children who considered their pain to be mild (n = 34), the median score was 3.5 cm, and the mean score was 3.47 cm (95% CI = 2.95 to 3.99). For those with moderate pain (n = 68), the median score was 6.0 cm, the mean score was 6.04 cm (95% CI = 5.67 to 6.41), and if the pain was considered severe (n = 67) the median score was 8.5 cm, and the mean score was 8.28 cm (95% CI = 7.85 to 8.71). This study quantifies what constitutes mild, moderate, and severe pain on the CAS scale. This information should be used to properly triage children with painful conditions and to identify appropriate patients for enrollment in analgesic studies. ",214,"Defining mild, moderate, and severe pain by using the color analogue scale with children presenting to a pediatric emergency department","McConahay T, Bryson M, Bulloch B.",Acad Emerg Med. 2006 Mar;13(3):341-4. doi: 10.1197/j.aem.2005.09.010. Epub 2006 Feb 22.,McConahay T,Acad Emerg Med,2006,2006/02/24,,,10.1197/j.aem.2005.09.010
215,215,27437048,"Physicians caring for children with serious acute neurologic disease must process overwhelming amounts of physiological and medical information. Strategies to optimize real time display of this information are understudied. Our goal was to engage clinical and engineering experts to develop guiding principles for creating a pediatric neurology intensive care unit (neuroPICU) monitor that integrates and displays data from multiple sources in an intuitive and informative manner. To accomplish this goal, an international group of physicians and engineers communicated regularly for one year. We integrated findings from clinical observations, interviews, a survey, signal processing, and visualization exercises to develop a concept for a neuroPICU display. Key conclusions from our efforts include: (1) A neuroPICU display should support (a) rapid review of retrospective time series (i.e. cardiac, pulmonary, and neurologic physiology data), (b) rapidly modifiable formats for viewing that data according to the specialty of the reviewer, and (c) communication of the degree of risk of clinical decline. (2) Specialized visualizations of physiologic parameters can highlight abnormalities in multivariable temporal data. Examples include 3-D stacked spider plots and color coded time series plots. (3) Visual summaries of EEG with spectral tools (i.e. hemispheric asymmetry and median power) can highlight seizures via patient-specific ""fingerprints."" (4) Intuitive displays should emphasize subsets of physiology and processed EEG data to provide a rapid gestalt of the current status and medical stability of a patient. A well-designed neuroPICU display must present multiple datasets in dynamic, flexible, and informative views to accommodate clinicians from multiple disciplines in a variety of clinical scenarios. ",215,Guiding Principles for a Pediatric Neurology ICU (neuroPICU) Bedside Multimodal Monitor: Findings from an International Working Group,"Grinspan ZM, Eldar YC, Gopher D, Gottlieb A, Lammfromm R, Mangat HS, Peleg N, Pon S, Rozenberg I, Schiff ND, Stark DE, Yan P, Pratt H, Kosofsky BE.",Appl Clin Inform. 2016 May 18;7(2):380-98. doi: 10.4338/ACI-2015-12-RA-0177. eCollection 2016.,Grinspan ZM,Appl Clin Inform,2016,2016/07/21,PMC4941847,,10.4338/ACI-2015-12-RA-0177
216,216,25869374,"Cancelation on the day of surgery (DoSC) represents a costly wastage of operating room (OR) time and causes inconvenience, emotional distress, and financial cost to families. A quality improvement project sought to reduce lost OR time due to cancelation. Key drivers of the process included effective 2-way communication with families, compliance with fasting rules, and decision-making on patient illness before the day of surgery. A multidisciplinary team conducted serial tests of change addressing the various key drivers. Interventions were simplified, colorful, personalized preoperative instruction sheets and text-message reminders to caregivers' cellphones, as well as a defined institutional decision-making pathway to permit rescheduling before the day of surgery in case of patient illness concerns. After initial smaller-scale testing, the interventions were implemented across all patients and sites. Data were collected from the hospital information technology system and analyzed by using control charts and statistical process control methods. Mean OR time lost due to DoSC was decreased from a baseline of 5.7 to 3.6 hours/day in testing with a subset of surgical services at the hospital's base campus, and then from 6.6 hours to 5.5 hours/day when implemented across all services at both surgical sites. By applying quality improvement methods, significant reductions were made in time lost due to DoSC. The impact can be significant by improving institutional resource utilization. ",216,Reducing Cancelations on the Day of Scheduled Surgery at a Children's Hospital,"Pratap JN, Varughese AM, Mercurio P, Lynch T, Lonnemann T, Ellis A, Rugg J, Stone WR, Bedinghaus C.",Pediatrics. 2015 May;135(5):e1292-9. doi: 10.1542/peds.2014-2418. Epub 2015 Apr 13.,Pratap JN,Pediatrics,2015,2015/04/15,,,10.1542/peds.2014-2418
