,PMID,abstract
10,35459406,"The use of cannabis products to help with sleep and various other medical conditions by the public has increased significantly in recent years. Withdrawal from cannabinoids can lead to sleep disturbance. Here, we describe a patient who developed significant insomnia leading to worsening anxiety, mood, and suicidal ideation in the setting of medical cannabis withdrawal, prompting presentation to the Emergency Department and inpatient admission. There is a limited evidence base for the use of cannabis products for sleep. We provide a comprehensive review evaluating the literature on the use of cannabis products on sleep, including an overview of cannabis and related psychoactive compounds, the current state of the law as it pertains to the prescribing and use of these substances, and potential side effects and drug interactions. We specifically discuss the impact of cannabis products on normal sleep and circadian sleep-wake rhythms, insomnia, excessive daytime sleepiness, sleep apnea, parasomnias, and restless legs syndrome. We also describe the effects of cannabis withdrawal on sleep and how this increases relapse to cannabis use. Most of the studies are observational but the few published randomized controlled trials are reviewed. Our comprehensive review of the effects of cannabis products on normal sleep and sleep disorders, relevant to primary care providers and other clinicians evaluating and treating patients who use these types of products, shows that cannabis products have minimal to no effects on sleep disorders and may have deleterious effects in some individuals. Further research examining the differential impact of the various types of cannabinoids that are currently available on each of these sleep disorders is required. "
11,36107800,"As cannabis is increasingly used to treat sleep disorders, we performed a systematic review to examine the effects of cannabis on sleep and to guide cannabis prescribers in their recommendations to patients, specifically focusing on dosing. We searched EMBASE, Medline, and Web of Science and identified 4550 studies for screening. Five hundred sixty-eight studies were selected for full-text review and 31 were included for analysis. Study results were considered positive based on improvements in sleep architecture or subjective sleep quality. Bias in randomized controlled trials was assessed using Cochrane Risk of Bias tool 2.0. Sleep improvements were seen in 7 out of 19 randomized studies and in 7 out of 12 uncontrolled trials. There were no significant differences between the effects of tetrahydrocannabinol and cannabidiol. Cannabis showed most promise at improving sleep in patients with pain-related disorders, as compared to those with neurologic, psychiatric, or sleep disorders, and showed no significant effects on healthy participants' sleep. While subjective improvements in sleep quality were often observed, diagnostic testing showed no improvements in sleep architecture. Adverse events included headaches, sedation, and dizziness, and occurred more frequently at higher doses, though no serious adverse events were observed. High-quality evidence to support cannabis use for sleep remains limited. Heterogeneity in cannabis types, doses, timing of administration, and sleep outcome measures limit the ability to make specific dosing recommendations. "
12,35519083,"Medical cannabis has been increasingly used in Canada after being sanctioned by Health Canada in 2001. Insomnia and sleep disorders are among the most common conditions for which patients report using cannabis. Current research shows cannabis may have a beneficial effect in sleep disorders and may improve patient-reported sleep scores. A retrospective chart review was conducted at Hybrid Pharm community pharmacy in Ottawa, Ontario, and included patients who were interested in, or already using, medical cannabis for sleep disorders. A qualitative, exploratory approach was taken to evaluate the descriptive efficacy and safety of medical cannabis when prescribed for insomnia or comorbid conditions. The comprehensive data collection also involved investigating the impact of cannabis on other medication used for insomnia. A total of 38 patients were identified as having adequate follow-up documentation to assess the impact of medical cannabis. At time of data collection, 15 patients (39%) were able to reduce or completely discontinue a prescription medication indicated for sleep. On follow-up, 27 patients (71%) reported a subjective improvement in their sleep or related condition. Only 8 patients (21%) reported any adverse effects from medical cannabis use, and these were manageable and did not require discontinuation of cannabis. This study highlights the importance of a pharmacist's role in the management of cannabis-based therapy, including ongoing supportive care, follow-up and medication management.  "
13,36641008,
14,30907602,"Previous research has reported that sleep problems longitudinally predict both onset of cannabis use and cannabis-related problems. However, the mediators of this relationship remain unclear. The present study examined (a) the concurrent relationship between insomnia symptoms and hazardous cannabis use and (b) examined whether use of protective behavioral strategies (PBS) for cannabis mediated this relationship among college student cannabis users. Participants were 984 (69.9% female) college students who reported consuming cannabis at least once in the past month and completed measures of insomnia, cannabis PBS, and cannabis misuse. Data were analyzed by structural equation modeling for binary and count outcomes. The significance of the mediator was evaluated using bias-corrected bootstrap confidence intervals. Insomnia symptoms were associated with an increase in the odds of hazardous cannabis use and possible cannabis use disorder. Cannabis PBS significantly mediated the relationship between insomnia symptoms and hazardous cannabis use, cannabis use disorder symptoms, and cannabis-related problems. Specifically, higher reports of insomnia symptoms were associated with lower use of cannabis PBS; which in turn was associated with an increase in the odds of hazardous cannabis use and possible cannabis use disorder, as well as a higher report of cannabis-related problems. Implications of these findings on the prevention of cannabis use problems among college students in the United States were discussed. (PsycINFO Database Record (c) 2019 APA, all rights reserved). "
15,36940598,"Individuals with regular cannabis use demonstrate adverse health outcomes, yet infrequently seek treatment. Insomnia, a common co-occurring complaint, could be targeted to reduce cannabis use and improve functioning in these individuals. In an intervention development study, we refined and tested the preliminary efficacy of a telemedicine-delivered CBT for insomnia tailored to individuals with regular cannabis use for sleep (CBTi-CB-TM). In this single-blind randomized trial, fifty-seven adults (43 women, mean age 37.6 ± 12.8 years) with chronic insomnia and cannabis use for sleep ≥3 times/week received CBTi-CB-TM (n = 30) or sleep hygiene education (SHE-TM, n = 27). Participants completed self-reported assessments of insomnia (Insomnia Severity Index [ISI]) and cannabis use (Timeline Followback [TLFB] and daily diary data) at pre-treatment, post-treatment, and 8-week follow-up. ISI scores improved significantly more in the CBTi-CB-TM compared to SHE-TM condition (β = -2.83, se=0.84, P = 0.004, d=0.81). At 8-week follow-up, 18/30 (60.0 %) CBTi-CB-TM compared to 4/27 (14.8 %) SHE-TM participants were in remission from insomnia (X CBTi-CB-TM is feasible, acceptable, and demonstrated preliminary efficacy for improving sleep and cannabis-related outcomes among non-treatment-seeking individuals with regular cannabis use for sleep. Although sample characteristics limit generalizability, these findings support the need for adequately powered randomized controlled trials with longer follow-up periods. "
16,36809575,"During the treatment of cancer, 18% of patients use cannabis for symptom management. Anxiety, depression, and sleep disturbances are common symptoms in cancer. A systematic review of the evidence for cannabis use for psychological symptoms in cancer patients was undertaken to develop a guideline. A literature search of randomized trials and systematic reviews was undertaken up to November 12, 2021. Studies were independently assessed for evidence by two authors and then evaluated by all authors for approval. The literature search involved MEDLINE, CCTR, EMBASE, and PsychINFO databases. Inclusion criteria included randomized control trials and systematic reviews on cannabis versus placebo or active comparator in patients with cancer and psychological symptom management (anxiety, depression, and insomnia). The search yielded 829 articles; 145 from Medline, 419 from Embase, 62 from PsychINFO, and 203 from CCTR. Two systematic reviews and 15 randomized trials (4 on sleep, 5 on mood, 6 on both) met eligibility criteria. However, no studies specifically assessed the efficacy of cannabis on psychological symptoms as primary outcomes in cancer patients. The studies varied widely in terms of interventions, control, duration, and outcome measures. Six of 15 RCTs suggested benefits (five for sleep, one for mood). There is no high-quality evidence to recommend the use of cannabis as an intervention for psychological symptoms in patients with cancer until more high-quality research demonstrates benefit. "
17,37243415,"Insomnia is highly prevalent among military veterans, with rates nearly double that of civilian populations. Insomnia typically co-occurs with other psychological problems, including substance use (e.g. cannabis) and perceived stress. Much of the research focused on insomnia, stress and cannabis use explores cannabis as a sleep aid and a mechanism for stress relief. However, recent theoretical and empirical evidence suggests a dynamic interplay between insomnia, cannabis use and perceived stress, yet few longitudinal studies exist. Using a sample of 1105 post-9/11 veterans assessed over four time points across 12 months, we used latent difference score modelling to examine proportional change between insomnia, perceived stress and cannabis use. Results revealed a complex interplay between all three constructs. In particular, we show that higher prior levels of insomnia are associated with greater increases in perceived stress, and greater prior levels of stress are associated with greater increases in cannabis use. Perhaps more importantly, our results also point to cannabis use as a catalyst for greater increases in both stress and insomnia severity. Our results suggest there may be both benefits and costs of cannabis use among veterans. Specifically, for veterans who experience chronic sleep problems, perceived stress may become overwhelming, and the benefit of stress reduction from increased cannabis use may come at the cost of increasing insomnia symptomology. "
18,31770357,
19,31855253,"Estimate the genetic and environmental influences on the relationship between onset of regular cannabis use and young adult insomnia. In a population-based twin cohort of 1882 twins (56% female, mean age = 22.99, SD = 2.97) we explored the genetic/environmental etiology of the relationship between onset of regular cannabis use and insomnia-related outcomes via multivariate twin models. Controlling for sex, current depression symptoms, and prior diagnosis of an anxiety or depression disorder, adult twins who reported early onset for regular cannabis use (age 17 or younger) were more likely to have insomnia (β = 0.07, p = 0.024) and insomnia with short sleep on weekdays (β = 0.08, p = 0.003) as young adults. We found significant genetic contributions for the onset of regular cannabis use (a2 = 76%, p < 0.001), insomnia (a2 = 44%, p < 0.001), and insomnia with short sleep on weekdays (a2 = 37%, p < 0.001). We found significant genetic correlations between onset of regular use and both insomnia (rA = 0.20, p = 0.047) and insomnia with short sleep on weekdays (rA = 0.25, p = 0.008) but no significant environmental associations between these traits. We found common genetic liabilities for early onset of regular cannabis use and insomnia, implying pleiotropic influences of genes on both traits. "
20,32430450,"Insomnia is a highly prevalent and costly condition that is associated with increased health risks and healthcare utilisation. Anecdotally, cannabis use is frequently reported by consumers to promote sleep. However, there is limited research on the effects of cannabis on sleep and daytime function in people with insomnia disorder using objective measures. This proof-of-concept study will evaluate the effects of a single dose of an oral cannabis-based medicine on sleep and daytime function in participants with chronic insomnia disorder. A randomised, crossover, placebo-controlled, single-dose study design will be used to test the safety and efficacy of an oral oil solution ('ETC120') containing 10 mg Δ Ethics approval was received from Bellberry Human Research Ethics Committee (2018-04-284). The findings will be disseminated in a peer-reviewed open-access journal and at academic conferences. ANZCTRN12619000714189. "
21,32652488,"Regulatory approvals for Epidiolex (purified cannabidiol) in the treatment of childhood drug resistant epilepsy have set a precedent for the use of cannabinoids as a prescribed medicine. Two common reasons cited for the use and prescription of cannabis-based products are pain and insomnia. Unlike drug resistant epilepsy, the level of evidence of efficacy in pain is poorly developed. The lowest quality trials with the greatest methodological shortcomings suggest some benefit, a level of evidence that is inconsistent with widespread prescribing. The evidence in insomnia is scant. Ongoing trial development and critical review of the literature should not be overshadowed by increasing permissiveness towards cannabis use and anecdotal reports of efficacy. "
22,36707893,"Opioids continue to be widely prescribed for chronic noncancer pain, despite the awareness that opioids provide only short-time pain relief, lead to dose accumulation, have numerous adverse effects, and are difficult to wean. As an alternative, we previously showed advantages of using pharmaceutical-grade cannabis in a population of chronic pain patients with fibromyalgia. It remains unknown whether combining an opioid with pharmaceutical-grade cannabis has advantages, such as fewer side effects from lesser opioid consumption in chronic pain. Trial design: a single-center, randomized, three-arm, open-label, exploratory trial. Trial population: 60 patients with fibromyalgia according to the 2010 definition of the American College of Rheumatologists. Patients will be randomized to receive up to 4 daily 5 mg oral oxycodone sustained release (SR) tablet, up to 5 times 150 mg inhaled cannabis (Bediol®, containing 6.3% Δ The trial is designed to determine whether self-titration of oxycodone and cannabis will reduce side effects in chronic pain patients with fibromyalgia. TRIAL REGISTRATION {2A AND 2B}: EU trial register 2019-001861-33, URL https://www.clinicaltrialsregister.eu , on July 17, 2019; World Health Organization International Clinical Trials Research Platform NL7902, URL https://trialsearch.who.int , on July 26, 2019. "
23,33580483,"The recent trend for legalization of medicinal cannabis and cannabinoid-containing products, together with their soporific effects, has led to a surge of interest of their potential therapeutic role in the management of some common sleep disorders, such as insomnia, sleep disordered breathing, and restless legs syndrome, and less common disorders such as narcolepsy and parasomnias. Although much of the pre-clinical and clinical data were derived from studies with relatively small sample sizes and limited by biases in assessment, and in clinical trials lack of allocation concealment, as a whole, the results indicate a potential therapeutic role for cannabinoids in the management of some sleep disorders. Clinical trials are underway for insomnia and obstructive sleep apnea management, but there remains a substantial need for rigorous large multi-center studies to assess the dose, efficacy, and safety of the various types of cannabinoids on sleep disorders. This review aims to summarize the modulatory effects of cannabinoids on sleep physiology and provide a critical evaluation of the research on their potential therapeutic benefit in various sleep disorders. "
24,38174873,"Low-dose cannabidiol (CBD) has become readily available in numerous countries; however, little consensus exists on its efficacy as a sleep aid. This trial explored the efficacy of 150 mg of CBD (n = 15) compared with placebo (n = 15) as a sleep aid in primary insomnia. CBD supplementation was hypothesized to decrease insomnia symptoms and improve aspects of psychological health, relative to placebo. Using a randomized, placebo-controlled, parallel design featuring a single-blind placebo run-in week followed by a 2-week double-blind randomized dosing phase, participants consumed the assigned treatment sublingually 60 minutes before bed nightly. Wrist-actigraphy and sleep diaries measured daily sleep. Sleep quality, sleep effort, and well-being were measured weekly over 4 in-laboratory visits. Insomnia severity and trait anxiety were measured at screening and study conclusion. Insomnia severity, self-reported sleep-onset latency, sleep efficiency, and wake after sleep onset did not differ between treatments throughout the trial (all  Nightly supplementation of 150 mg CBD was similar to placebo regarding most sleep outcomes while sustaining greater well-being, suggesting more prominent psychological effects. Additional controlled trials examining varying treatment periods and doses are crucial. Registry: Australian New Zealand Clinical Trials Registry; Name: Cannabidiol (CBD) treatment for insomnia; URL: https://anzctr.org.au/Trial/Registration/TrialReview.aspx?ACTRN=12620000070932; Identifier: ACTRN12620000070932. Narayan AJ, Downey LA, Rose S, Di Natale L, Hayley AC. Cannabidiol for moderate-severe insomnia: a randomized controlled pilot trial of 150 mg of nightly dosing.  "
25,37612115,"Insomnia is the most prevalent sleep disorder, with few effective pharmacotherapies. Anecdotal reports and recent preclinical research suggest that cannabinol (CBN), a constituent of  The present protocol paper describes a randomised, double-blind, placebo-controlled, single-dose, three-arm, cross-over, proof-of-concept study which investigates the effects of CBN on sleep and next-day function in 20 participants with clinician-diagnosed insomnia disorder and an Insomnia Severity Index Score ≥15. Participants receive a single fixed oral liquid dose of 30 mg CBN, 300 mg CBN and matched placebo, in random order on three treatment nights; each separated by a 2-week wash-out period. Participants undergo overnight sleep assessment using in-laboratory polysomnography and next-day neurobehavioural function tests. The primary outcome is wake after sleep onset minutes. Secondary outcomes include changes to traditional sleep staging, sleep-onset latency and absolute spectral power during non-rapid eye movement (NREM) sleep. Tertiary outcomes include changes to sleep spindles during NREM sleep, arousal indices, absolute spectral power during REM sleep and subjective sleep quality. Safety-related and exploratory outcomes include changes to next-day simulated driving performance, subjective mood and drug effects, postural sway, alertness and reaction time, overnight memory consolidation, pre and post-sleep subjective and objective sleepiness; and plasma, urinary, and salivary cannabinoid concentrations. The study will provide novel preliminary data on CBN efficacy and safety in insomnia disorder, which will inform larger clinical trials. Human Research Ethics Committee approval has been granted by Bellberry (2021-08-907). Study findings will be disseminated in a peer-reviewed journal and at academic conferences. NCT05344170. "
26,35302633,"Despite the legalization and widespread use of cannabis products for a variety of medical concerns in the US, there is not yet a strong clinical literature to support such use. The risks and benefits of obtaining a medical marijuana card for common clinical outcomes are largely unknown. To evaluate the effect of obtaining a medical marijuana card on target clinical and cannabis use disorder (CUD) symptoms in adults with a chief concern of chronic pain, insomnia, or anxiety or depressive symptoms. This pragmatic, single-site, single-blind randomized clinical trial was conducted in the Greater Boston area from July 1, 2017, to July 31, 2020. Participants were adults aged 18 to 65 years with a chief concern of pain, insomnia, or anxiety or depressive symptoms. Participants were randomized 2:1 to either the immediate card acquisition group (n = 105) or the delayed card acquisition group (n = 81). Randomization was stratified by chief concern, age, and sex. The statistical analysis followed an evaluable population approach. The immediate card acquisition group was allowed to obtain a medical marijuana card immediately after randomization. The delayed card acquisition group was asked to wait 12 weeks before obtaining a medical marijuana card. All participants could choose cannabis products from a dispensary, the dose, and the frequency of use. Participants could continue their usual medical or psychiatric care. Primary outcomes were changes in CUD symptoms, anxiety and depressive symptoms, pain severity, and insomnia symptoms during the trial. A logistic regression model was used to estimate the odds ratio (OR) for CUD diagnosis, and linear models were used for continuous outcomes to estimate the mean difference (MD) in symptom scores. A total of 186 participants (mean [SD] age 37.2 [14.4] years; 122 women [65.6%]) were randomized and included in the analyses. Compared with the delayed card acquisition group, the immediate card acquisition group had more CUD symptoms (MD, 0.28; 95% CI, 0.15-0.40; P < .001); fewer self-rated insomnia symptoms (MD, -2.90; 95% CI, -4.31 to -1.51; P < .001); and reported no significant changes in pain severity or anxiety or depressive symptoms. Participants in the immediate card acquisition group also had a higher incidence of CUD during the intervention (17.1% [n = 18] in the immediate card acquisition group vs 8.6% [n = 7] in the delayed card acquisition group; adjusted odds ratio, 2.88; 95% CI, 1.17-7.07; P = .02), particularly those with a chief concern of anxiety or depressive symptoms. This randomized clinical trial found that immediate acquisition of a medical marijuana card led to a higher incidence and severity of CUD; resulted in no significant improvement in pain, anxiety, or depressive symptoms; and improved self-rating of insomnia symptoms. Further investigation of the benefits of medical marijuana card ownership for insomnia and the risk of CUD are needed, particularly for individuals with anxiety or depressive symptoms. ClinicalTrials.gov Identifier: NCT03224468. "
27,33526132,"The therapeutic application of cannabidiol (CBD) is gaining interest due to expanding evidence for its use. To summarize the clinical outcomes, study designs and limitations for the use of CBD and nabiximols (whole plant extract from Cannabis sativa L. that has been purified into 1:1 ratio of CBD and delta-9-tetrahydrocannabinol) in the treatment of psychiatric disorders. A systematic review was conducted including case reports, case series, open-label trials, non-randomized and randomized controlled trials (RCTs). The search resulted in 23 relevant studies on CBD and nabiximols in the treatment of a wide range of psychiatric disorders. The quality of evidence was judged by using the Oxford Centre for Evidence-Based Medicine 2011 Levels of Evidence that ranges from Level 1 to Level 5 based on the quality and study design. These levels of evidence help in grading the recommendations, including Grade A (strong), Grade B (moderate), Grade C (weak), and Grade D (weakest). CBD and CBD-containing compounds such as nabiximols were helpful in alleviating psychotic symptoms and cognitive impairment in patients with a variety of conditions, and several studies provided evidence of effectiveness in the treatment of cannabis withdrawal and moderate to severe cannabis use disorder with Grade B recommendation. There is Grade B recommendation supporting the use of CBD for the treatment of schizophrenia, social anxiety disorder and autism spectrum disorder (ASD), and attention deficit hyperactivity disorder (ADHD). Grade C recommendation exists for insomnia, anxiety, bipolar disorder, posttraumatic stress disorder, and Tourette syndrome. These recommendations should be considered in the context of limited number of available studies. CBD and CBD-containing compounds such as nabiximols were helpful in alleviating symptoms of cannabis-related disorders, schizophrenia, social anxiety disorder, and comorbidities of ASD, and ADHD with moderate recommendation. However, there is weaker evidence for insomnia, anxiety, bipolar disorder, posttraumatic stress disorder, and Tourette syndrome. The evidence for the use of CBD and CBD-containing compounds for psychiatric disorders needs to be explored in future studies, especially large-scale and well-designed RCTs. "
