,PMID,abstract
23,22156901,"Topical tenofovir gel and oral tenofovir and emtricitabine-tenofovir [FTC/tenofovir disoproxyl fumarate (TDF)] have been demonstrated to have efficacy in preventing HIV-1 in some populations. Preexposure prophylaxis (PrEP) trials and future directions are summarized. Pericoital use of 1% tenofovir gel in the CAPRISA 004 study reduced HIV-1 acquisition by 39% and herpes simplex virus-2 acquisition by 51%. Daily oral FTC/TDF demonstrated 44% reduction in HIV-1 acquisition among MSM in the iPrEx study (Pre-Exposure Prophylaxis Initiative). Both studies showed higher efficacy among those with higher adherence. Efficacy of daily oral TDF and FTC/TDF was 66 and 73%, respectively, among HIV-1-uninfected partners in an HIV-1 serodiscordant partnership in the Partners PrEP Study. Efficacy of daily oral FTC/TDF was 66% in young heterosexuals in Botswana in the TDF2 trial. The FEM-PrEP and VOICE (Vaginal and Oral Interventions to Control the Epidemic) studies in African women found no efficacy with oral FTC/TDF and TDF, respectively. Safety and tolerability were excellent and limited resistance was observed in seroconverters. Topical tenofovir gel showed efficacy in African women and daily oral TDF and FTC/TDF were efficacious in MSM, and African HIV-1 serodiscordant couples and young heterosexuals. The reasons for lack of efficacy of oral FTC/TDF and TDF in two studies in African women are being investigated. Longer-acting formulations, invtravaginal rings, and new candidate antiretrovirals are being evaluated for pre-exposure prophylaxis (PrEP). "
24,32221469,"Little is known about the potential population-level impact of HIV pre-exposure prophylaxis (PrEP) use among cisgender male sex workers (MSWs), a high-risk subset of cisgender men who have sex with men (MSM). Using an agent-based model, we simulated HIV transmission among cisgender MSM in Rhode Island to determine the impacts of PrEP implementation where cisgender MSWs were equally (""standard expansion"") or five times as likely (""focused expansion"") to initiate PrEP compared to other cisgender MSM. Without PrEP, the model predicted 920 new HIV infections over a decade, or an average incidence of 0.39 per 100 person-years. In a focused expansion scenario where 15% of at-risk cisgender MSM used PrEP, the total number of new HIV infections was reduced by 58.1% at a cost of $57,180 per quality-adjusted life-year (QALY) gained. Focused expansion of PrEP use among cisgender MSWs may be an efficient and cost-effective strategy for reducing HIV incidence in the broader population of cisgender MSM. "
25,23221365,"Antiretroviral-based HIV-1 prevention strategies - including antiretroviral treatment (ART) to reduce the infectiousness of individuals with HIV-1 and oral and topical pre-exposure prophylaxis (PrEP) for uninfected individuals to prevent HIV-1 acquisition - are the most promising new approaches for decreasing HIV-1 spread. Observational studies among HIV-1 serodiscordant couples have associated ART initiation with a reduction in HIV-1 transmission risk of 80-92%, and a recent randomized trial demonstrated that earlier initiation of ART (that is, at CD4(+) T-cell counts between 350 and 550 cells/mm(3)), in the context of virological monitoring and adherence support, resulted in a 96% reduction in HIV-1 transmission. A number of ongoing and recently-completed clinical trials have assessed the efficacy of PrEP for HIV-1 prevention as pericoitally administered or daily-administered 1% tenofovir gel and daily oral tenofovir disoproxil fumarate (TDF) and combination emtricitabine (FTC)/TDF. Completed studies have demonstrated HIV-1 protection efficacies ranging from 39% to 75%. However, two trials in African women have shown no HIV-1 protection with TDF and FTC/TDF PrEP; the reasons for lack of efficacy in those trials are being investigated. Adherence is likely the key to efficacy of antiretrovirals for HIV-1 prevention, both as ART and PrEP. Critical unanswered questions for successful delivery of antiretroviral-based HIV-1 prevention include how to target ART and PrEP to realize maximum population benefits, whether HIV-1-infected individuals at earlier stages of infection would accept ART to reduce their risk for transmitting HIV-1 and whether highest-risk HIV-1-negative persons would use PrEP, and whether high adherence could be sustained to achieve high effectiveness. "
26,36973419,"The development of persistent cellular reservoirs of latent human immunodeficiency virus (HIV) is a critical obstacle to viral eradication since viral rebound takes place once anti-retroviral therapy (ART) is interrupted. Previous studies show that HIV persists in myeloid cells (monocytes and macrophages) in blood and tissues in virologically suppressed people with HIV (vsPWH). However, how myeloid cells contribute to the size of the HIV reservoir and what impact they have on rebound after treatment interruption remain unclear. Here we report the development of a human monocyte-derived macrophage quantitative viral outgrowth assay (MDM-QVOA) and highly sensitive T cell detection assays to confirm purity. We assess the frequency of latent HIV in monocytes using this assay in a longitudinal cohort of vsPWH (n = 10, 100% male, ART duration 5-14 yr) and find half of the participants showed latent HIV in monocytes. In some participants, these reservoirs could be detected over several years. Additionally, we assessed HIV genomes in monocytes from 30 vsPWH (27% male, ART duration 5-22 yr) utilizing a myeloid-adapted intact proviral DNA assay (IPDA) and demonstrate that intact genomes were present in 40% of the participants and higher total HIV DNA correlated with reactivatable latent reservoirs. The virus produced in the MDM-QVOA was capable of infecting bystander cells resulting in viral spread. These findings provide further evidence that myeloid cells meet the definition of a clinically relevant HIV reservoir and emphasize that myeloid reservoirs should be included in efforts towards an HIV cure. "
27,34623888,"In the United States, Black and Latinx youth remain disproportionately affected by HIV. Oral antiretroviral pre-exposure prophylaxis (PrEP) is a proven effective HIV prevention strategy. PrEP is approved for use in people younger than the age of 18 years, but little is known about provider comfort and preparedness with prescribing it to adolescents. In this study, physicians provide their perspectives on the facilitators and barriers to PrEP access among adolescents. Focus groups ( "
28,25216985,"Combination HIV prevention interventions that integrate efficacious behavioral and biomedical strategies offer the potential to reduce new HIV infections. We overview the efficacy data for three biomedical HIV prevention approaches, namely microbicides, pre-exposure prophylaxis (PrEP), and HIV vaccination; review factors associated with differential acceptability and uptake of these methods; and suggest strategies to optimize the effectiveness and dissemination of combination HIV prevention approaches. A narrative review was conducted highlighting key efficacy data for microbicides, PrEP, and an HIV vaccination and summarizing acceptability data for each of the three biomedical HIV prevention approaches. Recommendations for the integration and dissemination of combined behavioral and biomedical HIV prevention approaches are provided. To date, microbicides and an HIV vaccination have demonstrated limited efficacy for the prevention of HIV. However, PrEP has demonstrated efficacy in reducing HIV incident infections. A diverse array of factors influences both hypothetical willingness and actual usage of each biomedical prevention method. Strategies to effectively integrate and evaluate combination HIV prevention interventions are urgently needed. "
29,32347446,"We review applications of artificial intelligence (AI), including machine learning (ML), in the field of HIV prevention. ML approaches have been used to identify potential candidates for preexposure prophylaxis (PrEP) in healthcare settings in the USA and Denmark and in a population-based research setting in Eastern Africa. Although still in the proof-of-concept stage, other applications include ML with smartphone-collected and social media data to promote real-time HIV risk reduction, virtual reality tools to facilitate HIV serodisclosure, and chatbots for HIV education. ML has also been used for causal inference in HIV prevention studies. ML has strong potential to improve delivery of PrEP, with this approach moving from development to implementation. Development and evaluation of AI and ML strategies for HIV prevention may benefit from an implementation science approach, including qualitative assessments with end users, and should be developed and evaluated with attention to equity. "
30,20679759,"HIV-serodiscordant couples face complicated choices between fulfilling reproductive desire and risking HIV transmission to their partners and children. Sexual HIV transmission can be dramatically reduced through artificial insemination and sperm washing; however, most couples cannot access these resources. We propose that periconception pre-exposure prophylaxis (PrEP) could offer an important, complementary therapy to harm reduction counseling programs that aim to decrease HIV transmission for couples who choose to conceive. In this paper, we describe the potential benefits of periconception PrEP and define critical points of clarification prior to implementation of PrEP as part of a reproductive health program. We consider sexual transmission risk, current risk reduction options, PrEP efficacy, cost, adherence, resistance, fetal toxicity, and impact of PrEP counseling on entry into health services. We address PrEP in the context of other periconception HIV-prevention strategies, including antiretroviral treatment of the HIV-infected partner. We conclude that, should PrEP prove safe and efficacious in ongoing trials, periconception PrEP may offer a useful approach to minimize risk of HIV transmission for individuals of reproductive age in HIV-endemic countries. "
31,18447615,"Central nervous system (CNS) human immunodeficiency virus type 1 (HIV-1) infection begins during primary viremia and continues throughout the course of untreated systemic infection. Although frequently accompanied by local inflammatory reactions detectable in cerebrospinal fluid (CSF), CNS HIV-1 infection usually is not clinically apparent. In a minority of patients, CNS HIV-1 infection evolves into encephalitis during the late stages of systemic infection, which compromises brain function and presents clinically as acquired immunodeficiency syndrome dementia complex (ADC). Combination antiretroviral therapy (ART) has had a major impact on all aspects of CNS HIV-1 infection and disease. In those with asymptomatic infection, ART usually effectively suppresses HIV-1 in CSF and markedly reduces the incidence of symptomatic ADC. In those presenting with ADC, ART characteristically prevents neurological progression and leads to variable, and at times substantial, recovery. Similarly, treatment has reduced CNS opportunistic infections. With better control of these severe disorders, attention has turned to the possible consequences of chronic silent infection and the issue of whether indolent, low-grade brain injury might require earlier treatment intervention. "
32,32105164,"Pre-exposure prophylaxis (PrEP) may be an effective approach to prevent HIV among people who are currently incarcerated or who have been recently released from incarceration. However, awareness and interest in PrEP are largely unknown in this population. This study assessed 417 incarcerated men's lifetime HIV risk engagement and gauged their interest and willingness to take PrEP. Twenty percent reported ever injecting drugs and 4% ever having sex with a man without a condom; 88% had never heard of PrEP. More White men had heard of PrEP, but higher percentages of men of color were interested in learning more about PrEP and willing to take PrEP to prevent HIV. Future interventions should focus on PrEP education and uptake among individuals who are incarcerated. "
33,18780234,"The success of antiretroviral therapy has reduced the incidence of severe neurological complication resulting from human immunodeficiency virus (HIV) infection. However, increased patient survival has been associated with an increased prevalence of protracted forms of HIV encephalitis leading to moderate cognitive impairment. NeuroAIDS remains a great challenge to patients, their families, and our society. Thus development of preclinical models that will be suitable for testing promising new compounds with neurotrophic and neuroprotective capabilities is of critical importance. The simian immunodeficiency virus (SIV)-infected macaque is the premiere model to study HIV neuropathogenesis. This model was central to the seminal work of Dr. Opendra ""Bill"" Narayan. Similar to patients with HIV encephalitis, in the SIV model there is injury to the synaptodendritic structure of excitatory pyramidal neurons and inhibitory calbindin-immunoreactive interneurons. This article, which is part of a special issue of the Journal of NeuroVirology in honor of Dr. Bill Narayan, discusses the most important neurodegenerative features in preclinical models of neuroAIDS and their potential for treatment development. "
34,33219492,"Individuals with unhealthy alcohol use are at increased risk for HIV acquisition and may benefit from receiving HIV pre-exposure prophylaxis (PrEP) in primary care settings. To date, literature synthesizing what is known about the impact of unhealthy alcohol use on the PrEP care continuum with a focus on considerations for primary care is lacking. We searched OVID Medline and Web of Science from inception through March 19, 2020, to examine the extent, range, and nature of research on PrEP delivery among individuals with unhealthy alcohol use in primary care settings. We identified barriers and opportunities at each step along the PrEP care continuum, including for specific populations: adolescents, people who inject drugs, sex workers, and transgender persons. Future research should focus on identification of candidate patients, opportunities for patient engagement in novel settings, PrEP implementation strategies, and stigma reduction. Indivíduos con dificultades con el uso del alcohol tienen un alto riesgo de contraer VIH y podrían beneficiarse de recibir profilaxis preexposición (PrEP) de VIH en centros de cuidado primario. Hasta este momento, la literatura que sintetiza lo conocido sobre el impacto de las dificultades con el uso del alcohol en el contínuo del cuidado de PrEP, con un enfoque en los centros de cuidado primario, no es suficiente. Buscamos OVID Medline y Web of Science desde sus principios hasta el 19 de marzo, 2020, para examinar el alcance, el rango, y la naturaleza de la investigación sobre el uso de PrEP en los indivíduos con dificultades con el uso del alcohol en centros del cuidado primario. Identificamos las barreras y las oportunidades en cada paso en el contínuo del cuidado de PrEP, incluyendo para grupos específicos: adolescentes, personas que se inyectan drogas, trabajadores sexuales y personas transgéneros. Futuras investigaciones deben enfocarse en la identificación de pacientes apropriados, oportunidades para atraer la atención de los pacientes en sitios inovadores, para implementar PrEP, y para reducir el estigma. "
35,31517525,"Dramatic decreases in HIV transmission are achievable with currently available biomedical and behavioral interventions, including antiretroviral therapy and pre-exposure prophylaxis. However, such decreases have not yet been realized among adolescents and young adults. The Adolescent Medicine Trials Network (ATN) for HIV/AIDS interventions is dedicated to research addressing the needs of youth at high risk for HIV acquisition as well as youth living with HIV. This article provides an overview of an array of efficient and effective designs across the translational spectrum that are utilized within the ATN. These designs maximize methodological rigor and real-world applicability of findings while minimizing resource use. Implementation science and cost-effectiveness methods are included. Utilizing protocol examples, we demonstrate the feasibility of such designs to balance rigor and relevance to shorten the science-to-practice gap and improve the youth HIV prevention and care continua. "
36,28060019,"Pre-exposure prophylaxis (PrEP) is an effective HIV prevention strategy. There is little scientific consensus about how to measure PrEP program implementation progress. We draw on several years of experience in implementing PrEP programs and propose a PrEP continuum of care that includes: (1) identifying individuals at highest risk for contracting HIV, (2) increasing HIV risk awareness among those individuals, (3) enhancing PrEP awareness, (4) facilitating PrEP access, (5) linking to PrEP care, (6) prescribing PrEP, (7) initiating PrEP, (8) adhering to PrEP, and (9) retaining individuals in PrEP care. We also propose four distinct categories of PrEP retention in care that include being: (1) indicated for PrEP and retained in PrEP care, (2) indicated for PrEP and not retained in PrEP care, (3) no longer indicated for PrEP, and (4) lost to follow-up for PrEP care. This continuum of PrEP care creates a framework that researchers and practitioners can use to measure PrEP awareness, uptake, adherence, and retention. Understanding each point along the proposed continuum of PrEP care is critical for developing effective PrEP interventions and for measuring public health progress in PrEP program implementation. "
37,19472057,"This review focuses on the ""real world"" implications of infection with HIV/AIDS from a neuropsychological perspective. Relevant literature is reviewed which examines the relationships between HIV-associated neuropsychological impairment and employment, driving, medication adherence, mood, fatigue, and interpersonal functioning. Specifically, the relative contributions of medical, cognitive, psychosocial, and psychiatric issues on whether someone with HIV/AIDS will be able to return to work, adhere to a complicated medication regimen, or safely drive a vehicle will be discussed. Methodological issues that arise in the context of measuring medication adherence or driving capacity are also explored. Finally, the impact of HIV/AIDS on mood state, fatigue, and interpersonal relationships are addressed, with particular emphasis on how these variables interact with cognition and independent functioning. The purpose of this review is to integrate neuropsychological findings with their real world correlates of functional behavior in the HIV/AIDS population. "
38,34114166,"COVID-19 is a public health crisis that has fundamentally altered health care provision. The purpose of this study was to examine the impact of COVID-19 on pre-exposure prophylaxis (PrEP) care. We reviewed all patient records for those who presented for PrEP care at a PrEP program in Providence, Rhode Island from September 1st, 2019 to May 29th, 2020. The number of PrEP encounters decreased but was not significantly different over time (ps > .05). Patients were still able to access PrEP clinical services during the COVID-19 pandemic. Implementing flexible and timely PrEP delivery approaches in this setting likely minimized the disruption of PrEP care during COVID-19. COVID-19 es una crisis de salud pública que ha alterado fundamentalmente la prestación de servicios de salud. El propósito de este estudio fue examinar el impacto de COVID-19 en los servicios de la profilaxis preexposición (PrEP). Revisamos todos los registros de pacientes que se presentaron para recibir atención de PrEP en un programa de PrEP en Providence, Rhode Island desde el 1 de septiembre de 2019 hasta el 29 de mayo de 2020. El número de encuentros de PrEP disminuyó pero no fue significativamente diferente con el paso del tiempo (ps > .05). Los pacientes aún pudieron acceder a los servicios clínicos de PrEP durante la pandemia de COVID-19. La implementación de enfoques de entrega de PrEP que eran flexibles y oportunos en este entorno probablemente minimizó la interrupción de la atención médica de la PrEP durante COVID-19. "
