PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36900447","Bos indicus Carcasses Suspended by the Pelvic Bone Require a Shorter Aging Time to Meet Consumer Expectations Regarding Meat Quality","Baldassini W, Coutinho M, Rovadoscki G, Menezes B, Tagiariolli M, Torrecilhas J, Leonel J, Pereira G, Curi R, Machado Neto O, Chardulo LA.","Foods. 2023 Feb 22;12(5):930. doi: 10.3390/foods12050930.","Baldassini W","Foods","2023","2023/03/11","PMC10000897","","10.3390/foods12050930"
"29414474","Effects of water and microbial-based aging on the performance of three dental restorative materials","Zhou X, Wang S, Peng X, Hu Y, Ren B, Li M, Hao L, Feng M, Cheng L, Zhou X.","J Mech Behav Biomed Mater. 2018 Apr;80:42-50. doi: 10.1016/j.jmbbm.2018.01.023.","Zhou X","J Mech Behav Biomed Mater","2018","2018/02/08","","","10.1016/j.jmbbm.2018.01.023"
"33833628","Stability Determination of an Extemporaneously Compounded Ambrisentan Suspension by High Performance Liquid Chromatography Analysis","Cramer J, Bevry M, Handler S, Tillman K, Abourashed EA.","J Pediatr Pharmacol Ther. 2021;26(3):265-270. doi: 10.5863/1551-6776-26.3.265. Epub 2021 Mar 31.","Cramer J","J Pediatr Pharmacol Ther","2021","2021/04/09","PMC8021248","","10.5863/1551-6776-26.3.265"
"23995972","Stability of allopurinol suspension compounded from tablets","Alexander KS, Davar N, Parker GA.","Int J Pharm Compd. 1997 Mar-Apr;1(2):128-31.","Alexander KS","Int J Pharm Compd","1997","2013/09/03","","",""
"30094987","Robust, Highly Visible, and Facile Bioconjugation Colloidal Crystal Beads for Bioassay","Liu P, Sheng T, Xie Z, Chen J, Gu Z.","ACS Appl Mater Interfaces. 2018 Sep 5;10(35):29378-29384. doi: 10.1021/acsami.8b11472. Epub 2018 Aug 23.","Liu P","ACS Appl Mater Interfaces","2018","2018/08/11","","","10.1021/acsami.8b11472"
"9530056","Value of echo-enhanced Doppler sonography in evaluation of transjugular intrahepatic portosystemic shunts","Uggowitzer MM, Kugler C, Machan L, Hausegger KA, Groell R, Quehenberger F, Lindbichler F, Schreyer H.","AJR Am J Roentgenol. 1998 Apr;170(4):1041-6. doi: 10.2214/ajr.170.4.9530056.","Uggowitzer MM","AJR Am J Roentgenol","1998","1998/04/08","","","10.2214/ajr.170.4.9530056"
"25784402","Extemporaneous benznidazole oral suspension prepared from commercially available tablets for treatment of Chagas disease in paediatric patients","García MC, Manzo RH, Jimenez-Kairuz AF.","Trop Med Int Health. 2015 Jul;20(7):864-70. doi: 10.1111/tmi.12508. Epub 2015 Apr 6.","García MC","Trop Med Int Health","2015","2015/03/19","","","10.1111/tmi.12508"
"37780324","Comparison of milling methods on the properties of common buckwheat flour and the quality of wantuan, a traditional Chinese buckwheat food","Zhang L, Meng Q, Zhao G, Ye F.","Food Chem X. 2023 Aug 18;19:100845. doi: 10.1016/j.fochx.2023.100845. eCollection 2023 Oct 30.","Zhang L","Food Chem X","2023","2023/10/02","PMC10534221","","10.1016/j.fochx.2023.100845"
"32327778","Rheological, nutritional, functional and sensory properties of millets and sprouted legume based beverages","Agrahar-Murugkar D, Bajpai-Dixit P, Kotwaliwale N.","J Food Sci Technol. 2020 May;57(5):1671-1679. doi: 10.1007/s13197-019-04200-y. Epub 2019 Dec 12.","Agrahar-Murugkar D","J Food Sci Technol","2020","2020/04/25","PMC7171001","","10.1007/s13197-019-04200-y"
"8878244","Properties of azithromycin that enhance the potential for compliance in children with upper respiratory tract infections","Powers JL.","Pediatr Infect Dis J. 1996 Sep;15(9 Suppl):S30-7. doi: 10.1097/00006454-199609009-00006.","Powers JL","Pediatr Infect Dis J","1996","1996/09/01","","","10.1097/00006454-199609009-00006"
"29528125","Development of an orange juice beverage formulated with oat beta-glucan and whey protein isolate","Wan W, Xu B.","J Sci Food Agric. 2018 Sep;98(12):4685-4691. doi: 10.1002/jsfa.9002. Epub 2018 May 7.","Wan W","J Sci Food Agric","2018","2018/03/13","","","10.1002/jsfa.9002"
"34602620","Stability of Extemporaneously Compounded Suspensions of Trimethoprim and Sulfamethoxazole in Amber Plastic Bottles and Amber Plastic Syringes","St-Jean I, Friciu MM, Monfort A, MacMahon J, Forest JM, Walker S, Leclair G.","Can J Hosp Pharm. 2021 Fall;74(4):327-333. doi: 10.4212/cjhp.v74i4.3194.","St-Jean I","Can J Hosp Pharm","2021","2021/10/04","PMC8463027","","10.4212/cjhp.v74i4.3194"
"28703954","Evaluation of selected properties of gluten-free instant gruels processed under various extrusion-cook- ing conditions","Kręcisz M, Wójtowicz A.","Acta Sci Pol Technol Aliment. 2017 Apr-Jun;16(2):135-147. doi: 10.17306/J.AFS.0459.","Kręcisz M","Acta Sci Pol Technol Aliment","2017","2017/07/14","","","10.17306/J.AFS.0459"
"33104070","A Small-Scale Setup for Algal Toxicity Testing of Nanomaterials and Other Difficult Substances","Skjolding LM, Kruse S, Sørensen SN, Hjorth R, Baun A.","J Vis Exp. 2020 Oct 10;(164). doi: 10.3791/61209.","Skjolding LM","J Vis Exp","2020","2020/10/26","","","10.3791/61209"
"29235702","In Vitro Evaluation of Resilient Liner after Brushing with Conventional and Experimental Ricinus communis-Based Dentifrices","Badaró MM, Prates TP, Leite-Fernandes VMF, Oliveira VC, Paranhos HFO, Silva-Lovato CH.","J Prosthodont. 2019 Feb;28(2):e857-e862. doi: 10.1111/jopr.12680. Epub 2017 Dec 13.","Badaró MM","J Prosthodont","2019","2017/12/14","","","10.1111/jopr.12680"
"19206319","TiO2-graphene nanocomposites. UV-assisted photocatalytic reduction of graphene oxide","Williams G, Seger B, Kamat PV.","ACS Nano. 2008 Jul;2(7):1487-91. doi: 10.1021/nn800251f.","Williams G","ACS Nano","2008","2009/02/12","","","10.1021/nn800251f"
"2816959","Stability of extemporaneously compounded spironolactone suspensions","Mathur LK, Wickman A.","Am J Hosp Pharm. 1989 Oct;46(10):2040-2.","Mathur LK","Am J Hosp Pharm","1989","1989/10/01","","",""
"31367461","Bacillus clausii as adjunctive treatment for acute community-acquired diarrhea among Filipino children: a large-scale, multicenter, open-label study (CODDLE)","de Castro JA, Guno MJV, Perez MO.","Trop Dis Travel Med Vaccines. 2019 Jul 23;5:14. doi: 10.1186/s40794-019-0089-5. eCollection 2019.","de Castro JA","Trop Dis Travel Med Vaccines","2019","2019/08/02","PMC6651909","","10.1186/s40794-019-0089-5"
"18330125","Kaolin affects blueberry maggot behavior on fruit","Lemoyne P, Vincent C, Gaul S, MacKenzie K.","J Econ Entomol. 2008 Feb;101(1):118-25. doi: 10.1603/0022-0493(2008)101[118:kabmbo]2.0.co;2.","Lemoyne P","J Econ Entomol","2008","2008/03/12","","","10.1603/0022-0493(2008)101[118:kabmbo]2.0.co;2"
"30708715","First Report of Bacterial Panicle Blight of Rice Caused by Burkholderia glumae in South Africa","Zhou XG.","Plant Dis. 2014 Apr;98(4):566. doi: 10.1094/PDIS-09-13-0913-PDN.","Zhou XG","Plant Dis","2014","2019/02/03","","","10.1094/PDIS-09-13-0913-PDN"
"20686207","[Method for the evaluation of the stability and usability after opening packages of orally disintegrating tablets: case of amlodipine besilate products]","Hori K, Yoshida N, Okumura T, Okamura Y, Kawakami J.","Yakugaku Zasshi. 2010 Aug;130(8):1029-40. doi: 10.1248/yakushi.130.1029.","Hori K","Yakugaku Zasshi","2010","2010/08/06","","","10.1248/yakushi.130.1029"
"21535677","Effect of cassava starch coating on quality and shelf life of fresh-cut pineapple (Ananas comosus L. Merril cv ""Pérola"")","Bierhals VS, Chiumarelli M, Hubinger MD.","J Food Sci. 2011 Jan-Feb;76(1):E62-72. doi: 10.1111/j.1750-3841.2010.01951.x. Epub 2011 Jan 6.","Bierhals VS","J Food Sci","2011","2011/05/04","","","10.1111/j.1750-3841.2010.01951.x"
"23969934","Stability of Metronidazole Benzoate in SyrSpend SF One-Step Suspension System","Vu NT, Aloumanis V, Ben M, Kupiec TC, Patterson EK, Radke J, Erickson Iii MA, Schneider G.","Int J Pharm Compd. 2008 Nov-Dec;12(6):558-64.","Vu NT","Int J Pharm Compd","2008","2013/08/24","","",""
"28068043","APPLICATION OF OAT, WHEAT AND RYE BRAN TO MODIFY NUTRITIONAL PROPERTIES, PHYSICAL AND SENSORY CHARACTERISTICS OF EXTRUDED CORN SNACKS","Makowska A, Polcyn A, Chudy S, Michniewicz J.","Acta Sci Pol Technol Aliment. 2015 Oct-Dec;14(4):375-386. doi: 10.17306/J.AFS.2015.4.37.","Makowska A","Acta Sci Pol Technol Aliment","2015","2017/01/10","","","10.17306/J.AFS.2015.4.37"
"30832119","First Report of a Leaf Blight and Bulb Decay of Onion by Pantoea ananitas in Colorado","Schwartz HF, Otto K.","Plant Dis. 2000 Jul;84(7):808. doi: 10.1094/PDIS.2000.84.7.808A.","Schwartz HF","Plant Dis","2000","2019/03/06","","","10.1094/PDIS.2000.84.7.808A"
"15615613","Restoring the endothelium of cryopreserved arterial grafts: co-culture of venous and arterial endothelial cells","Pascual G, Escudero C, Rodríguez M, Corrales C, Serrano N, Bellón JM, Buján J.","Cryobiology. 2004 Dec;49(3):272-85. doi: 10.1016/j.cryobiol.2004.09.006.","Pascual G","Cryobiology","2004","2004/12/24","","","10.1016/j.cryobiol.2004.09.006"
"23786194","Stability of three commonly compounded extemporaneous enrofloxacin suspensions for oral administration to exotic animals","Petritz OA, Guzman DS, Wiebe VJ, Papich MG.","J Am Vet Med Assoc. 2013 Jul 1;243(1):85-90. doi: 10.2460/javma.243.1.85.","Petritz OA","J Am Vet Med Assoc","2013","2013/06/22","","","10.2460/javma.243.1.85"
"7599025","Lactic acid decontamination of fresh pork carcasses: a pilot plant study","van Netten P, Mossel DA, Huis In 't Veld J.","Int J Food Microbiol. 1995 Mar;25(1):1-9. doi: 10.1016/0168-1605(94)00039-9.","van Netten P","Int J Food Microbiol","1995","1995/03/01","","","10.1016/0168-1605(94)00039-9"
"30280485","The effect of NB-UVB on noncultured melanocyte and keratinocyte transplantation in treatment of generalized vitiligo using two different donor-to-recipient ratios","Tawfik YM, Abd Elazim NE, Abdel-Motaleb AA, Mohammed RAA, Tohamy AMA.","J Cosmet Dermatol. 2019 Apr;18(2):638-646. doi: 10.1111/jocd.12759. Epub 2018 Oct 2.","Tawfik YM","J Cosmet Dermatol","2019","2018/10/04","","","10.1111/jocd.12759"
"19203126","Electron storage in single wall carbon nanotubes. Fermi level equilibration in semiconductor-SWCNT suspensions","Kongkanand A, Kamat PV.","ACS Nano. 2007 Aug;1(1):13-21. doi: 10.1021/nn700036f.","Kongkanand A","ACS Nano","2007","2009/02/11","","","10.1021/nn700036f"
"24464779","Effects of ZnO nanoparticles and microwave heating on the sterilization and product quality of vacuum-packaged Caixin","Liu Q, Zhang M, Fang ZX, Rong XH.","J Sci Food Agric. 2014 Sep;94(12):2547-54. doi: 10.1002/jsfa.6594. Epub 2014 Mar 18.","Liu Q","J Sci Food Agric","2014","2014/01/28","","","10.1002/jsfa.6594"
"38363308","Simple, sensitive, colorimetric detection of pyrophosphate via the analyte-triggered decomposition of metal-organic frameworks regulating their adaptive multi-color Tyndall effect","Huang X, Yan Y, Zhang L, Yuan L, Tang Y, Jiang X, Zhu W, Yuan Y, Nie J, Zhang Y.","Anal Bioanal Chem. 2024 Mar;416(8):1821-1832. doi: 10.1007/s00216-024-05200-4. Epub 2024 Feb 16.","Huang X","Anal Bioanal Chem","2024","2024/02/16","","","10.1007/s00216-024-05200-4"
"20628997","Functional characterization of steam jet-cooked buckwheat flour as a fat replacer in cake-baking","Min B, Lee SM, Yoo SH, Inglett GE, Lee S.","J Sci Food Agric. 2010 Oct;90(13):2208-13. doi: 10.1002/jsfa.4072.","Min B","J Sci Food Agric","2010","2010/07/15","","","10.1002/jsfa.4072"
"2003504","Stability of an extemporaneously compounded terbutaline sulfate oral liquid","Horner RK, Johnson CE.","Am J Hosp Pharm. 1991 Feb;48(2):293-5.","Horner RK","Am J Hosp Pharm","1991","1991/02/01","","",""
"14769428","Linear correlation between inactivation of E. coli and OH radical concentration in TiO2 photocatalytic disinfection","Cho M, Chung H, Choi W, Yoon J.","Water Res. 2004 Feb;38(4):1069-77. doi: 10.1016/j.watres.2003.10.029.","Cho M","Water Res","2004","2004/02/11","","","10.1016/j.watres.2003.10.029"
"22060616","Effect of inoculation of mesophilic lactic acid bacteria on microbial and sensory changes of minced goat meat during storage under vacuum and subsequent aerobic storage","Babji Y, Murthy TR.","Meat Sci. 2000 Feb;54(2):197-202. doi: 10.1016/s0309-1740(99)00101-1.","Babji Y","Meat Sci","2000","2011/11/09","","","10.1016/s0309-1740(99)00101-1"
"10412508","[A supplementary sportmen food formulation and characterization]","Del Castillo VC, Armada M, Gottifredi JC.","Arch Latinoam Nutr. 1999 Mar;49(1):61-6.","Del Castillo VC","Arch Latinoam Nutr","1999","1999/07/21","","",""
"9699421","Extended field trial of deltamethrin WDP for control of malaria at Jagdalpur, Madhya Pradesh, India","Gill KS, Rahman SJ, Panda R, Kumar K, Katyal R.","Indian J Malariol. 1997 Dec;34(4):173-87.","Gill KS","Indian J Malariol","1997","1998/08/12","","",""
"2455755","An enzyme immunoassay for the measurement of HLA-DR antigen expression","Nouri-Aria KT, Williams R, Eddleston AL.","J Immunol Methods. 1988 Jun 28;111(1):83-8. doi: 10.1016/0022-1759(88)90062-2.","Nouri-Aria KT","J Immunol Methods","1988","1988/06/28","","","10.1016/0022-1759(88)90062-2"
