PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37716634","Clinically Significant Outcome Scores in Orthopaedic Sports Medicine Shoulder and Knee Surgery Are Increasing in Prevalence but Often Reported Incorrectly","Son MM, Abbas M, Tatusko M, Winkel T, Barton D, Manoharan A, Feldman MD.","Arthroscopy. 2024 Apr;40(4):1108-1116. doi: 10.1016/j.arthro.2023.08.076. Epub 2023 Sep 15.","Son MM","Arthroscopy","2024","2023/09/16","","","10.1016/j.arthro.2023.08.076"
"37652183","Peek-A-Boo, I See You!","Richards MC, Schreiber J.","J Am Acad Child Adolesc Psychiatry. 2023 Dec;62(12):1376-1377. doi: 10.1016/j.jaac.2023.08.002. Epub 2023 Aug 29.","Richards MC","J Am Acad Child Adolesc Psychiatry","2023","2023/08/31","","","10.1016/j.jaac.2023.08.002"
"7751563","Controversial therapies","Silver LB.","J Child Neurol. 1995 Jan;10 Suppl 1:S96-100. doi: 10.1177/08830738950100S119.","Silver LB","J Child Neurol","1995","1995/01/01","","","10.1177/08830738950100S119"
"15237701","Attilio Maseri","Conti CR.","Clin Cardiol. 2004 Jun;27(6):371-3. doi: 10.1002/clc.4960270617.","Conti CR","Clin Cardiol","2004","2004/07/09","PMC6654358","","10.1002/clc.4960270617"
"26003520","Crosstalk between Nrf2 and Notch signaling","Wakabayashi N, Chartoumpekis DV, Kensler TW.","Free Radic Biol Med. 2015 Nov;88(Pt B):158-167. doi: 10.1016/j.freeradbiomed.2015.05.017. Epub 2015 May 21.","Wakabayashi N","Free Radic Biol Med","2015","2015/05/25","PMC4628857","NIHMS693059","10.1016/j.freeradbiomed.2015.05.017"
"29489123","[Not Available.]","Hofmann E.","Acta Hist Leopoldina. 2016;(65):299-369.","Hofmann E","Acta Hist Leopoldina","2016","2018/03/01","","",""
"28614209","Newly Described Entities in Salivary Gland Pathology","Skálová A, Gnepp DR, Lewis JS Jr, Hunt JL, Bishop JA, Hellquist H, Rinaldo A, Vander Poorten V, Ferlito A.","Am J Surg Pathol. 2017 Aug;41(8):e33-e47. doi: 10.1097/PAS.0000000000000883.","Skálová A","Am J Surg Pathol","2017","2017/06/15","","","10.1097/PAS.0000000000000883"
"35009140","Challenges in Medicinal and Aromatic Plants DNA Barcoding-Lessons from the Lamiaceae","Nazar N, Howard C, Slater A, Sgamma T.","Plants (Basel). 2022 Jan 5;11(1):137. doi: 10.3390/plants11010137.","Nazar N","Plants (Basel)","2022","2022/01/11","PMC8747715","","10.3390/plants11010137"
"8088703","Sexual revolution and counter-revolution","Money J.","Horm Res. 1994;41 Suppl 2:44-8. doi: 10.1159/000183959.","Money J","Horm Res","1994","1994/01/01","","","10.1159/000183959"
"36260524","Intrinsic Molecular Subtypes of Metastatic Castration-Resistant Prostate Cancer","Feng E, Rydzewski NR, Zhang M, Lundberg A, Bootsma M, Helzer KT, Lang JM, Aggarwal R, Small EJ, Quigley DA, Sjöström M, Zhao SG.","Clin Cancer Res. 2022 Dec 15;28(24):5396-5404. doi: 10.1158/1078-0432.CCR-22-2567.","Feng E","Clin Cancer Res","2022","2022/10/19","PMC9890931","NIHMS1845221","10.1158/1078-0432.CCR-22-2567"
"31770546","A perspective on cannabinoids for treating epilepsy: Do they really change the landscape?","Cross JH, Cock H.","Neuropharmacology. 2020 Jun 15;170:107861. doi: 10.1016/j.neuropharm.2019.107861. Epub 2019 Nov 23.","Cross JH","Neuropharmacology","2020","2019/11/27","","","10.1016/j.neuropharm.2019.107861"
"26321527","Mother-Son Communication About Sex and Routine Human Immunodeficiency Virus Testing Among Younger Men of Color Who Have Sex With Men","Bouris A, Hill BJ, Fisher K, Erickson G, Schneider JA.","J Adolesc Health. 2015 Nov;57(5):515-22. doi: 10.1016/j.jadohealth.2015.07.007. Epub 2015 Aug 29.","Bouris A","J Adolesc Health","2015","2015/09/01","PMC4624009","NIHMS710326","10.1016/j.jadohealth.2015.07.007"
"37586583","Left septal fascicular block: Evidence, causes, and diagnostic criteria","Pérez-Riera AR, Barbosa-Barros R, Andreou AY, Fiol-Sala M, Birnbaum Y, da Silva Rocha M, Daminello-Raimundo R, de Abreu LC, Nikus K.","Heart Rhythm. 2023 Nov;20(11):1558-1569. doi: 10.1016/j.hrthm.2023.08.008. Epub 2023 Aug 14.","Pérez-Riera AR","Heart Rhythm","2023","2023/08/16","","","10.1016/j.hrthm.2023.08.008"
"26351179","Experiences with, perceptions of and attitudes towards traditional Korean medicine (TKM) in patients with chronic fatigue: a qualitative, one-on-one, in-depth interview study","Son HM, Park EY, Kim DH, Kim E, Shin MS, Kim TH.","BMJ Open. 2015 Sep 8;5(9):e006178. doi: 10.1136/bmjopen-2014-006178.","Son HM","BMJ Open","2015","2015/09/10","PMC4563217","","10.1136/bmjopen-2014-006178"
"28677933","Infection respiratoire aiguë : faut-il encore aller voir son médecin ?","Staeger P.","Rev Med Suisse. 2016 Sep 14;12(530):1541.","Staeger P","Rev Med Suisse","2016","2017/07/06","","",""
"28937851","HPV vaccine acceptability in high-risk Greek men","Hoefer L, Tsikis S, Bethimoutis G, Nicolaidou E, Paparizos V, Antoniou C, Kanelleas A, Chardalias L, Stavropoulos GE, Schneider J, Charnot-Katsikas A.","Hum Vaccin Immunother. 2018 Jan 2;14(1):134-139. doi: 10.1080/21645515.2017.1379640. Epub 2017 Oct 24.","Hoefer L","Hum Vaccin Immunother","2018","2017/09/23","PMC5791582","","10.1080/21645515.2017.1379640"
"37194035","Horizontal inequity trends of health care utilization in rural China after the medicine and healthcare system reform: based on longitudinal data from 2010 to 2018","Xu J, Tian G, Sun J, Liu J, Chen F, Shi Q, Zhang T, Zhang H, He J, Deng F, Zhang B, Wang H, Wu Q, Kang Z.","Int J Equity Health. 2023 May 17;22(1):90. doi: 10.1186/s12939-023-01908-4.","Xu J","Int J Equity Health","2023","2023/05/16","PMC10188230","","10.1186/s12939-023-01908-4"
"31725997","Reconsideration of the Safety of Laparoscopic Rectal Surgery for Cancer","Son GM, Kye BH, Kim MK, Kim JG.","Ann Coloproctol. 2019 Oct;35(5):229-237. doi: 10.3393/ac.2019.10.16. Epub 2019 Oct 31.","Son GM","Ann Coloproctol","2019","2019/11/15","PMC6863006","","10.3393/ac.2019.10.16"
"38348964","Impressions and Perceptions of a Smartphone and Smartwatch Self-Management Tool for Patients With COPD: A Qualitative Study","Wu R, Calligan M, Son T, Rakhra H, de Lara E, Mariakakis A, Gershon AS.","COPD. 2024 Dec;21(1):2277158. doi: 10.1080/15412555.2023.2277158. Epub 2024 Feb 13.","Wu R","COPD","2024","2024/02/13","","","10.1080/15412555.2023.2277158"
"33498264","Regulation of COX Assembly and Function by Twin CX(9)C Proteins-Implications for Human Disease","Gladyck S, Aras S, Hüttemann M, Grossman LI.","Cells. 2021 Jan 20;10(2):197. doi: 10.3390/cells10020197.","Gladyck S","Cells","2021","2021/01/27","PMC7909247","","10.3390/cells10020197"
"34361987","Prevalence of Chronic Fatigue Syndrome (CFS) in Korea and Japan: A Meta-Analysis","Lim EJ, Son CG.","J Clin Med. 2021 Jul 21;10(15):3204. doi: 10.3390/jcm10153204.","Lim EJ","J Clin Med","2021","2021/08/07","PMC8347596","","10.3390/jcm10153204"
"30260243","Multi-level determinants to HPV vaccination among Hispanic farmworker families in Florida","Vamos CA, Vázquez-Otero C, Kline N, Lockhart EA, Wells KJ, Proctor S, Meade CD, Daley EM.","Ethn Health. 2021 Apr;26(3):319-336. doi: 10.1080/13557858.2018.1514454. Epub 2018 Sep 27.","Vamos CA","Ethn Health","2021","2018/09/28","","","10.1080/13557858.2018.1514454"
"23307037","Inflammation, cytokines and insulin resistance: a clinical perspective","Wieser V, Moschen AR, Tilg H.","Arch Immunol Ther Exp (Warsz). 2013 Apr;61(2):119-25. doi: 10.1007/s00005-012-0210-1. Epub 2013 Jan 10.","Wieser V","Arch Immunol Ther Exp (Warsz)","2013","2013/01/12","","","10.1007/s00005-012-0210-1"
"38233009","Real-world apremilast use in biologic-naïve psoriatic arthritis patients. Data from Spanish clinical practice","Gratacós-Masmitja J, Beltrán Catalán E, Álvarez Vega JL, Urruticoechea-Arana A, Fito C, Maceiras F, Belzunegui Otano JM, Fernández Melón J, Chamizo Carmona E, Abad Hernández MÁ, Ros Vilamajó I, Castro Oreiro S, Pascual Alfonso E, Torre Alonso JC; PREVAIL team.","Reumatol Clin (Engl Ed). 2024 Jan;20(1):24-31. doi: 10.1016/j.reumae.2023.09.004.","Gratacós-Masmitja J","Reumatol Clin (Engl Ed)","2024","2024/01/17","","","10.1016/j.reumae.2023.09.004"
"33223139","Clear cell papillary renal cell carcinoma: an update after 15 years","Williamson SR.","Pathology. 2021 Jan;53(1):109-119. doi: 10.1016/j.pathol.2020.10.002. Epub 2020 Nov 19.","Williamson SR","Pathology","2021","2020/11/23","","","10.1016/j.pathol.2020.10.002"
"30142896","Systemic Activation of Activin A Signaling Causes Chronic Kidney Disease-Mineral Bone Disorder","Sugatani T.","Int J Mol Sci. 2018 Aug 23;19(9):2490. doi: 10.3390/ijms19092490.","Sugatani T","Int J Mol Sci","2018","2018/08/26","PMC6163495","","10.3390/ijms19092490"
"23747644","Senecio scandens Buch.-Ham.: a review on its ethnopharmacology, phytochemistry, pharmacology, and toxicity","Wang D, Huang L, Chen S.","J Ethnopharmacol. 2013 Aug 26;149(1):1-23. doi: 10.1016/j.jep.2013.05.048. Epub 2013 Jun 7.","Wang D","J Ethnopharmacol","2013","2013/06/11","","","10.1016/j.jep.2013.05.048"
"35131196","Ask the parents: Testing the acceptability and usability of a hypospadias decision aid","Binion K, Miller A, Misseri R, Kaefer M, Longtin K, Carroll A, Wiehe SE, Chan KH.","J Pediatr Urol. 2022 Apr;18(2):170.e1-170.e9. doi: 10.1016/j.jpurol.2022.01.004. Epub 2022 Jan 16.","Binion K","J Pediatr Urol","2022","2022/02/08","PMC9167211","NIHMS1772468","10.1016/j.jpurol.2022.01.004"
"26811620","Laparoscopic gastric cancer surgery: Current evidence and future perspectives","Son T, Hyung WJ.","World J Gastroenterol. 2016 Jan 14;22(2):727-35. doi: 10.3748/wjg.v22.i2.727.","Son T","World J Gastroenterol","2016","2016/01/27","PMC4716072","","10.3748/wjg.v22.i2.727"
"37561707","Increasing early infant male circumcision uptake in Zambia: Like father like son","Weiss SM, Rodriguez VJ, Cook RR, Bowa K, Zulu R, Mweemba O, Kamboyi R, Castro J, Dunleavy VO, Alcaide ML, Jones DL.","PLoS One. 2023 Aug 10;18(8):e0289819. doi: 10.1371/journal.pone.0289819. eCollection 2023.","Weiss SM","PLoS One","2023","2023/08/10","PMC10414584","","10.1371/journal.pone.0289819"
"34996644","Effect of the framing of HPV vaccination on parents' willingness to accept an HPV vaccine","Huang Z, Ji M, Ren J, Sun X, Boulton ML, Zikmund-Fisher BJ, Wagner AL.","Vaccine. 2022 Feb 7;40(6):897-903. doi: 10.1016/j.vaccine.2021.12.051. Epub 2022 Jan 4.","Huang Z","Vaccine","2022","2022/01/08","PMC8816874","NIHMS1768913","10.1016/j.vaccine.2021.12.051"
"32384376","Beyond Developmental Supports for a Child Refugee","Moore JA, Scharf RJ, Malik F, Nyp SS.","J Dev Behav Pediatr. 2020 Aug;41(6):496-498. doi: 10.1097/DBP.0000000000000814.","Moore JA","J Dev Behav Pediatr","2020","2020/05/09","","","10.1097/DBP.0000000000000814"
"22215539","Diagnostic challenges of mitochondrial disorders: complexities of two genomes","Graham BH.","Methods Mol Biol. 2012;837:35-46. doi: 10.1007/978-1-61779-504-6_3.","Graham BH","Methods Mol Biol","2012","2012/01/05","","","10.1007/978-1-61779-504-6_3"
"35250855","Case Report: Plasmacytoma of External Urethral Meatus","Su W, Zeng L, Zhao D, Fu Y, Tang J.","Front Endocrinol (Lausanne). 2022 Feb 16;13:783855. doi: 10.3389/fendo.2022.783855. eCollection 2022.","Su W","Front Endocrinol (Lausanne)","2022","2022/03/07","PMC8888426","","10.3389/fendo.2022.783855"
"29411374","A Survey of Neurologists on Postconcussion Syndrome","Evans RW, Ghosh K.","Headache. 2018 Jun;58(6):836-844. doi: 10.1111/head.13272. Epub 2018 Feb 7.","Evans RW","Headache","2018","2018/02/08","","","10.1111/head.13272"
"36040829","Skipping the Line: Inequality in Access to Developmental-Behavioral Care","McCafferty S, Pereira-Smith S, Koshy AJ, Valdez P, Nyp SS.","J Dev Behav Pediatr. 2022 Dec 1;43(9):545-547. doi: 10.1097/DBP.0000000000001127. Epub 2022 Aug 29.","McCafferty S","J Dev Behav Pediatr","2022","2022/08/30","","","10.1097/DBP.0000000000001127"
"25659409","The INTERPRET-DD study of diabetes and depression: a protocol","Lloyd CE, Sartorius N, Cimino LC, Alvarez A, Guinzbourg de Braude M, Rabbani G, Uddin Ahmed H, Papelbaum M, Regina de Freitas S, Ji L, Yu X, Gaebel W, Müssig K, Chaturvedi SK, Srikanta SS, Burti L, Bulgari V, Musau A, Ndetei D, Heinze G, Romo Nava F, Taj R, Khan A, Kokoszka A, Papasz-Siemieniuk A, Starostina EG, Bobrov AE, Lecic-Tosevski D, Lalic NM, Udomratn P, Tangwongchai S, Bahendeka S, Basangwa D, Mankovsky B.","Diabet Med. 2015 Jul;32(7):925-34. doi: 10.1111/dme.12719. Epub 2015 Feb 27.","Lloyd CE","Diabet Med","2015","2015/02/10","","","10.1111/dme.12719"
"31489961","Current surgical management in RET mutation carriers [Aktualne postępowanie chirurgiczne u nosicieli mutacji proto-onkogenu RET]","Czarniecka A, Oczko-Wojciechowska M, Hajduk A, Zeman M, Jarzab B.","Endokrynol Pol. 2019;70(4):367-379. doi: 10.5603/EP.a2019.0021.","Czarniecka A","Endokrynol Pol","2019","2019/09/07","","","10.5603/EP.a2019.0021"
"33607689","Comparative Surface Imaging Study of Multifocal Diffractive Intraocular Lenses","Son HS, Lee JM, Khoramnia R, Choi CY.","Klin Monbl Augenheilkd. 2022 Aug;239(8):982-990. doi: 10.1055/a-1328-2550. Epub 2021 Feb 19.","Son HS","Klin Monbl Augenheilkd","2022","2021/02/19","","","10.1055/a-1328-2550"
"16344594","Oxidative stress and signal transduction pathways in alcoholic liver disease","Zima T, Kalousová M.","Alcohol Clin Exp Res. 2005 Nov;29(11 Suppl):110S-115S. doi: 10.1097/01.alc.0000189288.30358.4b.","Zima T","Alcohol Clin Exp Res","2005","2005/12/14","","","10.1097/01.alc.0000189288.30358.4b"
"25125100","Transoral periosteal thyroidectomy: cadaver to human","Lee HY, You JY, Woo SU, Son GS, Lee JB, Bae JW, Kim HY.","Surg Endosc. 2015 Apr;29(4):898-904. doi: 10.1007/s00464-014-3749-6. Epub 2014 Aug 15.","Lee HY","Surg Endosc","2015","2014/08/16","","","10.1007/s00464-014-3749-6"
"27226390","First-in-class small molecule potentiators of cancer virotherapy","Dornan MH, Krishnan R, Macklin AM, Selman M, El Sayes N, Son HH, Davis C, Chen A, Keillor K, Le PJ, Moi C, Ou P, Pardin C, Canez CR, Le Boeuf F, Bell JC, Smith JC, Diallo JS, Boddy CN.","Sci Rep. 2016 May 26;6:26786. doi: 10.1038/srep26786.","Dornan MH","Sci Rep","2016","2016/05/27","PMC4880900","","10.1038/srep26786"
"35611457","Ultrasound monitoring of microcirculation: An original study from the laboratory bench to the clinic","Aghabaglou F, Ainechi A, Abramson H, Curry E, Kaovasia TP, Kamal S, Acord M, Mahapatra S, Pustavoitau A, Smith B, Azadi J, Son JK, Suk I, Theodore N, Tyler BM, Manbachi A.","Microcirculation. 2022 Oct;29(6-7):e12770. doi: 10.1111/micc.12770. Epub 2022 Jun 29.","Aghabaglou F","Microcirculation","2022","2022/05/25","PMC9786257","","10.1111/micc.12770"
"34168324","Epithelial cell plasticity drives endoderm formation during gastrulation","Scheibner K, Schirge S, Burtscher I, Büttner M, Sterr M, Yang D, Böttcher A, Ansarullah, Irmler M, Beckers J, Cernilogar FM, Schotta G, Theis FJ, Lickert H.","Nat Cell Biol. 2021 Jul;23(7):692-703. doi: 10.1038/s41556-021-00694-x. Epub 2021 Jun 24.","Scheibner K","Nat Cell Biol","2021","2021/06/25","PMC8277579","","10.1038/s41556-021-00694-x"
"32899046","The safety and effectiveness of self-administered coffee enema: A systematic review of case reports","Son H, Song HJ, Seo HJ, Lee H, Choi SM, Lee S.","Medicine (Baltimore). 2020 Sep 4;99(36):e21998. doi: 10.1097/MD.0000000000021998.","Son H","Medicine (Baltimore)","2020","2020/09/09","PMC7478478","","10.1097/MD.0000000000021998"
"26456823","CSNAP Is a Stoichiometric Subunit of the COP9 Signalosome","Rozen S, Füzesi-Levi MG, Ben-Nissan G, Mizrachi L, Gabashvili A, Levin Y, Ben-Dor S, Eisenstein M, Sharon M.","Cell Rep. 2015 Oct 20;13(3):585-598. doi: 10.1016/j.celrep.2015.09.021. Epub 2015 Oct 8.","Rozen S","Cell Rep","2015","2015/10/13","PMC5724754","EMS75026","10.1016/j.celrep.2015.09.021"
"38010105","Cross-cultural adaptation of Nepalese literacy and stigma of suicide scales (LOSS-SF-Nep and SOSS-SF-Nep) among Nepalese medical and nursing students","Gupta AK, Sharma R, Sah RP, Sharma S, Jha A, Chapagai M, Saeed F, Shoib S.","Brain Behav. 2023 Dec;13(12):e3344. doi: 10.1002/brb3.3344. Epub 2023 Nov 27.","Gupta AK","Brain Behav","2023","2023/11/27","PMC10726846","","10.1002/brb3.3344"
"15109566","Prostanoids and prostanoid receptors in signal transduction","Bos CL, Richel DJ, Ritsema T, Peppelenbosch MP, Versteeg HH.","Int J Biochem Cell Biol. 2004 Jul;36(7):1187-205. doi: 10.1016/j.biocel.2003.08.006.","Bos CL","Int J Biochem Cell Biol","2004","2004/04/28","","","10.1016/j.biocel.2003.08.006"
"39034575","Son Preference among Infertile Couples at the Fertility Clinic of Two Tertiary Hospitals in Enugu, Nigeria","Nnagbo JE, Ugwu GO, Eze MI, Agu PU, Nnagbo CL, Ezugworie JO, Dim CC, Ugwu EO, Nwagha IU, Odoh GU.","Ann Afr Med. 2024 Jul 1;23(3):474-481. doi: 10.4103/aam.aam_173_23. Epub 2024 May 1.","Nnagbo JE","Ann Afr Med","2024","2024/07/22","PMC11364343","","10.4103/aam.aam_173_23"
"39410970","Is My Doctor Human? Acceptance of AI among Patients with Breast Cancer","Kenig N, Muntaner Vives A, Monton Echeverria J.","Plast Reconstr Surg Glob Open. 2024 Oct 15;12(10):e6257. doi: 10.1097/GOX.0000000000006257. eCollection 2024 Oct.","Kenig N","Plast Reconstr Surg Glob Open","2024","2024/10/16","PMC11479459","","10.1097/GOX.0000000000006257"
"19638359","Intimate partner violence and barriers to mental health care for ethnically diverse populations of women","Rodríguez M, Valentine JM, Son JB, Muhammad M.","Trauma Violence Abuse. 2009 Oct;10(4):358-74. doi: 10.1177/1524838009339756. Epub 2009 Jul 28.","Rodríguez M","Trauma Violence Abuse","2009","2009/07/30","PMC2761218","NIHMS143722","10.1177/1524838009339756"
"33574471","Double-layered fiber for lightweight flexible clothing providing shielding from low-dose natural radiation","Kim SC, Son JS.","Sci Rep. 2021 Feb 11;11(1):3676. doi: 10.1038/s41598-021-83272-3.","Kim SC","Sci Rep","2021","2021/02/12","PMC7878484","","10.1038/s41598-021-83272-3"
"38773747","Guidelines for Manufacturing and Application of Organoids: Liver","Moon HR, Mun SJ, Kim TH, Kim H, Kang D, Kim S, Shin JH, Choi D, Ahn SJ, Son MJ.","Int J Stem Cells. 2024 May 30;17(2):120-129. doi: 10.15283/ijsc24044. Epub 2024 May 22.","Moon HR","Int J Stem Cells","2024","2024/05/22","PMC11170117","","10.15283/ijsc24044"
"35666655","No add-on effect of tDCS on fatigue and depression in chronic stroke patients: A randomized sham-controlled trial combining tDCS with computerized cognitive training","Ulrichsen KM, Kolskår KK, Richard G, Pedersen ML, Alnaes D, Dørum ES, Sanders AM, Tornås S, Maglanoc LA, Engvig A, Ihle-Hansen H, Nordvik JE, Westlye LT.","Brain Behav. 2022 Jul;12(7):e2643. doi: 10.1002/brb3.2643. Epub 2022 Jun 6.","Ulrichsen KM","Brain Behav","2022","2022/06/06","PMC9304833","","10.1002/brb3.2643"
"28400792","Toll-like receptor 4 as a possible therapeutic target for delayed brain injuries after aneurysmal subarachnoid hemorrhage","Okada T, Suzuki H.","Neural Regen Res. 2017 Feb;12(2):193-196. doi: 10.4103/1673-5374.200795.","Okada T","Neural Regen Res","2017","2017/04/13","PMC5361494","","10.4103/1673-5374.200795"
"26635728","Contribution of GnIH Research to the Progress of Reproductive Neuroendocrinology","Tsutsui K, Ubuka T, Son YL, Bentley GE, Kriegsfeld LJ.","Front Endocrinol (Lausanne). 2015 Nov 23;6:179. doi: 10.3389/fendo.2015.00179. eCollection 2015.","Tsutsui K","Front Endocrinol (Lausanne)","2015","2015/12/05","PMC4655308","","10.3389/fendo.2015.00179"
"35069611","Mahonia vs. Berberis Unloaded: Generic Delimitation and Infrafamilial Classification of Berberidaceae Based on Plastid Phylogenomics","Hsieh CL, Yu CC, Huang YL, Chung KF.","Front Plant Sci. 2022 Jan 6;12:720171. doi: 10.3389/fpls.2021.720171. eCollection 2021.","Hsieh CL","Front Plant Sci","2022","2022/01/24","PMC8770955","","10.3389/fpls.2021.720171"
"25369303","Early hepatocellular carcinoma on the procrustean bed of ablation, resection, and transplantation","Mazzaferro V, Lencioni R, Majno P.","Semin Liver Dis. 2014 Nov;34(4):415-26. doi: 10.1055/s-0034-1394365. Epub 2014 Nov 4.","Mazzaferro V","Semin Liver Dis","2014","2014/11/05","","","10.1055/s-0034-1394365"
"30683321","Biosimilar medicines: impact, opportunities and strategies. Twelve years of experience in Europe","Delgado Sánchez O, Ginard Vicens D, Sampol Mayol A, Terrasa Pons J.","Med Clin (Barc). 2019 May 17;152(10):411-415. doi: 10.1016/j.medcli.2018.11.013. Epub 2019 Jan 22.","Delgado Sánchez O","Med Clin (Barc)","2019","2019/01/27","","","10.1016/j.medcli.2018.11.013"
"21248608","Checklists to reduce diagnostic errors","Ely JW, Graber ML, Croskerry P.","Acad Med. 2011 Mar;86(3):307-13. doi: 10.1097/ACM.0b013e31820824cd.","Ely JW","Acad Med","2011","2011/01/21","","","10.1097/ACM.0b013e31820824cd"
"7639206","Aggressivity among sons of substance-abusing fathers: association with psychiatric disorder in the father and son, paternal personality, pubertal development, and socioeconomic status","Moss HB, Mezzich A, Yao JK, Gavaler J, Martin CS.","Am J Drug Alcohol Abuse. 1995 May;21(2):195-208. doi: 10.3109/00952999509002688.","Moss HB","Am J Drug Alcohol Abuse","1995","1995/05/01","","","10.3109/00952999509002688"
"32209903","Oncologic Outcomes of Nipple-sparing Mastectomy and Immediate Reconstruction After Neoadjuvant Chemotherapy for Breast Cancer","Wu ZY, Kim HJ, Lee JW, Chung IY, Kim JS, Lee SB, Son BH, Eom JS, Kim SB, Gong GY, Kim HH, Ahn SH, Ko B.","Ann Surg. 2021 Dec 1;274(6):e1196-e1201. doi: 10.1097/SLA.0000000000003798.","Wu ZY","Ann Surg","2021","2020/03/27","","","10.1097/SLA.0000000000003798"
"30817225","Congruence of Reproductive Goals and Fertility-Related Attitudes of Adolescent and Young Adult Males and Their Parents After Cancer Treatment","Nahata L, Morgan TL, Ferrante AC, Caltabellotta NM, Yeager ND, Rausch JR, O'Brien SH, Quinn GP, Gerhardt CA.","J Adolesc Young Adult Oncol. 2019 Jun;8(3):335-341. doi: 10.1089/jayao.2018.0134. Epub 2019 Feb 28.","Nahata L","J Adolesc Young Adult Oncol","2019","2019/03/01","","","10.1089/jayao.2018.0134"
