PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35459406","The Effects of Cannabinoids on Sleep","Kolla BP, Hayes L, Cox C, Eatwell L, Deyo-Svendsen M, Mansukhani MP.","J Prim Care Community Health. 2022 Jan-Dec;13:21501319221081277. doi: 10.1177/21501319221081277.","Kolla BP","J Prim Care Community Health","2022","2022/04/23","PMC9036386","","10.1177/21501319221081277"
"36107800","Cannabis dosing and administration for sleep: a systematic review","Velzeboer R, Malas A, Boerkoel P, Cullen K, Hawkins M, Roesler J, Lai WW.","Sleep. 2022 Nov 9;45(11):zsac218. doi: 10.1093/sleep/zsac218.","Velzeboer R","Sleep","2022","2022/09/15","","","10.1093/sleep/zsac218"
"35519083","Cannabis use in patients with insomnia and sleep disorders: Retrospective chart review","Vaillancourt R, Gallagher S, Cameron JD, Dhalla R.","Can Pharm J (Ott). 2022 Apr 15;155(3):175-180. doi: 10.1177/17151635221089617. eCollection 2022 May-Jun.","Vaillancourt R","Can Pharm J (Ott)","2022","2022/05/06","PMC9067069","","10.1177/17151635221089617"
"36641008","Medical Cannabis for Insomnia in a Patient With Advanced Breast Cancer","Jafri S, Hansen E, Fuenmayor R, Case AA.","J Pain Symptom Manage. 2023 May;65(5):e497-e502. doi: 10.1016/j.jpainsymman.2023.01.002. Epub 2023 Jan 11.","Jafri S","J Pain Symptom Manage","2023","2023/01/14","","","10.1016/j.jpainsymman.2023.01.002"
"30907602","Insomnia symptoms, cannabis protective behavioral strategies, and hazardous cannabis use among U.S. college students","Wong MM, Craun EA, Bravo AJ, Pearson MR; Protective Strategies Study Team.","Exp Clin Psychopharmacol. 2019 Aug;27(4):309-317. doi: 10.1037/pha0000273. Epub 2019 Mar 25.","Wong MM","Exp Clin Psychopharmacol","2019","2019/03/26","PMC6764444","NIHMS1048942","10.1037/pha0000273"
"36940598","Cognitive behavioral therapy for insomnia to reduce cannabis use: Results from a pilot randomized controlled trial","Todd Arnedt J, Conroy DA, Stewart H, Yeagley E, Bowyer G, Bohnert KM, Ilgen MA.","Drug Alcohol Depend. 2023 May 1;246:109835. doi: 10.1016/j.drugalcdep.2023.109835. Epub 2023 Mar 11.","Todd Arnedt J","Drug Alcohol Depend","2023","2023/03/20","","","10.1016/j.drugalcdep.2023.109835"
"36809575","Multinational Association of Supportive Care in Cancer (MASCC) guidelines: cannabis for psychological symptoms including insomnia, anxiety, and depression","De Feo G, Case AA, Crawford GB, Hui D, To J, Sbrana A, Alderman B, Mukhopadhyay S, Bouleuc C, Amano K, Tanco K, Garsed J, Davis M.","Support Care Cancer. 2023 Feb 21;31(3):176. doi: 10.1007/s00520-023-07628-3.","De Feo G","Support Care Cancer","2023","2023/02/22","","","10.1007/s00520-023-07628-3"
"37243415","Longitudinal associations between insomnia, cannabis use and stress among US veterans","Davis JP, Prindle J, Saba SK, Castro CA, Hummer J, Canning L, Pedersen ER.","J Sleep Res. 2024 Feb;33(1):e13945. doi: 10.1111/jsr.13945. Epub 2023 May 26.","Davis JP","J Sleep Res","2024","2023/05/27","PMC10676445","NIHMS1901776","10.1111/jsr.13945"
"31770357","Cannabis and cannabinoids","","Med Lett Drugs Ther. 2019 Nov 18;61(1585):179-182.","","Med Lett Drugs Ther","2019","2019/11/27","","",""
"31855253","Onset of regular cannabis use and young adult insomnia: an analysis of shared genetic liability","Winiger EA, Huggett SB, Hatoum AS, Friedman NP, Drake CL, Wright KP, Hewitt JK.","Sleep. 2020 May 12;43(5):zsz293. doi: 10.1093/sleep/zsz293.","Winiger EA","Sleep","2020","2019/12/20","PMC7368342","","10.1093/sleep/zsz293"
"32430450","Cannabidiol (CBD) and Δ(9)-tetrahydrocannabinol (THC) for chronic insomnia disorder ('CANSLEEP' trial): protocol for a randomised, placebo-controlled, double-blinded, proof-of-concept trial","Suraev A, Grunstein RR, Marshall NS, D'Rozario AL, Gordon CJ, Bartlett DJ, Wong K, Yee BJ, Vandrey R, Irwin C, Arnold JC, McGregor IS, Hoyos CM.","BMJ Open. 2020 May 18;10(5):e034421. doi: 10.1136/bmjopen-2019-034421.","Suraev A","BMJ Open","2020","2020/05/21","PMC7239553","","10.1136/bmjopen-2019-034421"
"32652488","Medicinal applications of cannabis/cannabinoids","Braithwaite I, Bhagavan C, Doppen M, Kung S, Oldfield K, Newton-Howes G.","Curr Opin Psychol. 2021 Apr;38:1-10. doi: 10.1016/j.copsyc.2020.06.002. Epub 2020 Jun 20.","Braithwaite I","Curr Opin Psychol","2021","2020/07/12","","","10.1016/j.copsyc.2020.06.002"
"36707893","Cannabis-opioid interaction in the treatment of fibromyalgia pain: an open-label, proof of concept study with randomization between treatment groups: cannabis, oxycodone or cannabis/oxycodone combination-the SPIRAL study","van Dam CJ, van Velzen M, Kramers C, Schellekens A, Olofsen E, Niesters M, Dahan A.","Trials. 2023 Jan 27;24(1):64. doi: 10.1186/s13063-023-07078-6.","van Dam CJ","Trials","2023","2023/01/28","PMC9880924","","10.1186/s13063-023-07078-6"
"33580483","Effects of Cannabinoids on Sleep and their Therapeutic Potential for Sleep Disorders","Kaul M, Zee PC, Sahni AS.","Neurotherapeutics. 2021 Jan;18(1):217-227. doi: 10.1007/s13311-021-01013-w. Epub 2021 Feb 12.","Kaul M","Neurotherapeutics","2021","2021/02/13","PMC8116407","","10.1007/s13311-021-01013-w"
"38174873","Cannabidiol for moderate-severe insomnia: a randomized controlled pilot trial of 150 mg of nightly dosing","Narayan AJ, Downey LA, Rose S, Di Natale L, Hayley AC.","J Clin Sleep Med. 2024 May 1;20(5):753-763. doi: 10.5664/jcsm.10998.","Narayan AJ","J Clin Sleep Med","2024","2024/01/04","PMC11063694","","10.5664/jcsm.10998"
"37612115","Cannabinol (CBN; 30 and 300 mg) effects on sleep and next-day function in insomnia disorder ('CUPID' study): protocol for a randomised, double-blind, placebo-controlled, cross-over, three-arm, proof-of-concept trial","Lavender I, McCartney D, Marshall N, Suraev A, Irwin C, D'Rozario AL, Gordon CJ, Saini B, Grunstein RR, Yee B, McGregor I, Hoyos CM.","BMJ Open. 2023 Aug 23;13(8):e071148. doi: 10.1136/bmjopen-2022-071148.","Lavender I","BMJ Open","2023","2023/08/23","PMC10450062","","10.1136/bmjopen-2022-071148"
"35302633","Effect of Medical Marijuana Card Ownership on Pain, Insomnia, and Affective Disorder Symptoms in Adults: A Randomized Clinical Trial","Gilman JM, Schuster RM, Potter KW, Schmitt W, Wheeler G, Pachas GN, Hickey S, Cooke ME, Dechert A, Plummer R, Tervo-Clemmens B, Schoenfeld DA, Evins AE.","JAMA Netw Open. 2022 Mar 1;5(3):e222106. doi: 10.1001/jamanetworkopen.2022.2106.","Gilman JM","JAMA Netw Open","2022","2022/03/18","PMC8933735","","10.1001/jamanetworkopen.2022.2106"
"33526132","The therapeutic role of Cannabidiol in mental health: a systematic review","Khan R, Naveed S, Mian N, Fida A, Raafey MA, Aedma KK.","J Cannabis Res. 2020 Jan 2;2(1):2. doi: 10.1186/s42238-019-0012-y.","Khan R","J Cannabis Res","2020","2021/02/02","PMC7819291","","10.1186/s42238-019-0012-y"
"38574213","Chronic Low Back Pain in Adults: Evaluation and Management","Maharty DC, Hines SC, Brown RB.","Am Fam Physician. 2024 Mar;109(3):233-244.","Maharty DC","Am Fam Physician","2024","2024/04/04","","",""
"16335690","Insomnia","Tjepkema M.","Health Rep. 2005 Nov;17(1):9-25.","Tjepkema M","Health Rep","2005","2005/12/13","","",""
"36244318","Assessing cognitive behavioral therapy for insomnia in individuals with cannabis use disorder utilizing actigraphy and serum biomarkers: A pilot study","Geagea L, Ghanimé PM, El Hayek S, Kobeissy F, Tamim H, Elbejjani M, Talih F.","Sleep Med. 2022 Dec;100:434-441. doi: 10.1016/j.sleep.2022.09.017. Epub 2022 Oct 3.","Geagea L","Sleep Med","2022","2022/10/16","","","10.1016/j.sleep.2022.09.017"
"33537943","Effects of Cannabis Consumption on Sleep","Mondino A, Cavelli M, González J, Murillo-Rodriguez E, Torterolo P, Falconi A.","Adv Exp Med Biol. 2021;1297:147-162. doi: 10.1007/978-3-030-61663-2_11.","Mondino A","Adv Exp Med Biol","2021","2021/02/04","","","10.1007/978-3-030-61663-2_11"
"31319769","Cannabis Expectancies for Sleep","Altman BR, Mian MN, Slavin M, Earleywine M.","J Psychoactive Drugs. 2019 Nov-Dec;51(5):405-412. doi: 10.1080/02791072.2019.1643053. Epub 2019 Jul 18.","Altman BR","J Psychoactive Drugs","2019","2019/07/20","PMC10446891","NIHMS1923499","10.1080/02791072.2019.1643053"
"34952255","A scoping review of the use of cannabidiol in psychiatric disorders","Kirkland AE, Fadus MC, Gruber SA, Gray KM, Wilens TE, Squeglia LM.","Psychiatry Res. 2022 Feb;308:114347. doi: 10.1016/j.psychres.2021.114347. Epub 2021 Dec 20.","Kirkland AE","Psychiatry Res","2022","2021/12/24","PMC8799523","NIHMS1766455","10.1016/j.psychres.2021.114347"
"31161270","Should Oncologists Recommend Cannabis?","Abrams DI.","Curr Treat Options Oncol. 2019 Jun 3;20(7):59. doi: 10.1007/s11864-019-0659-9.","Abrams DI","Curr Treat Options Oncol","2019","2019/06/05","","","10.1007/s11864-019-0659-9"
"31959585","Medical cannabis and insomnia in older adults with chronic pain: a cross-sectional study","Sznitman SR, Vulfsons S, Meiri D, Weinstein G.","BMJ Support Palliat Care. 2020 Dec;10(4):415-420. doi: 10.1136/bmjspcare-2019-001938. Epub 2020 Jan 20.","Sznitman SR","BMJ Support Palliat Care","2020","2020/01/22","","","10.1136/bmjspcare-2019-001938"
"31779999","Using recreational cannabis to treat insomnia: Evidence from over-the-counter sleep aid sales in Colorado","Doremus JM, Stith SS, Vigil JM.","Complement Ther Med. 2019 Dec;47:102207. doi: 10.1016/j.ctim.2019.102207. Epub 2019 Oct 12.","Doremus JM","Complement Ther Med","2019","2019/11/30","","","10.1016/j.ctim.2019.102207"
"30625122","Drugs for chronic insomnia","","Med Lett Drugs Ther. 2018 Dec 17;60(1562):201-205.","","Med Lett Drugs Ther","2018","2019/01/10","","",""
"30624194","Cannabidiol in Anxiety and Sleep: A Large Case Series","Shannon S, Lewis N, Lee H, Hughes S.","Perm J. 2019;23:18-041. doi: 10.7812/TPP/18-041.","Shannon S","Perm J","2019","2019/01/10","PMC6326553","","10.7812/TPP/18-041"
"34148759","A pilot randomized clinical trial of Brief Behavioral Treatment for Insomnia to reduce problematic cannabis use among trauma-exposed young adults","Short NA, Zvolensky MJ, Schmidt NB.","J Subst Abuse Treat. 2021 Dec;131:108537. doi: 10.1016/j.jsat.2021.108537. Epub 2021 Jun 16.","Short NA","J Subst Abuse Treat","2021","2021/06/21","PMC8664982","NIHMS1715738","10.1016/j.jsat.2021.108537"
"33215831","Cannabis: are there any benefits?","Vickery AW, Finch PM.","Intern Med J. 2020 Nov;50(11):1326-1332. doi: 10.1111/imj.15052.","Vickery AW","Intern Med J","2020","2020/11/20","","","10.1111/imj.15052"
"34850899","Cannabis and the Cancer Patient","Braun IM, Abrams DI, Blansky SE, Pergam SA.","J Natl Cancer Inst Monogr. 2021 Nov 28;2021(58):68-77. doi: 10.1093/jncimonographs/lgab012.","Braun IM","J Natl Cancer Inst Monogr","2021","2021/12/01","","","10.1093/jncimonographs/lgab012"
"28490916","The cannabis withdrawal syndrome: current insights","Bonnet U, Preuss UW.","Subst Abuse Rehabil. 2017 Apr 27;8:9-37. doi: 10.2147/SAR.S109576. eCollection 2017.","Bonnet U","Subst Abuse Rehabil","2017","2017/05/12","PMC5414724","","10.2147/SAR.S109576"
"38758300","Evaluating possible 'next day' impairment in insomnia patients administered an oral medicinal cannabis product by night: a pilot randomized controlled trial","Suraev A, McCartney D, Marshall NS, Irwin C, Vandrey R, Grunstein RR, D'Rozario AL, Gordon C, Bartlett D, Hoyos CM, McGregor IS.","Psychopharmacology (Berl). 2024 Sep;241(9):1815-1825. doi: 10.1007/s00213-024-06595-9. Epub 2024 May 17.","Suraev A","Psychopharmacology (Berl)","2024","2024/05/17","PMC11339085","","10.1007/s00213-024-06595-9"
"36259271","The safety and efficacy of low oral doses of cannabidiol: An evaluation of the evidence","Arnold JC, McCartney D, Suraev A, McGregor IS.","Clin Transl Sci. 2023 Jan;16(1):10-30. doi: 10.1111/cts.13425. Epub 2022 Oct 19.","Arnold JC","Clin Transl Sci","2023","2022/10/19","PMC9841308","","10.1111/cts.13425"
"33759668","The impact of cannabis use on vasomotor symptoms, mood, insomnia and sexuality in perimenopausal and postmenopausal women: a systematic review","Mejia-Gomez J, Phung N, Philippopoulos E, Murphy KE, Wolfman W.","Climacteric. 2021 Dec;24(6):572-576. doi: 10.1080/13697137.2021.1898581. Epub 2021 Mar 24.","Mejia-Gomez J","Climacteric","2021","2021/03/24","","","10.1080/13697137.2021.1898581"
"36162349","An evidence-based approach to psychopharmacology for posttraumatic stress disorder (PTSD) - 2022 update","Bajor LA, Balsara C, Osser DN.","Psychiatry Res. 2022 Nov;317:114840. doi: 10.1016/j.psychres.2022.114840. Epub 2022 Sep 9.","Bajor LA","Psychiatry Res","2022","2022/09/26","","","10.1016/j.psychres.2022.114840"
"35147654","Insomnia treatment: a new multitasking natural compound based on melatonin and cannabis extracts","Palmieri G, Vadalà M, Corazzari V, Palmieri B.","Clin Ter. 2022 Feb 7;173(1):91-96. doi: 10.7417/CT.2022.2399.","Palmieri G","Clin Ter","2022","2022/02/11","","","10.7417/CT.2022.2399"
"35611178","Is There a Place for Medicinal Cannabis in Treating Patients with Sleep Disorders? What We Know so Far","Maddison KJ, Kosky C, Walsh JH.","Nat Sci Sleep. 2022 May 18;14:957-968. doi: 10.2147/NSS.S340949. eCollection 2022.","Maddison KJ","Nat Sci Sleep","2022","2022/05/25","PMC9124464","","10.2147/NSS.S340949"
"35458223","Caffeine Intake among Undergraduate Students: Sex Differences, Sources, Motivations, and Associations with Smoking Status and Self-Reported Sleep Quality","Riera-Sampol A, Rodas L, Martínez S, Moir HJ, Tauler P.","Nutrients. 2022 Apr 16;14(8):1661. doi: 10.3390/nu14081661.","Riera-Sampol A","Nutrients","2022","2022/04/23","PMC9029267","","10.3390/nu14081661"
"38569809","A Cross-Sectional Survey Study of Cannabis Use for Fibromyalgia Symptom Management","Singla A, Anstine CV, Huang L, Rosedahl JK, Mohabbat AB, Philpot LM.","Mayo Clin Proc. 2024 Apr;99(4):542-550. doi: 10.1016/j.mayocp.2023.12.018.","Singla A","Mayo Clin Proc","2024","2024/04/03","","","10.1016/j.mayocp.2023.12.018"
"33537944","Addiction and Sleep Disorders","Ek J, Jacobs W, Kaylor B, McCall WV.","Adv Exp Med Biol. 2021;1297:163-171. doi: 10.1007/978-3-030-61663-2_12.","Ek J","Adv Exp Med Biol","2021","2021/02/04","","","10.1007/978-3-030-61663-2_12"
"32314110","Evaluation and management of insomnia in women with breast cancer","Kwak A, Jacobs J, Haggett D, Jimenez R, Peppercorn J.","Breast Cancer Res Treat. 2020 Jun;181(2):269-277. doi: 10.1007/s10549-020-05635-0. Epub 2020 Apr 20.","Kwak A","Breast Cancer Res Treat","2020","2020/04/22","","","10.1007/s10549-020-05635-0"
"36467783","Perspectives on Challenges in Cannabis Drug Delivery Systems: Where Are We?","Palrasu M, Wright L, Patel M, Leech L, Branch S, Harrelson S, Khan S.","Med Cannabis Cannabinoids. 2022 Jul 25;5(1):102-119. doi: 10.1159/000525629. eCollection 2022 Jan-Dec.","Palrasu M","Med Cannabis Cannabinoids","2022","2022/12/05","PMC9710325","","10.1159/000525629"
"25893849","Cannabis withdrawal and sleep: A systematic review of human studies","Gates P, Albertella L, Copeland J.","Subst Abus. 2016;37(1):255-69. doi: 10.1080/08897077.2015.1023484. Epub 2015 Apr 20.","Gates P","Subst Abus","2016","2015/04/21","","","10.1080/08897077.2015.1023484"
"37068366","Cannabis use for medical symptoms: Patterns over the first year of use","Gilman JM, Potter K, Schuster RM, Hoeppner BB, Evins AE.","Addict Behav. 2023 Sep;144:107719. doi: 10.1016/j.addbeh.2023.107719. Epub 2023 Apr 13.","Gilman JM","Addict Behav","2023","2023/04/17","PMC10330117","NIHMS1892683","10.1016/j.addbeh.2023.107719"
"38337193","UK Medical Cannabis Registry: Assessment of clinical outcomes in patients with insomnia","Vivek K, Karagozlu Z, Erridge S, Holvey C, Coomber R, Rucker JJ, Weatherall MW, Sodergren MH.","Brain Behav. 2024 Feb;14(2):e3410. doi: 10.1002/brb3.3410.","Vivek K","Brain Behav","2024","2024/02/10","PMC10858318","","10.1002/brb3.3410"
"30139415","A Brief Background on Cannabis: From Plant to Medical Indications","Klumpers LE, Thacker DL.","J AOAC Int. 2019 Mar 1;102(2):412-420. doi: 10.5740/jaoacint.18-0208. Epub 2018 Aug 23.","Klumpers LE","J AOAC Int","2019","2018/08/25","","","10.5740/jaoacint.18-0208"
"32603954","Cannabinoid therapies in the management of sleep disorders: A systematic review of preclinical and clinical studies","Suraev AS, Marshall NS, Vandrey R, McCartney D, Benson MJ, McGregor IS, Grunstein RR, Hoyos CM.","Sleep Med Rev. 2020 Oct;53:101339. doi: 10.1016/j.smrv.2020.101339. Epub 2020 May 16.","Suraev AS","Sleep Med Rev","2020","2020/07/01","","","10.1016/j.smrv.2020.101339"
"33263719","Perioperative Cannabis as a Potential Solution for Reducing Opioid and Benzodiazepine Dependence","Stewart C, Fong Y.","JAMA Surg. 2021 Feb 1;156(2):181-190. doi: 10.1001/jamasurg.2020.5545.","Stewart C","JAMA Surg","2021","2020/12/02","","","10.1001/jamasurg.2020.5545"
"33526110","Medical cannabis use in the United States: a retrospective database study","Mahabir VK, Merchant JJ, Smith C, Garibaldi A.","J Cannabis Res. 2020 Sep 29;2(1):32. doi: 10.1186/s42238-020-00038-w.","Mahabir VK","J Cannabis Res","2020","2021/02/02","PMC7819290","","10.1186/s42238-020-00038-w"
"34704957","The Use of Cannabinoids for Insomnia in Daily Life: Naturalistic Study","Kuhathasan N, Minuzzi L, MacKillop J, Frey BN.","J Med Internet Res. 2021 Oct 27;23(10):e25730. doi: 10.2196/25730.","Kuhathasan N","J Med Internet Res","2021","2021/10/27","PMC8581757","","10.2196/25730"
"31895189","Therapeutic Uses of Cannabis on Sleep Disorders and Related Conditions","Choi S, Huang BC, Gamaldo CE.","J Clin Neurophysiol. 2020 Jan;37(1):39-49. doi: 10.1097/WNP.0000000000000617.","Choi S","J Clin Neurophysiol","2020","2020/01/03","","","10.1097/WNP.0000000000000617"
"28457056","Cannabis Use in Palliative Oncology: A Review of the Evidence for Popular Indications","Turgeman I, Bar-Sela G.","Isr Med Assoc J. 2017 Feb;19(2):85-88.","Turgeman I","Isr Med Assoc J","2017","2017/05/01","","",""
"37273764","Cannabis use in gynecologic cancer patients in a Canadian cancer center","Black KA, Bowden S, Thompson M, Ghatage P.","Gynecol Oncol Rep. 2023 May 25;47:101210. doi: 10.1016/j.gore.2023.101210. eCollection 2023 Jun.","Black KA","Gynecol Oncol Rep","2023","2023/06/05","PMC10236193","","10.1016/j.gore.2023.101210"
"35047242","Medical cannabis use in Thailand after its legalization: a respondent-driven sample survey","Assanangkornchai S, Thaikla K, Talek M, Saingam D.","PeerJ. 2022 Jan 11;10:e12809. doi: 10.7717/peerj.12809. eCollection 2022.","Assanangkornchai S","PeerJ","2022","2022/01/20","PMC8759353","","10.7717/peerj.12809"
"32634714","Causal relationships between substance use and insomnia","Pasman JA, Smit DJA, Kingma L, Vink JM, Treur JL, Verweij KJH.","Drug Alcohol Depend. 2020 Sep 1;214:108151. doi: 10.1016/j.drugalcdep.2020.108151. Epub 2020 Jul 2.","Pasman JA","Drug Alcohol Depend","2020","2020/07/08","","","10.1016/j.drugalcdep.2020.108151"
"30113101","What do we know about the pharmacotheraputic management of insomnia in cannabis withdrawal: A systematic review","Zhand N, Milin R.","Am J Addict. 2018 Sep;27(6):453-464. doi: 10.1111/ajad.12783. Epub 2018 Aug 16.","Zhand N","Am J Addict","2018","2018/08/17","","","10.1111/ajad.12783"
"35354186","Possible Consequences of Cannabis Legalization - What Do Research Show?","Žigić N, Hasanović M, Pajević I, Jakovljević M.","Psychiatr Danub. 2021 Spring-Summer;33(Suppl 4):1184-1195.","Žigić N","Psychiatr Danub","2021","2022/03/30","","",""
"33439370","Medical Cannabis in Oncology: a Valuable Unappreciated Remedy or an Undesirable Risk?","Abu-Amna M, Salti T, Khoury M, Cohen I, Bar-Sela G.","Curr Treat Options Oncol. 2021 Jan 13;22(2):16. doi: 10.1007/s11864-020-00811-2.","Abu-Amna M","Curr Treat Options Oncol","2021","2021/01/13","","","10.1007/s11864-020-00811-2"
"27022315","Integrating cannabis into clinical cancer care","Abrams DI.","Curr Oncol. 2016 Mar;23(2):S8-S14. doi: 10.3747/co.23.3099. Epub 2016 Mar 16.","Abrams DI","Curr Oncol","2016","2016/03/30","PMC4791148","","10.3747/co.23.3099"
"29419734","Exploring Interventions for Sleep Disorders in Adolescent Cannabis Users","Furer T, Nayak K, Shatkin JP.","Med Sci (Basel). 2018 Feb 8;6(1):11. doi: 10.3390/medsci6010011.","Furer T","Med Sci (Basel)","2018","2018/02/09","PMC5872168","","10.3390/medsci6010011"
"29997343","Effectiveness of Raw, Natural Medical Cannabis Flower for Treating Insomnia under Naturalistic Conditions","Vigil JM, Stith SS, Diviant JP, Brockelman F, Keeling K, Hall B.","Medicines (Basel). 2018 Jul 11;5(3):75. doi: 10.3390/medicines5030075.","Vigil JM","Medicines (Basel)","2018","2018/07/13","PMC6164964","","10.3390/medicines5030075"
"38612615","Possible Role of Cannabis in the Management of Neuroinflammation in Patients with Post-COVID Condition","Cárdenas-Rodríguez N, Ignacio-Mejía I, Correa-Basurto J, Carrasco-Vargas H, Vargas-Hernández MA, Albores-Méndez EM, Mayen-Quinto RD, De La Paz-Valente R, Bandala C.","Int J Mol Sci. 2024 Mar 29;25(7):3805. doi: 10.3390/ijms25073805.","Cárdenas-Rodríguez N","Int J Mol Sci","2024","2024/04/13","PMC11012123","","10.3390/ijms25073805"
"36460181","Cannabis Use in Patients Seen in an Academic Radiation Oncology Department","Cousins MM, Mayo C, Devasia T, Dykstra M, Regan S, Miller S, Allen SG, Bryant AK, Morales-Rivera K, Herr DJ, Edwards DM, Takayesu J, Birer S, Egerer N, Evans J, Elliott D, Henderson C, Laucis AM, McFarlane M, Dragovic AF, Shah J, Hayman JA, Coughlin LN, Ilgen M, Jagsi R.","Pract Radiat Oncol. 2023 Mar-Apr;13(2):112-121. doi: 10.1016/j.prro.2022.11.002. Epub 2022 Nov 30.","Cousins MM","Pract Radiat Oncol","2023","2022/12/02","PMC9996408","NIHMS1866122","10.1016/j.prro.2022.11.002"
"30828459","A Review of Cannabis in Chronic Kidney Disease Symptom Management","Ho C, Martinusen D, Lo C.","Can J Kidney Health Dis. 2019 Feb 22;6:2054358119828391. doi: 10.1177/2054358119828391. eCollection 2019.","Ho C","Can J Kidney Health Dis","2019","2019/03/05","PMC6388458","","10.1177/2054358119828391"
"34225825","Medicinal cannabis: knowledge, beliefs, and attitudes of Colombian psychiatrists","Orjuela-Rojas JM, García Orjuela X, Ocampo Serna S.","J Cannabis Res. 2021 Jul 5;3(1):26. doi: 10.1186/s42238-021-00083-z.","Orjuela-Rojas JM","J Cannabis Res","2021","2021/07/06","PMC8259442","","10.1186/s42238-021-00083-z"
"35162872","Predicting Self-Medication with Cannabis in Young Adults with Hazardous Cannabis Use","Wallis D, Coatsworth JD, Mennis J, Riggs NR, Zaharakis N, Russell MA, Brown AR, Rayburn S, Radford A, Hale C, Mason MJ.","Int J Environ Res Public Health. 2022 Feb 7;19(3):1850. doi: 10.3390/ijerph19031850.","Wallis D","Int J Environ Res Public Health","2022","2022/02/15","PMC8834899","","10.3390/ijerph19031850"
"23040955","[Cannabis: Use and dependence]","Dervaux A, Laqueille X.","Presse Med. 2012 Dec;41(12 Pt 1):1233-40. doi: 10.1016/j.lpm.2012.07.016. Epub 2012 Oct 5.","Dervaux A","Presse Med","2012","2012/10/09","","","10.1016/j.lpm.2012.07.016"
