PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36136756","Differentiating functional human islet-like aggregates from pluripotent stem cells","Barsby T, Ibrahim H, Lithovius V, Montaser H, Balboa D, Vähäkangas E, Chandra V, Saarimäki-Vire J, Otonkoski T.","STAR Protoc. 2022 Dec 16;3(4):101711. doi: 10.1016/j.xpro.2022.101711. Epub 2022 Sep 21.","Barsby T","STAR Protoc","2022","2022/09/22","PMC9508476","","10.1016/j.xpro.2022.101711"
"23610969","Stability of extemporaneous pediatric oral liquids compounded from tablets and drug substance: case of propranolol and theophylline","Muśko M, Sznitowska M.","Acta Pol Pharm. 2013 Jan-Feb;70(1):137-45.","Muśko M","Acta Pol Pharm","2013","2013/04/25","","",""
"28987500","Evaluating Suspension Formulations of Theophylline Cocrystals With Artificial Sweeteners","Aitipamula S, Wong ABH, Kanaujia P.","J Pharm Sci. 2018 Feb;107(2):604-611. doi: 10.1016/j.xphs.2017.09.013. Epub 2017 Oct 5.","Aitipamula S","J Pharm Sci","2018","2017/10/09","","","10.1016/j.xphs.2017.09.013"
"36986818","Pharmaceutical Oral Formulation of Methionine as a Pediatric Treatment in Inherited Metabolic Disease","Querin B, Schweitzer-Chaput A, Cisternino S, Auvity S, Fauqueur AS, Negbane A, Hadchouel A, Schlatter J, Cotteret C.","Pharmaceutics. 2023 Mar 16;15(3):957. doi: 10.3390/pharmaceutics15030957.","Querin B","Pharmaceutics","2023","2023/03/29","PMC10056843","","10.3390/pharmaceutics15030957"
"32619118","Formulation development of paracetamol instant jelly for pediatric use","Almurisi SH, Doolaanea AA, Akkawi ME, Chatterjee B, Ahmed Saeed Aljapairai K, Islam Sarker MZ.","Drug Dev Ind Pharm. 2020 Aug;46(8):1373-1383. doi: 10.1080/03639045.2020.1791165. Epub 2020 Jul 10.","Almurisi SH","Drug Dev Ind Pharm","2020","2020/07/04","","","10.1080/03639045.2020.1791165"
"33418165","Topiramate rectal suspensions in pediatric patients","Vuong MT, McBride A, Mishal N, Philipson G.","Seizure. 2021 Feb;85:45-47. doi: 10.1016/j.seizure.2020.12.022. Epub 2021 Jan 2.","Vuong MT","Seizure","2021","2021/01/08","","","10.1016/j.seizure.2020.12.022"
"17039647","Taste comparison of corticosteroid suspensions","Regan TD, Lewis D, Norton SA.","J Drugs Dermatol. 2006 Oct;5(9):835-7.","Regan TD","J Drugs Dermatol","2006","2006/10/17","","",""
"33611378","Stability of 10-mg/mL and 50-mg/mL ketamine oral solutions","Ancedy D, Sebti M, Postaire M, Vidal F, Cisternino S, Schlatter J.","Am J Health Syst Pharm. 2021 Apr 22;78(9):825-831. doi: 10.1093/ajhp/zxab066.","Ancedy D","Am J Health Syst Pharm","2021","2021/02/21","","","10.1093/ajhp/zxab066"
"38044109","[Development and Assessment of a New Oral Selenium Fast-disintegrating Tablets]","Akagaki K, Kadota A, Ishida T, Sagawa T, Kagaya Y, Kawada K, Tamura N, Shiraishi H, Jobu K, Yoshioka S, Yamamoto M, Fujieda M, Miyamura M.","Yakugaku Zasshi. 2023;143(12):1039-1046. doi: 10.1248/yakushi.23-00101.","Akagaki K","Yakugaku Zasshi","2023","2023/12/03","","","10.1248/yakushi.23-00101"
"26200148","Does the presence of sucrose in pediatric antibiotics influence the enamel mineral loss and the Streptococcus mutans counts in dental biofilm?","Soares DN, Antonio AG, Iorio NL, Pierro VS, dos Santos KR, Maia LC.","Braz Dent J. 2015 May-Jun;26(3):249-57. doi: 10.1590/0103-6440201302353.","Soares DN","Braz Dent J","2015","2015/07/23","","","10.1590/0103-6440201302353"
"10698536","Determination of indinavir, potassium sorbate, methylparaben, and propylparaben in aqueous pediatric suspensions","Kreuz DM, Howard AL, Ip D.","J Pharm Biomed Anal. 1999 Apr;19(5):725-35. doi: 10.1016/s0731-7085(98)00297-0.","Kreuz DM","J Pharm Biomed Anal","1999","2000/03/04","","","10.1016/s0731-7085(98)00297-0"
"14725575","Review article: epidemiology and management of gastro-oesophageal reflux in children","Gold BD.","Aliment Pharmacol Ther. 2004 Feb;19 Suppl 1:22-7. doi: 10.1111/j.0953-0673.2004.01832.x.","Gold BD","Aliment Pharmacol Ther","2004","2004/01/17","","","10.1111/j.0953-0673.2004.01832.x"
"29737955","Comparison of Two Neutral Oral Contrast Agents in Pediatric Patients: A Prospective Randomized Study","Dillman JR, Towbin AJ, Imbus R, Young J, Gates E, Trout AT.","Radiology. 2018 Jul;288(1):245-251. doi: 10.1148/radiol.2018173039. Epub 2018 May 8.","Dillman JR","Radiology","2018","2018/05/09","","","10.1148/radiol.2018173039"
"38457115","Successful Treatment of Recurrent Clostridioides difficile Infection Using a Novel, Drinkable, Oral Formulation of Fecal Microbiota","Sadowsky MJ, Matson M, Mathai PP, Pho M, Staley C, Evert C, Weldy M, Khoruts A.","Dig Dis Sci. 2024 May;69(5):1778-1784. doi: 10.1007/s10620-024-08351-7. Epub 2024 Mar 8.","Sadowsky MJ","Dig Dis Sci","2024","2024/03/08","","","10.1007/s10620-024-08351-7"
"26998661","Evaluation of Patient Tolerance and Small-Bowel Distention With a New Small-Bowel Distending Agent for Enterography","Kolbe AB, Fletcher JG, Froemming AT, Sheedy SP, Koo CW, Pundi K, Bruining DH, Tung J, Harmsen WS, Barlow JM, Fidler JL.","AJR Am J Roentgenol. 2016 May;206(5):994-1002. doi: 10.2214/AJR.15.15260. Epub 2016 Mar 21.","Kolbe AB","AJR Am J Roentgenol","2016","2016/03/22","","","10.2214/AJR.15.15260"
"20637962","Preference for formulations containing calcium and vitamin D(3) in childhood: a randomized-sequence, open-label trial","Bianchetti AA, Lava SA, Bettinelli A, Rizzi M, Simonetti GD, Bianchetti MG.","Clin Ther. 2010 Jun;32(6):1083-7. doi: 10.1016/j.clinthera.2010.06.006.","Bianchetti AA","Clin Ther","2010","2010/07/20","","","10.1016/j.clinthera.2010.06.006"
"31218388","Comparison of two small bowel distending agents for enterography in pediatric small bowel imaging","Kolbe AB, Haas LA, Bartlett DJ, Iyer VR, Thomas KB, Tung J, Fidler JL, Fletcher JG.","Abdom Radiol (NY). 2019 Oct;44(10):3252-3262. doi: 10.1007/s00261-019-02102-3.","Kolbe AB","Abdom Radiol (NY)","2019","2019/06/21","","","10.1007/s00261-019-02102-3"
"27922594","Cacna1c in the Prefrontal Cortex Regulates Depression-Related Behaviors via REDD1","Kabir ZD, Lee AS, Burgdorf CE, Fischer DK, Rajadhyaksha AM, Mok E, Rizzo B, Rice RC, Singh K, Ota KT, Gerhard DM, Schierberl KC, Glass MJ, Duman RS, Rajadhyaksha AM.","Neuropsychopharmacology. 2017 Sep;42(10):2032-2042. doi: 10.1038/npp.2016.271. Epub 2016 Dec 6.","Kabir ZD","Neuropsychopharmacology","2017","2016/12/07","PMC5561335","","10.1038/npp.2016.271"
"26926148","Development of a taste-masked oral suspension of clindamycin HCl using ion exchange resin Amberlite IRP 69 for use in pediatrics","Alayoubi A, Daihom B, Adhikari H, Mishra S, Helms R, Almoazen H.","Drug Dev Ind Pharm. 2016 Oct;42(10):1579-89. doi: 10.3109/03639045.2016.1160102. Epub 2016 Mar 28.","Alayoubi A","Drug Dev Ind Pharm","2016","2016/03/02","","","10.3109/03639045.2016.1160102"
"25747220","[Oral dosage forms for children: acceptability and palatability]","Kojima J.","Yakugaku Zasshi. 2015;135(2):245-7. doi: 10.1248/yakushi.14-00228-4.","Kojima J","Yakugaku Zasshi","2015","2015/03/10","","","10.1248/yakushi.14-00228-4"
"26402434","Expression, purification, and functional characterization of the insulin-responsive facilitative glucose transporter GLUT4","Kraft TE, Hresko RC, Hruz PW.","Protein Sci. 2015 Dec;24(12):2008-19. doi: 10.1002/pro.2812. Epub 2015 Oct 14.","Kraft TE","Protein Sci","2015","2015/09/25","PMC4815238","","10.1002/pro.2812"
"35532810","The inhibition of glucose uptake to erythrocytes: microwave dielectric response","Galindo C, Latypova L, Barshtein G, Livshits L, Arbell D, Einav S, Feldman Y.","Eur Biophys J. 2022 Jul;51(4-5):353-363. doi: 10.1007/s00249-022-01602-3. Epub 2022 May 9.","Galindo C","Eur Biophys J","2022","2022/05/09","","","10.1007/s00249-022-01602-3"
"25784402","Extemporaneous benznidazole oral suspension prepared from commercially available tablets for treatment of Chagas disease in paediatric patients","García MC, Manzo RH, Jimenez-Kairuz AF.","Trop Med Int Health. 2015 Jul;20(7):864-70. doi: 10.1111/tmi.12508. Epub 2015 Apr 6.","García MC","Trop Med Int Health","2015","2015/03/19","","","10.1111/tmi.12508"
"8878244","Properties of azithromycin that enhance the potential for compliance in children with upper respiratory tract infections","Powers JL.","Pediatr Infect Dis J. 1996 Sep;15(9 Suppl):S30-7. doi: 10.1097/00006454-199609009-00006.","Powers JL","Pediatr Infect Dis J","1996","1996/09/01","","","10.1097/00006454-199609009-00006"
"24061605","Effect of a sugar-free pediatric antibiotic on primary tooth enamel hardness when exposed to different sucrose exposure conditions in situ","Pierro VS, Iorio NL, Lobo LA, Cabral LM, Dos Santos KR, Maia LC.","Clin Oral Investig. 2014;18(5):1391-9. doi: 10.1007/s00784-013-1108-y. Epub 2013 Sep 24.","Pierro VS","Clin Oral Investig","2014","2013/09/25","","","10.1007/s00784-013-1108-y"
"15478849","Gastroesophageal reflux disease: could intervention in childhood reduce the risk of later complications?","Gold BD.","Am J Med. 2004 Sep 6;117 Suppl 5A:23S-29S. doi: 10.1016/j.amjmed.2004.07.014.","Gold BD","Am J Med","2004","2004/10/14","","","10.1016/j.amjmed.2004.07.014"
"36432645","Comparison of Bitterness Intensity between Prednisolone and Quinine in a Human Sensory Test Indicated Individual Differences in Bitter-Taste Perception","Deng M, Hida N, Yamazaki T, Morishima R, Kato Y, Fujita Y, Nakamura A, Harada T.","Pharmaceutics. 2022 Nov 14;14(11):2454. doi: 10.3390/pharmaceutics14112454.","Deng M","Pharmaceutics","2022","2022/11/26","PMC9693378","","10.3390/pharmaceutics14112454"
"20237383","Stability of an extemporaneously prepared clopidogrel oral suspension","Skillman KL, Caruthers RL, Johnson CE.","Am J Health Syst Pharm. 2010 Apr 1;67(7):559-61. doi: 10.2146/ajhp090163.","Skillman KL","Am J Health Syst Pharm","2010","2010/03/19","","","10.2146/ajhp090163"
"30852650","Comparison of three oral contrast preparations for magnetic resonance enterography in pediatric patients with known or suspected Crohn disease: a prospective randomized trial","Gottumukkala RV, LaPointe A, Sargent D, Gee MS.","Pediatr Radiol. 2019 Jun;49(7):889-896. doi: 10.1007/s00247-019-04378-5. Epub 2019 Mar 9.","Gottumukkala RV","Pediatr Radiol","2019","2019/03/11","","","10.1007/s00247-019-04378-5"
"19136828","Effects of alpha-amylase and its inhibitors on acid production from cooked starch by oral streptococci","Aizawa S, Miyasawa-Hori H, Nakajo K, Washio J, Mayanagi H, Fukumoto S, Takahashi N.","Caries Res. 2009;43(1):17-24. doi: 10.1159/000189703. Epub 2009 Jan 9.","Aizawa S","Caries Res","2009","2009/01/13","","","10.1159/000189703"
"22478950","Stability of diclofenac sodium oral suspensions packaged in amber polyvinyl chloride bottles","Donnelly RF, Pascuet E, Ma C, Vaillancourt R.","Can J Hosp Pharm. 2010 Jan;63(1):25-30. doi: 10.4212/cjhp.v63i1.865.","Donnelly RF","Can J Hosp Pharm","2010","2012/04/06","PMC2832562","","10.4212/cjhp.v63i1.865"
"2511611","Taste evaluation and compliance of two paediatric formulations of phenoxymethylpenicillin in children","Bagger-Sjöbäck D, Bondesson G.","Scand J Prim Health Care. 1989 Jun;7(2):87-92. doi: 10.3109/02813438909088653.","Bagger-Sjöbäck D","Scand J Prim Health Care","1989","1989/06/01","","","10.3109/02813438909088653"
"23092239","Acid production in dental plaque after exposure to probiotic bacteria","Keller MK, Twetman S.","BMC Oral Health. 2012 Oct 24;12:44. doi: 10.1186/1472-6831-12-44.","Keller MK","BMC Oral Health","2012","2012/10/25","PMC3504569","","10.1186/1472-6831-12-44"
"28271493","Palatability of a novel oral formulation of prednisone in healthy young adults","Bai S, Dormer N, Shoults C, Meyer A, Pierce CD, Neville KA, Kearns GL.","J Pharm Pharmacol. 2017 Apr;69(4):489-496. doi: 10.1111/jphp.12710. Epub 2017 Mar 8.","Bai S","J Pharm Pharmacol","2017","2017/03/09","PMC5360468","NIHMS848922","10.1111/jphp.12710"
"15154922","Effect of xylitol on mutans streptococci and lactic acid formation in saliva and plaque from adolescents and young adults with fixed orthodontic appliances","Stecksén-Blicks C, Holgerson PL, Olsson M, Bylund B, Sjöström I, Sköld-Larsson K, Kalfas S, Twetman S.","Eur J Oral Sci. 2004 Jun;112(3):244-8. doi: 10.1111/j.1600-0722.2004.00130.x.","Stecksén-Blicks C","Eur J Oral Sci","2004","2004/05/25","","","10.1111/j.1600-0722.2004.00130.x"
"16732449","Multiple exposures to chlorhexidine and xylitol: adhesion and biofilm formation by Streptococcus mutans","Modesto A, Drake DR.","Curr Microbiol. 2006 Jun;52(6):418-23. doi: 10.1007/s00284-005-0104-0. Epub 2006 Apr 25.","Modesto A","Curr Microbiol","2006","2006/05/30","","","10.1007/s00284-005-0104-0"
"39273489","Inhibitory Effects of Surface Pre-Reacted Glass Ionomer Filler Eluate on Streptococcus mutans in the Presence of Sucrose","Kametani M, Akitomo T, Hamada M, Usuda M, Kaneki A, Ogawa M, Ikeda S, Ito Y, Hamaguchi S, Kusaka S, Asao Y, Iwamoto Y, Mitsuhata C, Suehiro Y, Okawa R, Nakano K, Nomura R.","Int J Mol Sci. 2024 Sep 2;25(17):9541. doi: 10.3390/ijms25179541.","Kametani M","Int J Mol Sci","2024","2024/09/14","PMC11395275","","10.3390/ijms25179541"
"2024660","Hypernatremia due to repeated doses of charcoal-sorbitol","Allerton JP, Strom JA.","Am J Kidney Dis. 1991 May;17(5):581-4. doi: 10.1016/s0272-6386(12)80501-4.","Allerton JP","Am J Kidney Dis","1991","1991/05/01","","","10.1016/s0272-6386(12)80501-4"
"26386139","Development of flexible and dispersible oral formulations containing praziquantel for potential schistosomiasis treatment of pre-school age children","Trastullo R, Dolci LS, Passerini N, Albertini B.","Int J Pharm. 2015 Nov 10;495(1):536-550. doi: 10.1016/j.ijpharm.2015.09.019. Epub 2015 Sep 16.","Trastullo R","Int J Pharm","2015","2015/09/20","","","10.1016/j.ijpharm.2015.09.019"
"8792942","Assessment of the palatability of antistaphylococcal antibiotics in pediatric volunteers","Matsui D, Barron A, Rieder MJ.","Ann Pharmacother. 1996 Jun;30(6):586-8. doi: 10.1177/106002809603000603.","Matsui D","Ann Pharmacother","1996","1996/06/01","","","10.1177/106002809603000603"
"23383224","Topical effect of a medically prescribed pediatric antibiotic on dental biofilm: a cross-over, in situ study","Pierro VS, Ferreira Dde C, de Jesus HE, Rosado AS, Luiz RR, dos Santos KR, Maia LC.","PLoS One. 2013;8(1):e55558. doi: 10.1371/journal.pone.0055558. Epub 2013 Jan 31.","Pierro VS","PLoS One","2013","2013/02/06","PMC3561299","","10.1371/journal.pone.0055558"
"21607955","Development of a taste-masked generic ibuprofen suspension: top-down approach guided by electronic tongue measurements","Woertz K, Tissen C, Kleinebudde P, Breitkreutz J.","J Pharm Sci. 2011 Oct;100(10):4460-70. doi: 10.1002/jps.22629. Epub 2011 May 23.","Woertz K","J Pharm Sci","2011","2011/05/25","","","10.1002/jps.22629"
"18245869","A palatability study of a flavored dexamethasone preparation versus prednisolone liquid in children","Hames H, Seabrook JA, Matsui D, Rieder MJ, Joubert GI.","Can J Clin Pharmacol. 2008 Winter;15(1):e95-8. Epub 2008 Feb 1.","Hames H","Can J Clin Pharmacol","2008","2008/02/05","","",""
"38257156","Super Bolus-A Remedy for a High Glycemic Index Meal in Children with Type 1 Diabetes on Insulin Pump Therapy?-A Randomized, Double-Blind, Controlled Trial","Kowalczyk-Korcz E, Dymińska M, Szypowska A.","Nutrients. 2024 Jan 16;16(2):263. doi: 10.3390/nu16020263.","Kowalczyk-Korcz E","Nutrients","2024","2024/01/23","PMC10818731","","10.3390/nu16020263"
"8777661","Effect of non-sucrose sweet tasting solution on neonatal heel prick responses","Ramenghi LA, Griffith GC, Wood CM, Levene MI.","Arch Dis Child Fetal Neonatal Ed. 1996 Mar;74(2):F129-31. doi: 10.1136/fn.74.2.f129.","Ramenghi LA","Arch Dis Child Fetal Neonatal Ed","1996","1996/03/01","PMC2528524","","10.1136/fn.74.2.f129"
"8431459","Amiloride and 5-(N-ethyl-N-isopropyl) amiloride inhibit medium acidification and glucose metabolism by the fission yeast Schizosaccharomyces pombe","Haworth RS, Cragoe EJ Jr, Fliegel L.","Biochim Biophys Acta. 1993 Feb 9;1145(2):266-72. doi: 10.1016/0005-2736(93)90298-e.","Haworth RS","Biochim Biophys Acta","1993","1993/02/09","","","10.1016/0005-2736(93)90298-e"
"1590430","Growth hormone regulates ammoniagenesis in canine renal proximal tubule segments","Chobanian MC, Julin CM, Molteni KH, Brazy PC.","Am J Physiol. 1992 May;262(5 Pt 2):F878-84. doi: 10.1152/ajprenal.1992.262.5.F878.","Chobanian MC","Am J Physiol","1992","1992/05/01","","","10.1152/ajprenal.1992.262.5.F878"
"21894724","[Gastric acid suppression of a new oral powder omeprazole suspension for infants with gastroesophageal reflux disease. A pilot study]","Orsi M, Donato G, Busoni V, Naisberg G, Caruso N.","Acta Gastroenterol Latinoam. 2011 Jun;41(2):111-8.","Orsi M","Acta Gastroenterol Latinoam","2011","2011/09/08","","",""
"3333125","Giardiasis. Functional, immunological and histological study of the small bowel. Therapeutic trial with a single dose of tinidazole","Cervetto JL, Ramonet M, Nahmod LH, Gallardo F.","Arq Gastroenterol. 1987 Apr-Jun;24(2):102-12.","Cervetto JL","Arq Gastroenterol","1987","1987/04/01","","",""
"8345001","Pharmacokinetics of fusidic acid after a single dose of a new paediatric suspension","Bourget P, Duhamel JF, Sørensen H, Roiron R.","J Clin Pharm Ther. 1993 Jun;18(3):171-7. doi: 10.1111/j.1365-2710.1993.tb00608.x.","Bourget P","J Clin Pharm Ther","1993","1993/06/01","","","10.1111/j.1365-2710.1993.tb00608.x"
"10499281","Quantitative analysis of the effect of xylitol on pneumococcal nasal colonisation in rats","Kontiokari T, Svanberg M, Mattila P, Leinonen M, Uhari M.","FEMS Microbiol Lett. 1999 Sep 15;178(2):313-7. doi: 10.1111/j.1574-6968.1999.tb08693.x.","Kontiokari T","FEMS Microbiol Lett","1999","1999/09/28","","","10.1111/j.1574-6968.1999.tb08693.x"
"11169141","Utilization and acid production of beta-galactosyllactose by oral streptococci and human dental plaque","Hata S, Hata H, Kanou N, Saito T, Kamiyama K, Mayanagi H.","Oral Microbiol Immunol. 2001 Feb;16(1):57-62. doi: 10.1034/j.1399-302x.2001.160110.x.","Hata S","Oral Microbiol Immunol","2001","2001/02/13","","","10.1034/j.1399-302x.2001.160110.x"
"2847549","Parathyroid hormone stimulates ammoniagenesis in canine renal proximal tubular segments","Chobanian MC, Hammerman MR.","Am J Physiol. 1988 Nov;255(5 Pt 2):F847-52. doi: 10.1152/ajprenal.1988.255.5.F847.","Chobanian MC","Am J Physiol","1988","1988/11/01","","","10.1152/ajprenal.1988.255.5.F847"
"3386134","Intracellular sodium in proximal tubules of diabetic rats. Role of glucose","Kumar AM, Gupta RK, Spitzer A.","Kidney Int. 1988 Apr;33(4):792-7. doi: 10.1038/ki.1988.69.","Kumar AM","Kidney Int","1988","1988/04/01","","","10.1038/ki.1988.69"
"15641497","Effect of xylitol-containing chewing gums on lactic acid production in dental plaque from caries active pre-school children","Twetman S, Stecksén-Blicks C.","Oral Health Prev Dent. 2003;1(3):195-9.","Twetman S","Oral Health Prev Dent","2003","2005/01/12","","",""
"7279470","Dental caries potential of liquid medications","Feigal RJ, Jensen ME, Mensing CA.","Pediatrics. 1981 Sep;68(3):416-9.","Feigal RJ","Pediatrics","1981","1981/09/01","","",""
"11641569","Cariogenic potential of lactosylfructoside as determined by acidogenicity of oral streptococci in vitro and human dental plaque in situ","Hata S, Mayanagi H.","Caries Res. 2001 Sep-Oct;35(5):338-43. doi: 10.1159/000047472.","Hata S","Caries Res","2001","2001/10/20","","","10.1159/000047472"
"3237306","Transport and metabolism of glucose by dissociated brain cells: effects of trypsin","Roeder LM, Tildon JT, Reier PJ, Hopkins IB.","Neurochem Res. 1988 Nov;13(11):1061-5. doi: 10.1007/BF00973151.","Roeder LM","Neurochem Res","1988","1988/11/01","","","10.1007/BF00973151"
"7595773","Hematochezia associated with the use of hypertonic sodium polystyrene sulfonate enemas in premature infants","Milley JR, Jung AL.","J Perinatol. 1995 Mar-Apr;15(2):139-42.","Milley JR","J Perinatol","1995","1995/03/01","","",""
