PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38467156","Perceptions, Experiences, and Patterns of Cannabis Use in Individuals with Mood and Anxiety Disorders in the Context of Cannabis Legalization and Medical Cannabis Program in Canada - A Qualitative Study","Das A, Hendershot CS, Husain MI, Knyahnytska Y, Elsaid S, Le Foll B, Kloiber S.","Pharmacopsychiatry. 2024 May;57(3):141-151. doi: 10.1055/a-2264-1047. Epub 2024 Mar 11.","Das A","Pharmacopsychiatry","2024","2024/03/11","","","10.1055/a-2264-1047"
"23095052","Cannabidiol for the treatment of cannabis withdrawal syndrome: a case report","Crippa JA, Hallak JE, Machado-de-Sousa JP, Queiroz RH, Bergamaschi M, Chagas MH, Zuardi AW.","J Clin Pharm Ther. 2013 Apr;38(2):162-4. doi: 10.1111/jcpt.12018. Epub 2012 Oct 24.","Crippa JA","J Clin Pharm Ther","2013","2012/10/26","","","10.1111/jcpt.12018"
"34102934","Marijuana use and sleep quality during pregnancy","Murnan AW, Keim SA, Li R, Klebanoff MA.","J Matern Fetal Neonatal Med. 2022 Dec;35(25):7857-7864. doi: 10.1080/14767058.2021.1937987. Epub 2021 Jun 8.","Murnan AW","J Matern Fetal Neonatal Med","2022","2021/06/09","PMC9513436","NIHMS1837989","10.1080/14767058.2021.1937987"
"21296508","Sleep disturbance and the effects of extended-release zolpidem during cannabis withdrawal","Vandrey R, Smith MT, McCann UD, Budney AJ, Curran EM.","Drug Alcohol Depend. 2011 Aug 1;117(1):38-44. doi: 10.1016/j.drugalcdep.2011.01.003. Epub 2011 Feb 5.","Vandrey R","Drug Alcohol Depend","2011","2011/02/08","PMC3119729","NIHMS273324","10.1016/j.drugalcdep.2011.01.003"
"16083966","Medications development: successes and challenges","Vocci F, Ling W.","Pharmacol Ther. 2005 Oct;108(1):94-108. doi: 10.1016/j.pharmthera.2005.06.010.","Vocci F","Pharmacol Ther","2005","2005/08/09","","","10.1016/j.pharmthera.2005.06.010"
"36503404","Assessment of clinical outcomes in patients with post-traumatic stress disorder: analysis from the UK Medical Cannabis Registry","Pillai M, Erridge S, Bapir L, Nicholas M, Dalavaye N, Holvey C, Coomber R, Barros D, Bhoskar U, Mwimba G, Praveen K, Symeon C, Sachdeva-Mohan S, Rucker JJ, Sodergren MH.","Expert Rev Neurother. 2022 Nov-Dec;22(11-12):1009-1018. doi: 10.1080/14737175.2022.2155139. Epub 2022 Dec 12.","Pillai M","Expert Rev Neurother","2022","2022/12/12","","","10.1080/14737175.2022.2155139"
"19874164","Sleep impairment in ecstasy/polydrug and cannabis-only users","Fisk JE, Montgomery C.","Am J Addict. 2009 Sep-Oct;18(5):430-7. doi: 10.3109/10550490903077762.","Fisk JE","Am J Addict","2009","2009/10/31","","","10.3109/10550490903077762"
"24474865","Pericyazine in the treatment of cannabis dependence in general practice: a naturalistic pilot trial","Morley KC, Haber PS, Morgan ML, Samara F.","Subst Abuse Rehabil. 2012 May 28;3:43-7. doi: 10.2147/SAR.S30052. eCollection 2012.","Morley KC","Subst Abuse Rehabil","2012","2014/01/30","PMC3886674","","10.2147/SAR.S30052"
"39196883","Therapeutic Effects, Side Effects, and Adverse Effects of Neuropsychiatric Drugs in the Context of Treating Cancer-Related Anorexia With Olanzapine and Mirtazapine","Andrade C.","J Clin Psychiatry. 2024 Aug 21;85(3):24f15532. doi: 10.4088/JCP.24f15532.","Andrade C","J Clin Psychiatry","2024","2024/08/28","","","10.4088/JCP.24f15532"
"24726015","The effects of cannabinoid administration on sleep: a systematic review of human studies","Gates PJ, Albertella L, Copeland J.","Sleep Med Rev. 2014 Dec;18(6):477-87. doi: 10.1016/j.smrv.2014.02.005. Epub 2014 Mar 7.","Gates PJ","Sleep Med Rev","2014","2014/04/15","","","10.1016/j.smrv.2014.02.005"
"20735884","Concomitants of paranoia in the general population","Freeman D, McManus S, Brugha T, Meltzer H, Jenkins R, Bebbington P.","Psychol Med. 2011 May;41(5):923-36. doi: 10.1017/S0033291710001546. Epub 2010 Aug 24.","Freeman D","Psychol Med","2011","2010/08/26","","","10.1017/S0033291710001546"
"34290290","Genetic overlap and causal associations between smoking behaviours and mental health","Barkhuizen W, Dudbridge F, Ronald A.","Sci Rep. 2021 Jul 21;11(1):14871. doi: 10.1038/s41598-021-93962-7.","Barkhuizen W","Sci Rep","2021","2021/07/22","PMC8295327","","10.1038/s41598-021-93962-7"
"26285109","The Effects of Lithium Carbonate Supplemented with Nitrazepam on Sleep Disturbance during Cannabis Abstinence","Allsop DJ, Bartlett DJ, Johnston J, Helliwell D, Winstock A, McGregor IS, Lintzeris N.","J Clin Sleep Med. 2015 Oct 15;11(10):1153-62. doi: 10.5664/jcsm.5090.","Allsop DJ","J Clin Sleep Med","2015","2015/08/19","PMC4582056","","10.5664/jcsm.5090"
"30968175","Psychopathological symptoms associated with synthetic cannabinoid use: a comparison with natural cannabis","Mensen VT, Vreeker A, Nordgren J, Atkinson A, de la Torre R, Farré M, Ramaekers JG, Brunt TM.","Psychopharmacology (Berl). 2019 Sep;236(9):2677-2685. doi: 10.1007/s00213-019-05238-8. Epub 2019 Apr 9.","Mensen VT","Psychopharmacology (Berl)","2019","2019/04/11","PMC6695363","","10.1007/s00213-019-05238-8"
"23721537","Sleep quality moderates the relation between depression symptoms and problematic cannabis use among medical cannabis users","Babson KA, Boden MT, Bonn-Miller MO.","Am J Drug Alcohol Abuse. 2013 May;39(3):211-6. doi: 10.3109/00952990.2013.788183.","Babson KA","Am J Drug Alcohol Abuse","2013","2013/06/01","","","10.3109/00952990.2013.788183"
"21858958","Who are medical marijuana patients? Population characteristics from nine California assessment clinics","Reinarman C, Nunberg H, Lanthier F, Heddleston T.","J Psychoactive Drugs. 2011 Apr-Jun;43(2):128-35. doi: 10.1080/02791072.2011.587700.","Reinarman C","J Psychoactive Drugs","2011","2011/08/24","","","10.1080/02791072.2011.587700"
"34870195","COVID-19 Lockdown 2020 Changed Patterns of Alcohol and Cannabis Use in Swiss Elite Athletes and Bodybuilders: Results From an Online Survey","Imboden C, Claussen MC, Iff S, Quednow BB, Seifritz E, Spörri J, Scherr J, Fröhlich S.","Front Sports Act Living. 2021 Nov 16;3:759335. doi: 10.3389/fspor.2021.759335. eCollection 2021.","Imboden C","Front Sports Act Living","2021","2021/12/06","PMC8635023","","10.3389/fspor.2021.759335"
"30500688","Mental health functioning and severity of cannabis withdrawal among medical cannabis users with chronic pain","Perron BE, Holt KR, Yeagley E, Ilgen M.","Drug Alcohol Depend. 2019 Jan 1;194:401-409. doi: 10.1016/j.drugalcdep.2018.09.029. Epub 2018 Nov 6.","Perron BE","Drug Alcohol Depend","2019","2018/12/01","","","10.1016/j.drugalcdep.2018.09.029"
"36399463","A large Australian longitudinal cohort registry demonstrates sustained safety and efficacy of oral medicinal cannabis for at least two years","Vickery AW, Roth S, Ernenwein T, Kennedy J, Washer P.","PLoS One. 2022 Nov 18;17(11):e0272241. doi: 10.1371/journal.pone.0272241. eCollection 2022.","Vickery AW","PLoS One","2022","2022/11/18","PMC9674134","","10.1371/journal.pone.0272241"
"31202200","A Hemp oil, CBD, and Marijuana Primer: Powerful Pain, Insomnia, and Anxiety-relieving Tools!","Teitelbaum J.","Altern Ther Health Med. 2019 Jun;25(S2):21-23.","Teitelbaum J","Altern Ther Health Med","2019","2019/06/16","","",""
"31710262","Living with a Hope of Survival Is Challenged by a Lack of Clinical Evidence: An Interview Study among Cancer Patients Using Cannabis-Based Medicine","Buchwald D, Brønnum D, Melgaard D, Leutscher PDC.","J Palliat Med. 2020 Aug;23(8):1090-1093. doi: 10.1089/jpm.2019.0298. Epub 2019 Nov 11.","Buchwald D","J Palliat Med","2020","2019/11/12","","","10.1089/jpm.2019.0298"
"22791906","Multiple sclerosis and extract of cannabis: results of the MUSEC trial","Zajicek JP, Hobart JC, Slade A, Barnes D, Mattison PG; MUSEC Research Group.","J Neurol Neurosurg Psychiatry. 2012 Nov;83(11):1125-32. doi: 10.1136/jnnp-2012-302468. Epub 2012 Jul 12.","Zajicek JP","J Neurol Neurosurg Psychiatry","2012","2012/07/14","","","10.1136/jnnp-2012-302468"
"34890916","Pain catastrophizing and mental health phenotypes in adults with refractory chronic pain: A latent class analysis","Slawek DE, Syed M, Cunningham CO, Zhang C, Ross J, Herman M, Sohler N, Minami H, Levin FR, Arnsten JH, Starrels JL.","J Psychiatr Res. 2021 Dec 2;145:102-110. doi: 10.1016/j.jpsychires.2021.12.001. Online ahead of print.","Slawek DE","J Psychiatr Res","2021","2021/12/10","PMC9160202","NIHMS1762862","10.1016/j.jpsychires.2021.12.001"
"36831903","Prevalence and Psychiatric Correlates of Illicit Substance Use in UK Undergraduate Students","Foster H, Stevenson J, Akram U.","Brain Sci. 2023 Feb 19;13(2):360. doi: 10.3390/brainsci13020360.","Foster H","Brain Sci","2023","2023/02/25","PMC9953790","","10.3390/brainsci13020360"
"34176017","Knowledge and attitudes of Italian medical oncologists and palliative care physicians toward medical use of cannabis in cancer care: a national survey","Filetti M, Trapani D, Cortellini A, Cofini V, Necozione S, Pinato DJ, Porzio G, Marchetti P, Giusti R.","Support Care Cancer. 2021 Dec;29(12):7845-7854. doi: 10.1007/s00520-021-06383-7. Epub 2021 Jun 26.","Filetti M","Support Care Cancer","2021","2021/06/27","","","10.1007/s00520-021-06383-7"
"26010431","Risky drug use and effects on sleep quality and daytime sleepiness","Ogeil RP, Phillips JG, Rajaratnam SM, Broadbear JH.","Hum Psychopharmacol. 2015 Sep;30(5):356-63. doi: 10.1002/hup.2483. Epub 2015 May 25.","Ogeil RP","Hum Psychopharmacol","2015","2015/05/27","","","10.1002/hup.2483"
"38804699","A Cross Sectional Survey of Factors Related to Cannabis Use as a Sleep Aid Among Canadian Cancer Survivors","Lee RM, Donnan J, Harris N, Garland SN.","Behav Sleep Med. 2024 Sep-Oct;22(5):754-769. doi: 10.1080/15402002.2024.2361015. Epub 2024 May 28.","Lee RM","Behav Sleep Med","2024","2024/05/28","","","10.1080/15402002.2024.2361015"
"37273370","An Unexpected Cause of Chest Pain While Self-Pleasuring: A Ripping Doom Excitement","Escabi-Mendoza J, Diaz-Rodriguez PE, Gonzalez-Bravo DH, Partida-Rodriguez E.","Cureus. 2023 May 2;15(5):e38436. doi: 10.7759/cureus.38436. eCollection 2023 May.","Escabi-Mendoza J","Cureus","2023","2023/06/05","PMC10234142","","10.7759/cureus.38436"
"21269798","Is there a legitimate role for the therapeutic use of cannabinoids for symptom management in chronic kidney disease?","Davison SN, Davison JS.","J Pain Symptom Manage. 2011 Apr;41(4):768-78. doi: 10.1016/j.jpainsymman.2010.06.016. Epub 2011 Jan 26.","Davison SN","J Pain Symptom Manage","2011","2011/01/29","","","10.1016/j.jpainsymman.2010.06.016"
"37857065","Novel phenolate salts of bioactive agents: Cannabidiol phenolate salts","Guruprasad Reddy P, Bar-Hai A, Hoffman A, Marc Feldmann S, Domb AJ.","Bioorg Chem. 2023 Dec;141:106914. doi: 10.1016/j.bioorg.2023.106914. Epub 2023 Oct 12.","Guruprasad Reddy P","Bioorg Chem","2023","2023/10/19","","","10.1016/j.bioorg.2023.106914"
"30307084","Cannabidiol affects circadian clock core complex and its regulation in microglia cells","Lafaye G, Desterke C, Marulaz L, Benyamina A.","Addict Biol. 2019 Sep;24(5):921-934. doi: 10.1111/adb.12660. Epub 2018 Oct 11.","Lafaye G","Addict Biol","2019","2018/10/12","","","10.1111/adb.12660"
"28782982","Sleep continuity, architecture and quality among treatment-seeking cannabis users: An in-home, unattended polysomnographic study","Pacek LR, Herrmann ES, Smith MT, Vandrey R.","Exp Clin Psychopharmacol. 2017 Aug;25(4):295-302. doi: 10.1037/pha0000126.","Pacek LR","Exp Clin Psychopharmacol","2017","2017/08/08","PMC6309181","NIHMS996341","10.1037/pha0000126"
"33025017","Using Natural Language Processing on Electronic Health Records to Enhance Detection and Prediction of Psychosis Risk","Irving J, Patel R, Oliver D, Colling C, Pritchard M, Broadbent M, Baldwin H, Stahl D, Stewart R, Fusar-Poli P.","Schizophr Bull. 2021 Mar 16;47(2):405-414. doi: 10.1093/schbul/sbaa126.","Irving J","Schizophr Bull","2021","2020/10/07","PMC7965059","","10.1093/schbul/sbaa126"
"31739153","Sleep quality and its association with substance abuse among university students","Navarro-Martínez R, Chover-Sierra E, Colomer-Pérez N, Vlachou E, Andriuseviciene V, Cauli O.","Clin Neurol Neurosurg. 2020 Jan;188:105591. doi: 10.1016/j.clineuro.2019.105591. Epub 2019 Nov 7.","Navarro-Martínez R","Clin Neurol Neurosurg","2020","2019/11/19","","","10.1016/j.clineuro.2019.105591"
"31386592","Benefit of Tetrahydrocannabinol versus Cannabidiol for Common Palliative Care Symptoms","Casarett DJ, Beliveau JN, Arbus MS.","J Palliat Med. 2019 Oct;22(10):1180-1184. doi: 10.1089/jpm.2018.0658. Epub 2019 Aug 6.","Casarett DJ","J Palliat Med","2019","2019/08/07","PMC6776252","","10.1089/jpm.2018.0658"
"30768819","Spontaneous, anecdotal, retrospective, open-label study on the efficacy, safety and tolerability of cannabis galenical preparation (Bedrocan)","Palmieri B, Laurino C, Vadalà M.","Int J Pharm Pract. 2019 Jun;27(3):264-270. doi: 10.1111/ijpp.12514. Epub 2019 Feb 15.","Palmieri B","Int J Pharm Pract","2019","2019/02/16","PMC6593769","","10.1111/ijpp.12514"
"36188636","Cannabidiol as a personalized treatment for anxiety: clinical cases in Mexico","Ortiz Rios FC, Dávila Ruiz IG, Sacal Dumani E.","Drugs Context. 2022 Sep 19;11:2022-3-2. doi: 10.7573/dic.2022-3-2. eCollection 2022.","Ortiz Rios FC","Drugs Context","2022","2022/10/03","PMC9491383","","10.7573/dic.2022-3-2"
"39153080","The effect of nightly use of 150 mg cannabidiol on daytime neurocognitive performance in primary insomnia: a randomized controlled pilot trial","Narayan AJ, Hayley AC, Rose S, Di Natale L, Downey LA.","Psychopharmacology (Berl). 2024 Aug 17. doi: 10.1007/s00213-024-06674-x. Online ahead of print.","Narayan AJ","Psychopharmacology (Berl)","2024","2024/08/17","","","10.1007/s00213-024-06674-x"
"39145344","Substance Use and Sleep Problems in Patients With Psychotic Disorders","Cederlöf E, Holm M, Ahti J, Lähteenvuo M, Hietala J, Häkkinen K, Isometsä E, Kampman O, Lahdensuo K, Lönnqvist J, Suvisaari J, Tiihonen J, Wegelius A, Veijola J, Palotie A, Kieseppä T, Niemelä S, Paunio T.","Schizophr Bull Open. 2022 Dec 1;4(1):sgac073. doi: 10.1093/schizbullopen/sgac073. eCollection 2023 Jan.","Cederlöf E","Schizophr Bull Open","2022","2024/08/15","PMC11207820","","10.1093/schizbullopen/sgac073"
"35177930","Pain Management Strategies After Orthopaedic Trauma: A Mixed-Methods Study with a View to Optimizing Practices","Grzelak S, Bérubé M, Gagnon MA, Côté C, Turcotte V, Pelet S, Belzile É.","J Pain Res. 2022 Feb 9;15:385-402. doi: 10.2147/JPR.S342627. eCollection 2022.","Grzelak S","J Pain Res","2022","2022/02/18","PMC8843780","","10.2147/JPR.S342627"
"37895891","Pharmacological Evaluation of Signals of Disproportionality Reporting Related to Adverse Reactions to Antiepileptic Cannabidiol in VigiBase","Calapai F, Mannucci C, McQuain L, Salvo F.","Pharmaceuticals (Basel). 2023 Oct 5;16(10):1420. doi: 10.3390/ph16101420.","Calapai F","Pharmaceuticals (Basel)","2023","2023/10/28","PMC10610535","","10.3390/ph16101420"
"37031429","Delta-8- and Delta-9-THC Use Frequency, Use Motives, and Mental Health Outcomes","Pellicane MJ, Quinn ME, Bean CAL, Bartek ME, Heggeness LF, Ciesla JA.","J Psychoactive Drugs. 2024 Apr-Jun;56(2):199-205. doi: 10.1080/02791072.2023.2200211. Epub 2023 Apr 9.","Pellicane MJ","J Psychoactive Drugs","2024","2023/04/09","","","10.1080/02791072.2023.2200211"
"33734970","Physical and mental impact of COVID-19 outbreak on fibromyalgia patients","Aloush V, Gurfinkel A, Shachar N, Ablin JN, Elkana O.","Clin Exp Rheumatol. 2021 May-Jun;39 Suppl 130(3):108-114. doi: 10.55563/clinexprheumatol/rxk6s4. Epub 2021 Mar 11.","Aloush V","Clin Exp Rheumatol","2021","2021/03/18","","","10.55563/clinexprheumatol/rxk6s4"
"39474237","Reasons for Use and Perceived Effects of Medical Cannabis: A Cross-Sectional Statewide Survey","Sajdeya R, Jugl S, Wang Y, Perez JG, Maloney S, Lopez-Quintero C, Goodin AJ, Winterstein AG, Cook RL.","Med Cannabis Cannabinoids. 2024 Jul 30;7(1):138-148. doi: 10.1159/000540593. eCollection 2024 Jan-Dec.","Sajdeya R","Med Cannabis Cannabinoids","2024","2024/10/30","PMC11521456","","10.1159/000540593"
"34291803","Daily-level effects of alcohol, marijuana, and simultaneous use on young adults' perceived sleep health","Graupensperger S, Fairlie AM, Vitiello MV, Kilmer JR, Larimer ME, Patrick ME, Lee CM.","Sleep. 2021 Dec 10;44(12):zsab187. doi: 10.1093/sleep/zsab187.","Graupensperger S","Sleep","2021","2021/07/22","PMC8664594","","10.1093/sleep/zsab187"
"23732102","[From cannabis to selective CB2R agonists: molecules with numerous therapeutical virtues]","Leleu-Chavain N, Biot C, Chavatte P, Millet R.","Med Sci (Paris). 2013 May;29(5):523-8. doi: 10.1051/medsci/2013295016. Epub 2013 May 28.","Leleu-Chavain N","Med Sci (Paris)","2013","2013/06/05","","","10.1051/medsci/2013295016"
"30291748","Characteristics and Patterns of Marijuana Use in Community-Dwelling Older Adults","Reynolds IR, Fixen DR, Parnes BL, Lum HD, Shanbhag P, Church S, Linnebur SA, Orosz G.","J Am Geriatr Soc. 2018 Nov;66(11):2167-2171. doi: 10.1111/jgs.15507. Epub 2018 Oct 6.","Reynolds IR","J Am Geriatr Soc","2018","2018/10/07","PMC6476562","NIHMS1021002","10.1111/jgs.15507"
"27768570","Effectiveness of Cannabidiol Oil for Pediatric Anxiety and Insomnia as Part of Posttraumatic Stress Disorder: A Case Report","Shannon S, Opila-Lehman J.","Perm J. 2016 Fall;20(4):16-005. doi: 10.7812/TPP/16-005. Epub 2016 Oct 12.","Shannon S","Perm J","2016","2016/10/22","PMC5101100","","10.7812/TPP/16-005"
"31573659","Cannabinoids and Mental Health, Part 2: The Search for Clinical Applications","Penn A.","J Psychosoc Nurs Ment Health Serv. 2019 Oct 1;57(10):7-11. doi: 10.3928/02793695-20190919-02.","Penn A","J Psychosoc Nurs Ment Health Serv","2019","2019/10/02","","","10.3928/02793695-20190919-02"
"32899692","The Relevance of Dual Diagnoses among Drug-Dependent Patients with Sleep Disorders","Roncero C, García-Ullán L, Bullón A, Remón-Gallo D, Vicente-Hernández B, Álvarez A, Caldero A, Flores A, Aguilar L.","J Clin Med. 2020 Sep 4;9(9):2862. doi: 10.3390/jcm9092862.","Roncero C","J Clin Med","2020","2020/09/09","PMC7565704","","10.3390/jcm9092862"
"37279315","[Physical activity, sleep, and substance use in adults reporting a borderline personality disorder in France and Canada: An online study]","St-Amour S, Cailhol L, Kingsbury C, Ducasse D, Landry G, Bernard P.","Sante Ment Que. 2022 Fall;47(2):41-67.","St-Amour S","Sante Ment Que","2022","2023/06/06","","",""
"4700676","Nonmedical use of methaqualone","Gerald MC, Schwirian PM.","Arch Gen Psychiatry. 1973 May;28(5):627-31. doi: 10.1001/archpsyc.1973.01750350011002.","Gerald MC","Arch Gen Psychiatry","1973","1973/05/01","","","10.1001/archpsyc.1973.01750350011002"
"27534665","Exploring Marijuana Advertising on Weedmaps, a Popular Online Directory","Bierut T, Krauss MJ, Sowles SJ, Cavazos-Rehg PA.","Prev Sci. 2017 Feb;18(2):183-192. doi: 10.1007/s11121-016-0702-z.","Bierut T","Prev Sci","2017","2016/08/19","PMC5247325","NIHMS811292","10.1007/s11121-016-0702-z"
"34195169","Use of Alcohol and Addictive Drugs During the COVID-19 Outbreak in Norway: Associations With Mental Health and Pandemic-Related Problems","Bonsaksen T, Ekeberg Ø, Schou-Bredal I, Skogstad L, Heir T, Grimholt TK.","Front Public Health. 2021 Jun 14;9:667729. doi: 10.3389/fpubh.2021.667729. eCollection 2021.","Bonsaksen T","Front Public Health","2021","2021/07/01","PMC8236640","","10.3389/fpubh.2021.667729"
"22849856","Towards the use of non-psychoactive cannabinoids for prostate cancer","Pacher P.","Br J Pharmacol. 2013 Jan;168(1):76-8. doi: 10.1111/j.1476-5381.2012.02121.x.","Pacher P","Br J Pharmacol","2013","2012/08/02","PMC3570005","","10.1111/j.1476-5381.2012.02121.x"
"24987795","Use of a synthetic cannabinoid in a correctional population for posttraumatic stress disorder-related insomnia and nightmares, chronic pain, harm reduction, and other indications: a retrospective evaluation","Cameron C, Watson D, Robinson J.","J Clin Psychopharmacol. 2014 Oct;34(5):559-64. doi: 10.1097/JCP.0000000000000180.","Cameron C","J Clin Psychopharmacol","2014","2014/07/03","PMC4165471","","10.1097/JCP.0000000000000180"
"35898629","Shared Genetics and Causality Between Decaffeinated Coffee Consumption and Neuropsychiatric Diseases: A Large-Scale Genome-Wide Cross-Trait Analysis and Mendelian Randomization Analysis","Yin B, Wang X, Huang T, Jia J.","Front Psychiatry. 2022 Jul 11;13:910432. doi: 10.3389/fpsyt.2022.910432. eCollection 2022.","Yin B","Front Psychiatry","2022","2022/07/28","PMC9309364","","10.3389/fpsyt.2022.910432"
"30243411","Substance use consequences, mental health problems, and readiness to change among Veterans seeking substance use treatment","Morris DH, Davis AK, Lauritsen KJ, Rieth CM, Silvestri MM, Winters JJ, Chermack ST.","J Subst Abuse Treat. 2018 Nov;94:113-121. doi: 10.1016/j.jsat.2018.08.005. Epub 2018 Aug 19.","Morris DH","J Subst Abuse Treat","2018","2018/09/24","PMC6247812","NIHMS996103","10.1016/j.jsat.2018.08.005"
"35754104","Characterisation of the genetic relationship between the domains of sleep and circadian-related behaviours with substance use phenotypes","Hatoum AS, Winiger EA, Morrison CL, Johnson EC, Agrawal A.","Addict Biol. 2022 Jul;27(4):e13184. doi: 10.1111/adb.13184.","Hatoum AS","Addict Biol","2022","2022/06/27","PMC10038127","NIHMS1881644","10.1111/adb.13184"
"35986953","Examining the role of problematic drug use in the relationship between discrimination and sleep disturbance in transgender and nonbinary individuals","Belloir JA, Kidd JD, Dworkin JD, Bockting WO.","Addict Behav. 2022 Dec;135:107459. doi: 10.1016/j.addbeh.2022.107459. Epub 2022 Aug 11.","Belloir JA","Addict Behav","2022","2022/08/20","PMC10316756","NIHMS1908259","10.1016/j.addbeh.2022.107459"
"37886496","Genomic Structural Equation Modeling Reveals Latent Phenotypes in the Human Cortex with Distinct Genetic Architecture","Morey R, Zheng Y, Sun D, Garrett M, Gasperi M, Maihofer A, Baird CL, Grasby K, Huggins A, Haswell C, Thompson P, Medland S, Gustavson D, Panizzon M, Kremen W, Nievergelt C, Ashley-Koch A, Logue L.","Res Sq [Preprint]. 2023 Oct 3:rs.3.rs-3253035. doi: 10.21203/rs.3.rs-3253035/v1.","Morey R","Res Sq","2023","2023/10/27","PMC10602057","","10.21203/rs.3.rs-3253035/v1"
"20007734","The effects of nabilone on sleep in fibromyalgia: results of a randomized controlled trial","Ware MA, Fitzcharles MA, Joseph L, Shir Y.","Anesth Analg. 2010 Feb 1;110(2):604-10. doi: 10.1213/ANE.0b013e3181c76f70. Epub 2009 Dec 10.","Ware MA","Anesth Analg","2010","2009/12/17","","","10.1213/ANE.0b013e3181c76f70"
"35775024","Characteristics of People Seeking Prescribed Cannabinoids for the Treatment of Chronic Pain: Evidence From Project Twenty 21","Schlag AK, Lynskey M, Fayaz A, Athanasiou-Fragkouli A, Brandner B, Haja B, Iveson E, Nutt DJ.","Front Pain Res (Lausanne). 2022 Jun 14;3:891498. doi: 10.3389/fpain.2022.891498. eCollection 2022.","Schlag AK","Front Pain Res (Lausanne)","2022","2022/07/01","PMC9237624","","10.3389/fpain.2022.891498"
