PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"21111385","Characteristics of container labeling in a sample of commonly prescribed children's oral medications","Wallace LS, Keenum AJ, DeVoe JE.","Res Social Adm Pharm. 2010 Dec;6(4):272-9. doi: 10.1016/j.sapharm.2009.10.003. Epub 2009 Dec 7.","Wallace LS","Res Social Adm Pharm","2010","2010/11/30","","","10.1016/j.sapharm.2009.10.003"
"39261762","Antimicrobial resistance profile and associated factors of hospital-acquired gram-negative bacterial pathogens among hospitalized patients in northeast Ethiopia","Tilahun M, Sharew B, Shibabaw A.","BMC Microbiol. 2024 Sep 11;24(1):339. doi: 10.1186/s12866-024-03485-0.","Tilahun M","BMC Microbiol","2024","2024/09/11","PMC11389124","","10.1186/s12866-024-03485-0"
"30267756","Coordination and redox interactions of β-lactam antibiotics with Cu(2+) in physiological settings and the impact on antibacterial activity","Božić B, Korać J, Stanković DM, Stanić M, Romanović M, Pristov JB, Spasić S, Popović-Bijelić A, Spasojević I, Bajčetić M.","Free Radic Biol Med. 2018 Dec;129:279-285. doi: 10.1016/j.freeradbiomed.2018.09.038. Epub 2018 Sep 26.","Božić B","Free Radic Biol Med","2018","2018/09/30","","","10.1016/j.freeradbiomed.2018.09.038"
"38543312","The Physicochemical Compatibility of Sildenafil Injection with Parenteral Medications Used in Neonatal Intensive Care Settings","De Silva DTN, Strunk T, Petrovski M, Page-Sharp M, Moore BR, Batty KT.","Pharmaceutics. 2024 Mar 18;16(3):419. doi: 10.3390/pharmaceutics16030419.","De Silva DTN","Pharmaceutics","2024","2024/03/28","PMC10974670","","10.3390/pharmaceutics16030419"
"12728112","Naturopathic treatment for ear pain in children","Sarrell EM, Cohen HA, Kahan E.","Pediatrics. 2003 May;111(5 Pt 1):e574-9. doi: 10.1542/peds.111.5.e574.","Sarrell EM","Pediatrics","2003","2003/05/03","","","10.1542/peds.111.5.e574"
"22497643","Common bile duct stones in infancy: a medical approach","Nordin N, Alex G, Clarnette T, Stephens N, Oliver M.","J Paediatr Child Health. 2012 Aug;48(8):705-9. doi: 10.1111/j.1440-1754.2012.02452.x. Epub 2012 Apr 12.","Nordin N","J Paediatr Child Health","2012","2012/04/14","","","10.1111/j.1440-1754.2012.02452.x"
"8745021","Increasing incidence of penicillin- and ampicillin-resistant middle ear pathogens","Rodriguez WJ, Schwartz RH, Thorne MM.","Pediatr Infect Dis J. 1995 Dec;14(12):1075-8. doi: 10.1097/00006454-199512000-00009.","Rodriguez WJ","Pediatr Infect Dis J","1995","1995/12/01","","","10.1097/00006454-199512000-00009"
"8881303","[Invasive Pseudomonas aeruginosa and Ecthyma gangrenosum infection in a child without risk factors]","Reymond D, Frey B, Birrer P.","Arch Pediatr. 1996 Jun;3(6):569-72. doi: 10.1016/0929-693x(96)83229-5.","Reymond D","Arch Pediatr","1996","1996/06/01","","","10.1016/0929-693x(96)83229-5"
"19530341","Immune thrombocytopenic purpura-related hemotympanum presenting with hearing loss","Fisgin T, Atmaca S, Duru F, Ozyurek E, Cetin R, Albayrak D.","Blood Coagul Fibrinolysis. 2009 Jun;20(4):303-5. doi: 10.1097/mbc.0b013e32831bec37.","Fisgin T","Blood Coagul Fibrinolysis","2009","2009/06/17","","","10.1097/mbc.0b013e32831bec37"
"22295658","[Are we correctly treating pilonidal disease in children? therapeutic goals beyond preventing recurrence]","González-Temprano N, Sánchez-Vázquez M, Ayuso-González L, Pisón-Chacón J, Pérez-Martínez A.","Cir Pediatr. 2011 Aug;24(3):161-4.","González-Temprano N","Cir Pediatr","2011","2012/02/03","","",""
