PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"14632104","Acute bacterial skin infections in pediatric medicine: current issues in presentation and treatment","Hedrick J.","Paediatr Drugs. 2003;5 Suppl 1:35-46.","Hedrick J","Paediatr Drugs","2003","2003/11/25","","",""
"7806602","Stability of amoxycillin and potassium clavulanate in co-amoxiclav oral suspension","Mehta AC, Hart-Davies S, Payne J, Lacey RW.","J Clin Pharm Ther. 1994 Oct;19(5):313-5. doi: 10.1111/j.1365-2710.1994.tb00818.x.","Mehta AC","J Clin Pharm Ther","1994","1994/10/01","","","10.1111/j.1365-2710.1994.tb00818.x"
"18958497","Study of the acceptability of antibiotic syrups, suspensions, and oral solutions prescribed to pediatric outpatients","Cohen R, de La Rocque F, Lécuyer A, Wollner C, Bodin MJ, Wollner A.","Eur J Pediatr. 2009 Jul;168(7):851-7. doi: 10.1007/s00431-008-0857-0. Epub 2008 Oct 29.","Cohen R","Eur J Pediatr","2009","2008/10/30","","","10.1007/s00431-008-0857-0"
"21420838","[Acceptability, compliance and schedule of administration of oral antibiotics in outpatient children]","Wollner A, Lécuyer A, De La Rocque F, Sedletzki G, Derkx V, Boucherat M, Elbez A, Gelbert-Baudino N, Levy C, Corrard F, Cohen R.","Arch Pediatr. 2011 May;18(5):611-6. doi: 10.1016/j.arcped.2011.02.010. Epub 2011 Mar 21.","Wollner A","Arch Pediatr","2011","2011/03/23","","","10.1016/j.arcped.2011.02.010"
"7970967","Variation in acceptance of common oral antibiotic suspensions","Dagan R, Shvartzman P, Liss Z.","Pediatr Infect Dis J. 1994 Aug;13(8):686-90. doi: 10.1097/00006454-199408000-00002.","Dagan R","Pediatr Infect Dis J","1994","1994/08/01","","","10.1097/00006454-199408000-00002"
"21156107","[Children prefer bottled amoxicillin]","Pottegård A, Hallas J.","Ugeskr Laeger. 2010 Dec 13;172(50):3468-70.","Pottegård A","Ugeskr Laeger","2010","2010/12/16","","",""
"20831530","Study of microbial contamination and dosing accuracy of oral dispensers","Dockhorn S, Feuersenger D, Schuenemann S, Knauf B, Duerr S, Schubert-Zsilavecz M, Abdel-Tawab M.","J Clin Pharm Ther. 2010 Jun;35(3):279-87. doi: 10.1111/j.1365-2710.2009.01082.x.","Dockhorn S","J Clin Pharm Ther","2010","2010/09/14","","","10.1111/j.1365-2710.2009.01082.x"
"2648939","[Treatment of acute otitis media in infants using an amoxicillin-clavulanic acid formulation (in the form of an oral suspension for pediatric use)]","Cohen R, Lebeaut A, Narcy P.","Ann Pediatr (Paris). 1989 Jan;36(1):49-54.","Cohen R","Ann Pediatr (Paris)","1989","1989/01/01","","",""
"15336482","A cost threshold analysis of ciprofloxacin-dexamethasone versus ofloxacin for acute otitis media in pediatric patients with tympanostomy tubes","Roland PS, Pontius A, Michael Wall G, Waycaster CR.","Clin Ther. 2004 Jul;26(7):1168-78. doi: 10.1016/s0149-2918(04)90189-0.","Roland PS","Clin Ther","2004","2004/09/01","","","10.1016/s0149-2918(04)90189-0"
"21699071","Double liposomes mediated dual drug targeting for treatment of Helicobacter pylori infections","Singh DY, Prasad NK.","Pharmazie. 2011 May;66(5):368-73.","Singh DY","Pharmazie","2011","2011/06/25","","",""
