PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28271493","Palatability of a novel oral formulation of prednisone in healthy young adults","Bai S, Dormer N, Shoults C, Meyer A, Pierce CD, Neville KA, Kearns GL.","J Pharm Pharmacol. 2017 Apr;69(4):489-496. doi: 10.1111/jphp.12710. Epub 2017 Mar 8.","Bai S","J Pharm Pharmacol","2017","2017/03/09","PMC5360468","NIHMS848922","10.1111/jphp.12710"
"12670178","Changes in green coffee protein profiles during roasting","Montavon P, Mauron AF, Duruz E.","J Agric Food Chem. 2003 Apr 9;51(8):2335-43. doi: 10.1021/jf020832b.","Montavon P","J Agric Food Chem","2003","2003/04/03","","","10.1021/jf020832b"
"9845093","The measurement of bioreductive capacity of tumor cells using methylene blue","Biaglow JE, Koch CJ, Tuttle SW, Manevich Y, Ayene IS, Bernhard EJ, McKenna WG, Kachur AV.","Int J Radiat Oncol Biol Phys. 1998 Nov 1;42(4):769-73. doi: 10.1016/s0360-3016(98)00313-7.","Biaglow JE","Int J Radiat Oncol Biol Phys","1998","1998/12/09","","","10.1016/s0360-3016(98)00313-7"
"101531","Physiological and morphological observations on Thiovulum sp","Wirsen CO, Jannasch HW.","J Bacteriol. 1978 Nov;136(2):765-74. doi: 10.1128/jb.136.2.765-774.1978.","Wirsen CO","J Bacteriol","1978","1978/11/01","PMC218603","","10.1128/jb.136.2.765-774.1978"
"23786194","Stability of three commonly compounded extemporaneous enrofloxacin suspensions for oral administration to exotic animals","Petritz OA, Guzman DS, Wiebe VJ, Papich MG.","J Am Vet Med Assoc. 2013 Jul 1;243(1):85-90. doi: 10.2460/javma.243.1.85.","Petritz OA","J Am Vet Med Assoc","2013","2013/06/22","","","10.2460/javma.243.1.85"
"608318","Evaluation of a charcoal-sorbitol mixture as an antidote for oral aspirin overdose","Mayersohn M, Perrier D, Picchioni AL.","Clin Toxicol. 1977 Dec;11(5):561-7. doi: 10.3109/15563657708988220.","Mayersohn M","Clin Toxicol","1977","1977/12/01","","","10.3109/15563657708988220"
"15015716","Direct demonstration of nitric oxide formation in organs of rabbits treated by transdermal glyceryl trinitrate using an in vivo spin trapping technique","Clermont G, Lecour S, Vergely C, Zeller M, Perrin C, Maupoil V, Bouchot O, Rochette L.","Fundam Clin Pharmacol. 2003 Dec;17(6):709-15. doi: 10.1046/j.1472-8206.2003.00199.x.","Clermont G","Fundam Clin Pharmacol","2003","2004/03/16","","","10.1046/j.1472-8206.2003.00199.x"
"6383358","Transport of maltose in Saccharomyces cerevisiae. Effect of pH and potassium ions","Loureiro-Dias MC, Peinado JM.","Biochem J. 1984 Sep 1;222(2):293-8. doi: 10.1042/bj2220293.","Loureiro-Dias MC","Biochem J","1984","1984/09/01","PMC1144178","","10.1042/bj2220293"
"18245869","A palatability study of a flavored dexamethasone preparation versus prednisolone liquid in children","Hames H, Seabrook JA, Matsui D, Rieder MJ, Joubert GI.","Can J Clin Pharmacol. 2008 Winter;15(1):e95-8. Epub 2008 Feb 1.","Hames H","Can J Clin Pharmacol","2008","2008/02/05","","",""
"21894724","[Gastric acid suppression of a new oral powder omeprazole suspension for infants with gastroesophageal reflux disease. A pilot study]","Orsi M, Donato G, Busoni V, Naisberg G, Caruso N.","Acta Gastroenterol Latinoam. 2011 Jun;41(2):111-8.","Orsi M","Acta Gastroenterol Latinoam","2011","2011/09/08","","",""
"8069583","The application of solid dispersion technique with D-mannitol to the improvement in oral absorption of triamterene","Arias MJ, Gines JM, Moyano JR, Rabasco AM.","J Drug Target. 1994;2(1):45-51. doi: 10.3109/10611869409015892.","Arias MJ","J Drug Target","1994","1994/01/01","","","10.3109/10611869409015892"
"19722915","Innovation of novel sustained release compression-coated tablets for lornoxicam: formulation and in vitro investigations","Hamza Yel-S, Aburahma MH.","Drug Dev Ind Pharm. 2010 Mar;36(3):337-49. doi: 10.1080/03639040903170768.","Hamza Yel-S","Drug Dev Ind Pharm","2010","2009/09/03","","","10.1080/03639040903170768"
"1086361","Osmotic reflextion coefficients of capillary walls to low molecular weight hydrophilic solutes measured in single perfused capillaries of the frog mesentery","Curry FE, Michel CC, Mason JC.","J Physiol. 1976 Oct;261(2):319-36. doi: 10.1113/jphysiol.1976.sp011561.","Curry FE","J Physiol","1976","1976/10/01","PMC1309144","","10.1113/jphysiol.1976.sp011561"
"1812318","[Oral administration of activated charcoal-sorbitol suspension as first aid in prevention of poison resorption?]","Eyer P, Sprenger M.","Klin Wochenschr. 1991 Nov 26;69(19):887-94. doi: 10.1007/BF01649564.","Eyer P","Klin Wochenschr","1991","1991/11/26","","","10.1007/BF01649564"
"8345001","Pharmacokinetics of fusidic acid after a single dose of a new paediatric suspension","Bourget P, Duhamel JF, Sørensen H, Roiron R.","J Clin Pharm Ther. 1993 Jun;18(3):171-7. doi: 10.1111/j.1365-2710.1993.tb00608.x.","Bourget P","J Clin Pharm Ther","1993","1993/06/01","","","10.1111/j.1365-2710.1993.tb00608.x"
"3454614","[Amaranth: a technological alternative in child nutrition]","Imeri AG, Elías LG, Bressani R.","Arch Latinoam Nutr. 1987 Mar;37(1):147-59.","Imeri AG","Arch Latinoam Nutr","1987","1987/03/01","","",""
"3430460","Capacitation- and fertilization-related alterations in mouse sperm oxygen consumption","Fraser LR, Lane MR.","J Reprod Fertil. 1987 Nov;81(2):385-93. doi: 10.1530/jrf.0.0810385.","Fraser LR","J Reprod Fertil","1987","1987/11/01","","","10.1530/jrf.0.0810385"
