PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26103095","Defining success with HIV pre-exposure prophylaxis: a prevention-effective adherence paradigm","Haberer JE, Bangsberg DR, Baeten JM, Curran K, Koechlin F, Amico KR, Anderson P, Mugo N, Venter F, Goicochea P, Caceres C, O'Reilly K.","AIDS. 2015 Jul 17;29(11):1277-85. doi: 10.1097/QAD.0000000000000647.","Haberer JE","AIDS","2015","2015/06/24","PMC4480436","NIHMS671261","10.1097/QAD.0000000000000647"
"34452331","Role of Viral Protein U (Vpu) in HIV-1 Infection and Pathogenesis","Khan N, Geiger JD.","Viruses. 2021 Jul 27;13(8):1466. doi: 10.3390/v13081466.","Khan N","Viruses","2021","2021/08/28","PMC8402909","","10.3390/v13081466"
"37698802","Medical mistrust as a barrier to HIV prevention and care","El-Krab R, Brousseau N, Kalichman SC.","J Behav Med. 2023 Dec;46(6):897-911. doi: 10.1007/s10865-023-00417-7. Epub 2023 Sep 12.","El-Krab R","J Behav Med","2023","2023/09/12","","","10.1007/s10865-023-00417-7"
"34191532","1981-2021: HIV and Our World","Landers S, Kapadia F, Bowleg L.","Am J Public Health. 2021 Jul;111(7):1180-1182. doi: 10.2105/AJPH.2021.306360. Epub 2021 Jun 30.","Landers S","Am J Public Health","2021","2021/06/30","PMC8493161","","10.2105/AJPH.2021.306360"
"26793265","Sexually transmitted infections and pre-exposure prophylaxis: challenges and opportunities among men who have sex with men in the US","Scott HM, Klausner JD.","AIDS Res Ther. 2016 Jan 19;13:5. doi: 10.1186/s12981-016-0089-8. eCollection 2016.","Scott HM","AIDS Res Ther","2016","2016/01/22","PMC4719214","","10.1186/s12981-016-0089-8"
"31800270","Leveraging Medicaid to Enhance Preexposure Prophylaxis Implementation Efforts and Ending the HIV Epidemic","Chan PA, Seiler N, Chu CT.","Am J Public Health. 2020 Jan;110(1):65-66. doi: 10.2105/AJPH.2019.305416.","Chan PA","Am J Public Health","2020","2019/12/05","PMC6893350","","10.2105/AJPH.2019.305416"
"31965523","On-Demand Oral Pre-exposure Prophylaxis with Tenofovir/Emtricitabine: What Every Clinician Needs to Know","Saberi P, Scott HM.","J Gen Intern Med. 2020 Apr;35(4):1285-1288. doi: 10.1007/s11606-020-05651-2. Epub 2020 Jan 21.","Saberi P","J Gen Intern Med","2020","2020/01/23","PMC7174437","","10.1007/s11606-020-05651-2"
"22156901","Tenofovir-based pre-exposure prophylaxis for HIV prevention: evolving evidence","Celum C, Baeten JM.","Curr Opin Infect Dis. 2012 Feb;25(1):51-7. doi: 10.1097/QCO.0b013e32834ef5ef.","Celum C","Curr Opin Infect Dis","2012","2011/12/14","PMC3266126","NIHMS348495","10.1097/QCO.0b013e32834ef5ef"
"32221469","Potential Impact of Targeted HIV Pre-Exposure Prophylaxis Uptake Among Male Sex Workers","Goedel WC, Mimiaga MJ, King MRF, Safren SA, Mayer KH, Chan PA, Marshall BDL, Biello KB.","Sci Rep. 2020 Mar 27;10(1):5650. doi: 10.1038/s41598-020-62694-5.","Goedel WC","Sci Rep","2020","2020/03/30","PMC7101419","","10.1038/s41598-020-62694-5"
"23221365","Antiretroviral-based HIV-1 prevention: antiretroviral treatment and pre-exposure prophylaxis","Celum C, Baeten JM.","Antivir Ther. 2012;17(8):1483-93. doi: 10.3851/IMP2492. Epub 2012 Dec 7.","Celum C","Antivir Ther","2012","2012/12/11","PMC3531985","NIHMS429706","10.3851/IMP2492"
"36973419","Monocyte-derived macrophages contain persistent latent HIV reservoirs","Veenhuis RT, Abreu CM, Costa PAG, Ferreira EA, Ratliff J, Pohlenz L, Shirk EN, Rubin LH, Blankson JN, Gama L, Clements JE.","Nat Microbiol. 2023 May;8(5):833-844. doi: 10.1038/s41564-023-01349-3. Epub 2023 Mar 27.","Veenhuis RT","Nat Microbiol","2023","2023/03/27","PMC10159852","NIHMS1891209","10.1038/s41564-023-01349-3"
"34623888","Provider Comfort with Prescribing HIV Pre-Exposure Prophylaxis to Adolescents","Pina P, Taggart T, Sanchez Acosta M, Eweka I, Muñoz-Laboy M, Albritton T.","AIDS Patient Care STDS. 2021 Oct;35(10):411-417. doi: 10.1089/apc.2021.0045.","Pina P","AIDS Patient Care STDS","2021","2021/10/08","PMC8665811","","10.1089/apc.2021.0045"
"25216985","Combination HIV prevention interventions: the potential of integrated behavioral and biomedical approaches","Brown JL, Sales JM, DiClemente RJ.","Curr HIV/AIDS Rep. 2014 Dec;11(4):363-75. doi: 10.1007/s11904-014-0228-6.","Brown JL","Curr HIV/AIDS Rep","2014","2014/09/14","PMC4358895","NIHMS628286","10.1007/s11904-014-0228-6"
"32347446","Artificial Intelligence and Machine Learning for HIV Prevention: Emerging Approaches to Ending the Epidemic","Marcus JL, Sewell WC, Balzer LB, Krakower DS.","Curr HIV/AIDS Rep. 2020 Jun;17(3):171-179. doi: 10.1007/s11904-020-00490-6.","Marcus JL","Curr HIV/AIDS Rep","2020","2020/04/30","PMC7260108","NIHMS1589053","10.1007/s11904-020-00490-6"
"20679759","Periconception pre-exposure prophylaxis to prevent HIV transmission: benefits, risks, and challenges to implementation","Matthews LT, Baeten JM, Celum C, Bangsberg DR.","AIDS. 2010 Aug 24;24(13):1975-82. doi: 10.1097/QAD.0b013e32833bedeb.","Matthews LT","AIDS","2010","2010/08/04","PMC3773599","NIHMS496697","10.1097/QAD.0b013e32833bedeb"
"18447615","Antiretroviral therapy and central nervous system HIV type 1 infection","Price RW, Spudich S.","J Infect Dis. 2008 May 15;197 Suppl 3(Suppl 3):S294-306. doi: 10.1086/533419.","Price RW","J Infect Dis","2008","2008/06/14","PMC2628635","NIHMS78870","10.1086/533419"
"32105164","Interest and Knowledge of HIV Pre-Exposure Prophylaxis in a Unified Jail and Prison Setting","Brinkley-Rubinstein L, Crowley C, Montgomery MC, Peterson M, Zaller N, Martin R, Clarke J, Dubey M, Chan PA.","J Correct Health Care. 2020 Jan;26(1):36-41. doi: 10.1177/1078345819897405. Epub 2020 Feb 27.","Brinkley-Rubinstein L","J Correct Health Care","2020","2020/02/28","","","10.1177/1078345819897405"
"18780234","Neuronal injury in simian immunodeficiency virus and other animal models of neuroAIDS","Crews L, Lentz MR, Gonzalez RG, Fox HS, Masliah E.","J Neurovirol. 2008 Aug;14(4):327-39. doi: 10.1080/13550280802132840.","Crews L","J Neurovirol","2008","2008/09/10","PMC2562423","NIHMS70071","10.1080/13550280802132840"
"33219492","Addressing Unhealthy Alcohol Use and the HIV Pre-exposure Prophylaxis Care Continuum in Primary Care: A Scoping Review","Oldfield BJ, Edelman EJ.","AIDS Behav. 2021 Jun;25(6):1777-1789. doi: 10.1007/s10461-020-03107-6. Epub 2020 Nov 20.","Oldfield BJ","AIDS Behav","2021","2020/11/21","PMC8084877","NIHMS1648817","10.1007/s10461-020-03107-6"
"31517525","Improving the Youth HIV Prevention and Care Cascades: Innovative Designs in the Adolescent Trials Network for HIV/AIDS Interventions","Naar S, Hudgens MG, Brookmeyer R, Idalski Carcone A, Chapman J, Chowdhury S, Ciaranello A, Comulada WS, Ghosh S, Horvath KJ, Ingram L, LeGrand S, Reback CJ, Simpson K, Stanton B, Starks T, Swendeman D.","AIDS Patient Care STDS. 2019 Sep;33(9):388-398. doi: 10.1089/apc.2019.0095.","Naar S","AIDS Patient Care STDS","2019","2019/09/14","PMC6745528","","10.1089/apc.2019.0095"
"28060019","Defining the HIV pre-exposure prophylaxis care continuum","Nunn AS, Brinkley-Rubinstein L, Oldenburg CE, Mayer KH, Mimiaga M, Patel R, Chan PA.","AIDS. 2017 Mar 13;31(5):731-734. doi: 10.1097/QAD.0000000000001385.","Nunn AS","AIDS","2017","2017/01/07","PMC5333727","","10.1097/QAD.0000000000001385"
"19472057","Functional consequences of HIV-associated neuropsychological impairment","Gorman AA, Foley JM, Ettenhofer ML, Hinkin CH, van Gorp WG.","Neuropsychol Rev. 2009 Jun;19(2):186-203. doi: 10.1007/s11065-009-9095-0. Epub 2009 May 27.","Gorman AA","Neuropsychol Rev","2009","2009/05/28","PMC2871666","NIHMS197466","10.1007/s11065-009-9095-0"
"34114166","Characterizing the Impact of COVID-19 on Pre-Exposure Prophylaxis (PrEP) Care","Rogers BG, Tao J, Maynard M, Chu C, Silva E, Toma E, Nagel K, Napoleon S, Chan PA.","AIDS Behav. 2021 Nov;25(11):3754-3757. doi: 10.1007/s10461-021-03337-2. Epub 2021 Jun 10.","Rogers BG","AIDS Behav","2021","2021/06/11","PMC8191705","","10.1007/s10461-021-03337-2"
"29084044","Evolving Models and Ongoing Challenges for HIV Preexposure Prophylaxis Implementation in the United States","Mayer KH, Chan PA, R Patel R, Flash CA, Krakower DS.","J Acquir Immune Defic Syndr. 2018 Feb 1;77(2):119-127. doi: 10.1097/QAI.0000000000001579.","Mayer KH","J Acquir Immune Defic Syndr","2018","2017/10/31","PMC5762416","NIHMS914941","10.1097/QAI.0000000000001579"
"35142705","Underdetection of pre-existing HIV/AIDS during psychiatric hospitalizations","Mangurian C, Dahiya P, Goldman ML, Corbeil T, Wall MM, Essock SM, Dixon LB, Tang F, Frimpong E, Mascayano F, Radigan M, Wang R, Olfson M, Smith TE.","AIDS. 2022 Jun 1;36(7):1031-1037. doi: 10.1097/QAD.0000000000003190. Epub 2022 Feb 9.","Mangurian C","AIDS","2022","2022/02/10","PMC9167207","NIHMS1778516","10.1097/QAD.0000000000003190"
"33575901","Community Belonging and Attitudes Towards HIV Pre-Exposure Prophylaxis (PrEP) Among Transgender Women","D'Avanzo PA, Bass SB, Kelly PJ, Brajuha J, Gutierrez-Mock L, Sevelius J.","AIDS Behav. 2021 Sep;25(9):2728-2742. doi: 10.1007/s10461-021-03183-2. Epub 2021 Feb 11.","D'Avanzo PA","AIDS Behav","2021","2021/02/12","PMC8355232","NIHMS1702089","10.1007/s10461-021-03183-2"
"23570851","HIV-1 prevention with ART and PrEP: mathematical modeling insights into resistance, effectiveness, and public health impact","Celum C, Hallett TB, Baeten JM.","J Infect Dis. 2013 Jul 15;208(2):189-91. doi: 10.1093/infdis/jit154. Epub 2013 Apr 9.","Celum C","J Infect Dis","2013","2013/04/11","PMC3685227","","10.1093/infdis/jit154"
"26270691","Applying a PrEP Continuum of Care for Men Who Have Sex With Men in Atlanta, Georgia","Kelley CF, Kahle E, Siegler A, Sanchez T, Del Rio C, Sullivan PS, Rosenberg ES.","Clin Infect Dis. 2015 Nov 15;61(10):1590-7. doi: 10.1093/cid/civ664. Epub 2015 Aug 13.","Kelley CF","Clin Infect Dis","2015","2015/08/14","PMC4614414","","10.1093/cid/civ664"
"31688333","The only way is up: priorities for implementing long-acting antiretrovirals for HIV prevention and treatment","Castor D, Meyers K, Allen S.","Curr Opin HIV AIDS. 2020 Jan;15(1):73-80. doi: 10.1097/COH.0000000000000601.","Castor D","Curr Opin HIV AIDS","2020","2019/11/06","PMC6903331","","10.1097/COH.0000000000000601"
"21286833","Mitogen-activated protein kinase p38 in HIV infection and associated brain injury","Medders KE, Kaul M.","J Neuroimmune Pharmacol. 2011 Jun;6(2):202-15. doi: 10.1007/s11481-011-9260-0. Epub 2011 Feb 1.","Medders KE","J Neuroimmune Pharmacol","2011","2011/02/03","PMC3690763","NIHMS476482","10.1007/s11481-011-9260-0"
"31509603","Pre-exposure Prophylaxis Persistence Is a Critical Issue in PrEP Implementation","Spinelli MA, Buchbinder SP.","Clin Infect Dis. 2020 Jul 27;71(3):583-585. doi: 10.1093/cid/ciz896.","Spinelli MA","Clin Infect Dis","2020","2019/09/12","PMC7384308","","10.1093/cid/ciz896"
"37249729","Using Motivational Interviewing to Increase HIV PrEP Initiation and Adherence: a Scoping Review","Dangerfield DT 2nd, Davis G, Pandian V, Anderson JN.","Prev Sci. 2023 Oct;24(7):1365-1375. doi: 10.1007/s11121-023-01554-w. Epub 2023 May 30.","Dangerfield DT 2nd","Prev Sci","2023","2023/05/30","PMC10575988","","10.1007/s11121-023-01554-w"
"2181001","Human immunodeficiency virus-type 1 (HIV-1) and the brain","Grant I, Heaton RK.","J Consult Clin Psychol. 1990 Feb;58(1):22-30. doi: 10.1037//0022-006x.58.1.22.","Grant I","J Consult Clin Psychol","1990","1990/02/01","","","10.1037//0022-006x.58.1.22"
"30114997","Lessons from a decade of voluntary medical male circumcision implementation and their application to HIV pre-exposure prophylaxis scale up","Reed JB, Patel RR, Baggaley R.","Int J STD AIDS. 2018 Dec;29(14):1432-1443. doi: 10.1177/0956462418787896. Epub 2018 Aug 16.","Reed JB","Int J STD AIDS","2018","2018/08/18","PMC6287252","","10.1177/0956462418787896"
"36044375","Animal models for studies of HIV-1 brain reservoirs","Waight E, Zhang C, Mathews S, Kevadiya BD, Lloyd KCK, Gendelman HE, Gorantla S, Poluektova LY, Dash PK.","J Leukoc Biol. 2022 Nov;112(5):1285-1295. doi: 10.1002/JLB.5VMR0322-161R. Epub 2022 Aug 31.","Waight E","J Leukoc Biol","2022","2022/08/31","PMC9804185","","10.1002/JLB.5VMR0322-161R"
"36029425","Development and Validation of the Youth Pre-Exposure Prophylaxis (PrEP) Stigma Scale","Budhwani H, Yiğit İ, Maragh-Bass AC, Rainer CB, Claude K, Muessig KE, Hightow-Weidman LB.","AIDS Behav. 2023 Mar;27(3):929-938. doi: 10.1007/s10461-022-03829-9. Epub 2022 Aug 27.","Budhwani H","AIDS Behav","2023","2022/08/27","PMC9968821","NIHMS1859685","10.1007/s10461-022-03829-9"
"29020235","Redefining Human Immunodeficiency Virus (HIV) Preexposure Prophylaxis Failures","Marcus JL, Hurley LB, Nguyen DP, Silverberg MJ, Volk JE.","Clin Infect Dis. 2017 Oct 30;65(10):1768-1769. doi: 10.1093/cid/cix593.","Marcus JL","Clin Infect Dis","2017","2017/10/12","PMC5849999","","10.1093/cid/cix593"
"29977959","Provider Adherence to Pre-exposure Prophylaxis Monitoring Guidelines in a Large Primary Care Network","Spinelli MA, Scott HM, Vittinghoff E, Liu AY, Morehead-Gee A, Gonzalez R, Buchbinder SP.","Open Forum Infect Dis. 2018 May 4;5(6):ofy099. doi: 10.1093/ofid/ofy099. eCollection 2018 Jun.","Spinelli MA","Open Forum Infect Dis","2018","2018/07/07","PMC6016415","","10.1093/ofid/ofy099"
"32048078","Understanding PrEP Persistence: Provider and Patient Perspectives","Laborde ND, Kinley PM, Spinelli M, Vittinghoff E, Whitacre R, Scott HM, Buchbinder SP.","AIDS Behav. 2020 Sep;24(9):2509-2519. doi: 10.1007/s10461-020-02807-3.","Laborde ND","AIDS Behav","2020","2020/02/13","PMC8054778","NIHMS1688187","10.1007/s10461-020-02807-3"
"20690259","HIV/AIDS-related stigma and discrimination in Nigeria: review of research studies and future directions for prevention strategies","Monjok E, Smesny A, Essien EJ.","Afr J Reprod Health. 2009 Sep;13(3):21-35.","Monjok E","Afr J Reprod Health","2009","2010/08/10","PMC2919838","NIHMS144303",""
"7818808","Prevention of HIV infection","Choi KH, Coates TJ.","AIDS. 1994 Oct;8(10):1371-89. doi: 10.1097/00002030-199410000-00003.","Choi KH","AIDS","1994","1994/10/01","","","10.1097/00002030-199410000-00003"
"31644481","Long-acting injectable cabotegravir for the prevention of HIV infection","Clement ME, Kofron R, Landovitz RJ.","Curr Opin HIV AIDS. 2020 Jan;15(1):19-26. doi: 10.1097/COH.0000000000000597.","Clement ME","Curr Opin HIV AIDS","2020","2019/10/24","PMC7382946","NIHMS1575634","10.1097/COH.0000000000000597"
"3331119","AIDS dementia: a review of the literature","Perry S, Marotta RF.","Alzheimer Dis Assoc Disord. 1987;1(4):221-35. doi: 10.1097/00002093-198701040-00002.","Perry S","Alzheimer Dis Assoc Disord","1987","1987/01/01","","","10.1097/00002093-198701040-00002"
"30649635","Experiences of Anticipated and Enacted Pre-exposure Prophylaxis (PrEP) Stigma Among Latino MSM in Los Angeles","Brooks RA, Landrian A, Nieto O, Fehrenbacher A.","AIDS Behav. 2019 Jul;23(7):1964-1973. doi: 10.1007/s10461-019-02397-9.","Brooks RA","AIDS Behav","2019","2019/01/17","PMC6571053","NIHMS1518895","10.1007/s10461-019-02397-9"
"33617771","The persistent and evolving HIV epidemic in American men who have sex with men","Mayer KH, Nelson L, Hightow-Weidman L, Mimiaga MJ, Mena L, Reisner S, Daskalakis D, Safren SA, Beyrer C, Sullivan PS.","Lancet. 2021 Mar 20;397(10279):1116-1126. doi: 10.1016/S0140-6736(21)00321-4. Epub 2021 Feb 19.","Mayer KH","Lancet","2021","2021/02/22","PMC9639667","NIHMS1840449","10.1016/S0140-6736(21)00321-4"
"30993479","Barriers and Facilitators of PrEP Adherence for Young Men and Transgender Women of Color","Wood S, Gross R, Shea JA, Bauermeister JA, Franklin J, Petsis D, Swyryn M, Lalley-Chareczko L, Koenig HC, Dowshen N.","AIDS Behav. 2019 Oct;23(10):2719-2729. doi: 10.1007/s10461-019-02502-y.","Wood S","AIDS Behav","2019","2019/04/18","PMC6790163","NIHMS1527152","10.1007/s10461-019-02502-y"
"33216244","Tailored HIV Pre-exposure Prophylaxis (PrEP) Intervention Needs from a Latent Class Analysis Among U.S. Healthcare Providers","John SA, Walsh JL, Pleuhs B, Wesche R, Quinn KG, Petroll AE.","AIDS Behav. 2021 Jun;25(6):1751-1760. doi: 10.1007/s10461-020-03105-8. Epub 2020 Nov 20.","John SA","AIDS Behav","2021","2020/11/20","PMC8084873","NIHMS1648826","10.1007/s10461-020-03105-8"
"26491256","Maraviroc: a review of its use in HIV infection and beyond","Woollard SM, Kanmogne GD.","Drug Des Devel Ther. 2015 Oct 1;9:5447-68. doi: 10.2147/DDDT.S90580. eCollection 2015.","Woollard SM","Drug Des Devel Ther","2015","2015/10/23","PMC4598208","","10.2147/DDDT.S90580"
"9336715","Psychobiology of HIV infection","Cole SW, Kemeny ME.","Crit Rev Neurobiol. 1997;11(4):289-321. doi: 10.1615/critrevneurobiol.v11.i4.30.","Cole SW","Crit Rev Neurobiol","1997","1997/01/01","","","10.1615/critrevneurobiol.v11.i4.30"
"24679634","HIV pre-exposure prophylaxis for people who inject drugs: a review of current results and an agenda for future research","Escudero DJ, Lurie MN, Kerr T, Howe CJ, Marshall BD.","J Int AIDS Soc. 2014 Mar 27;17(1):18899. doi: 10.7448/IAS.17.1.18899. eCollection 2014.","Escudero DJ","J Int AIDS Soc","2014","2014/04/01","PMC3969508","","10.7448/IAS.17.1.18899"
"30332309","PrEP Continuation, HIV and STI Testing Rates, and Delivery of Preventive Care in a Clinic-Based Cohort","Hevey MA, Walsh JL, Petroll AE.","AIDS Educ Prev. 2018 Oct;30(5):393-405. doi: 10.1521/aeap.2018.30.5.393.","Hevey MA","AIDS Educ Prev","2018","2018/10/18","PMC6535209","NIHMS1022128","10.1521/aeap.2018.30.5.393"
"7795068","Cytomegalovirus infections of the nervous system in patients with AIDS","McCutchan JA.","Clin Infect Dis. 1995 Apr;20(4):747-54. doi: 10.1093/clinids/20.4.747.","McCutchan JA","Clin Infect Dis","1995","1995/04/01","","","10.1093/clinids/20.4.747"
"30874995","Racial and Ethnic Disparities in HIV Pre-exposure Prophylaxis Awareness Among Men Who have Sex with Men","Raifman J, Dean LT, Montgomery MC, Almonte A, Arrington-Sanders R, Stein MD, Nunn AS, Sosnowy CD, Chan PA.","AIDS Behav. 2019 Oct;23(10):2706-2709. doi: 10.1007/s10461-019-02462-3.","Raifman J","AIDS Behav","2019","2019/03/16","PMC6744997","NIHMS1524002","10.1007/s10461-019-02462-3"
"31401755","HIV-1 Tat-Induced Astrocytic Extracellular Vesicle miR-7 Impairs Synaptic Architecture","Hu G, Niu F, Liao K, Periyasamy P, Sil S, Liu J, Dravid SM, Buch S.","J Neuroimmune Pharmacol. 2020 Sep;15(3):538-553. doi: 10.1007/s11481-019-09869-8. Epub 2019 Aug 10.","Hu G","J Neuroimmune Pharmacol","2020","2019/08/12","PMC7008083","NIHMS1537055","10.1007/s11481-019-09869-8"
"30689766","US Guideline Criteria for Human Immunodeficiency Virus Preexposure Prophylaxis: Clinical Considerations and Caveats","Calabrese SK, Krakower DS, Willie TC, Kershaw TS, Mayer KH.","Clin Infect Dis. 2019 Aug 16;69(5):884-889. doi: 10.1093/cid/ciz046.","Calabrese SK","Clin Infect Dis","2019","2019/01/29","PMC7320075","","10.1093/cid/ciz046"
"26895248","Metabolic profiling during HIV-1 and HIV-2 infection of primary human monocyte-derived macrophages","Hollenbaugh JA, Montero C, Schinazi RF, Munger J, Kim B.","Virology. 2016 Apr;491:106-14. doi: 10.1016/j.virol.2016.01.023. Epub 2016 Feb 16.","Hollenbaugh JA","Virology","2016","2016/02/20","PMC4834987","NIHMS777263","10.1016/j.virol.2016.01.023"
"28256421","Improving HIV prevention and care for African GBMSM","Graham SM, Harper GW.","Lancet HIV. 2017 Jun;4(6):e234-e236. doi: 10.1016/S2352-3018(17)30020-6. Epub 2017 Mar 1.","Graham SM","Lancet HIV","2017","2017/03/04","","","10.1016/S2352-3018(17)30020-6"
"16034275","Youths and HIV/AIDS: psychiatry's role in a changing epidemic","Donenberg GR, Pao M.","J Am Acad Child Adolesc Psychiatry. 2005 Aug;44(8):728-47. doi: 10.1097/01.chi.0000166381.68392.02.","Donenberg GR","J Am Acad Child Adolesc Psychiatry","2005","2005/07/22","PMC1634829","NIHMS4399","10.1097/01.chi.0000166381.68392.02"
"35135437","Pre-exposure prophylaxis as an opportunity for engagement in HIV prevention among South African adolescents","LoVette A, Kuo C, Giovenco D, Hoare J, Underhill K, Operario D.","SAHARA J. 2022 Dec;19(1):1-7. doi: 10.1080/17290376.2021.2016479.","LoVette A","SAHARA J","2022","2022/02/09","PMC8843204","","10.1080/17290376.2021.2016479"
