,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
2013,36583891,Evaluation of hair structural abnormalities in children with different neurological diseases,"Sevinç SH, Işıkay S.",Turk J Pediatr. 2022;64(6):1086-1105. doi: 10.24953/turkjped.2022.221.,Sevinç SH,Turk J Pediatr,2022,2022/12/30,,,10.24953/turkjped.2022.221
2014,23929081,"Persistent fetal vasculature: ocular features, management of cataract and outcomes","Tartarella MB, Takahagi RU, Braga AP, Fortes Filho JB.",Arq Bras Oftalmol. 2013 May-Jun;76(3):185-8. doi: 10.1590/s0004-27492013000300011.,Tartarella MB,Arq Bras Oftalmol,2013,2013/08/10,,,10.1590/s0004-27492013000300011
2015,30608445,A novel variation of SERPINC1 caused deep venous thrombosis in a Chinese family: A case report,"Peng Y, Wang T, Zheng Y, Lian A, Zhang D, Xiong Z, Hu Z, Xia K, Shu C.",Medicine (Baltimore). 2019 Jan;98(1):e13999. doi: 10.1097/MD.0000000000013999.,Peng Y,Medicine (Baltimore),2019,2019/01/05,PMC6344114,,10.1097/MD.0000000000013999
2016,33763826,Refined ultrasonographic criteria for sinusoidal obstruction syndrome after hematopoietic stem cell transplantation,"Nishida M, Sugita J, Takahashi S, Iwai T, Sato M, Kudo Y, Omotehara S, Horie T, Sakano R, Shibuya H, Yokota I, Iguchi A, Teshima T.",Int J Hematol. 2021 Jul;114(1):94-101. doi: 10.1007/s12185-021-03137-3. Epub 2021 Mar 24.,Nishida M,Int J Hematol,2021,2021/03/25,,,10.1007/s12185-021-03137-3
2017,18434819,Immediate or delayed nasal reconstruction in infant after subtotal amputation? Nasal reconstruction with forehead flap in a 2-year-old child,"Kadlub N, Persing JA, Shin JH.",Ann Plast Surg. 2008 May;60(5):487-90. doi: 10.1097/SAP.0b013e31816f85b6.,Kadlub N,Ann Plast Surg,2008,2008/04/25,,,10.1097/SAP.0b013e31816f85b6
2018,31559928,Exogenous Keratinocyte Growth Factor Is Not Required for Pigmentation of Skin Substitutes with Three Isogeneic Cell Types,"Boyce ST, Supp DM, Lloyd CM.",Tissue Eng Part A. 2020 Feb;26(3-4):214-224. doi: 10.1089/ten.TEA.2019.0203. Epub 2019 Nov 1.,Boyce ST,Tissue Eng Part A,2020,2019/09/28,,,10.1089/ten.TEA.2019.0203
2019,15078807,Multimedia articles. Images in cardiovascular medicine. Cervical origin of the subclavian artery: imaging of a rare but clinically relevant anomaly,"Greil GF, Kuettner A, Sieverding L, Schoebinger M, Meinzer HP, Rauch R, Schaefer JF, Claussen CD, Hofbeck M.",Circulation. 2004 Apr 13;109(14):e177-8. doi: 10.1161/01.CIR.0000121564.12555.8B.,Greil GF,Circulation,2004,2004/04/14,,,10.1161/01.CIR.0000121564.12555.8B
2020,17923215,Preoperative evaluation of the aberrant artery in intralobar pulmonary sequestration using multidetector computed tomography angiography,"Fumino S, Iwai N, Kimura O, Ono S, Higuchi K.",J Pediatr Surg. 2007 Oct;42(10):1776-9. doi: 10.1016/j.jpedsurg.2007.07.028.,Fumino S,J Pediatr Surg,2007,2007/10/10,,,10.1016/j.jpedsurg.2007.07.028
2021,8071458,The diverticular jet effect: color Doppler differentiation of bladder diverticula from other pelvic fluid collections,"Weingardt JP, Nemcek AA Jr, Miljkovic SC.",J Clin Ultrasound. 1994 Jul-Aug;22(6):397-400. doi: 10.1002/jcu.1870220607.,Weingardt JP,J Clin Ultrasound,1994,1994/07/01,,,10.1002/jcu.1870220607
2022,33657982,"""You never stop being a social worker:"" Experiences of pediatric hospital social workers during the acute phase of the COVID-19 pandemic","Ross AM, Schneider S, Muneton-Castano YF, Caldas AA, Boskey ER.",Soc Work Health Care. 2021;60(1):8-29. doi: 10.1080/00981389.2021.1885565. Epub 2021 Mar 4.,Ross AM,Soc Work Health Care,2021,2021/03/04,,,10.1080/00981389.2021.1885565
2023,26628439,Serum Vitamin D Depends Less on Latitude Than on Skin Color and Dietary Intake During Early Winter in Northern Europe,"Åkeson PK, Lind T, Hernell O, Silfverdal SA, Öhlund I.",J Pediatr Gastroenterol Nutr. 2016 Apr;62(4):643-9. doi: 10.1097/MPG.0000000000001028.,Åkeson PK,J Pediatr Gastroenterol Nutr,2016,2015/12/03,,,10.1097/MPG.0000000000001028
2024,5173315,The genetics of human hair growth,Porter PS.,Birth Defects Orig Artic Ser. 1971 Jun;7(8):69-85.,Porter PS,Birth Defects Orig Artic Ser,1971,1971/06/01,,,
2025,31093817,Program Capacity to Deliver Prevention Services to Children of Adult Clients Receiving Substance Use Disorder Treatment,"Guerrero EG, Padwa H, Serret V, Rico M, Hunter S, Gelberg L.",J Prim Prev. 2019 Jun;40(3):343-355. doi: 10.1007/s10935-019-00551-6.,Guerrero EG,J Prim Prev,2019,2019/05/17,PMC6602049,NIHMS1529364,10.1007/s10935-019-00551-6
2026,27515575,Hypopigmented mycosis fungoides: a retrospective clinicohistopathologic study,"Rodney IJ, Kindred C, Angra K, Qutub ON, Villanueva AR, Halder RM.",J Eur Acad Dermatol Venereol. 2017 May;31(5):808-814. doi: 10.1111/jdv.13843. Epub 2016 Aug 12.,Rodney IJ,J Eur Acad Dermatol Venereol,2017,2016/08/13,,,10.1111/jdv.13843
2027,28393618,Regulatory B Cells Are Functionally Impaired in Patients Having Hemophilia A With Inhibitors,"Boulassel MR, Al-Ghonimi M, Al-Balushi B, Al-Naamani A, Al-Qarni Z, Wali Y, Elshinawy M, Al-Shezawi M, Khan H, Nazir H, Khater D, Pathare A, Al-Kindi S.",Clin Appl Thromb Hemost. 2018 May;24(4):618-624. doi: 10.1177/1076029617702244. Epub 2017 Apr 10.,Boulassel MR,Clin Appl Thromb Hemost,2018,2017/04/11,PMC6714706,,10.1177/1076029617702244
2028,22043775,Clinical features and outcome of childhood optic neuritis at Queen Sirikit National Institute of Child Health,"Sri-udomkajorn S, Pongwatcharaporn K.",J Med Assoc Thai. 2011 Aug;94 Suppl 3:S189-94.,Sri-udomkajorn S,J Med Assoc Thai,2011,2011/11/03,,,
2029,26285894,Ureteric patency after Deflux® injection for the treatment of vesicoureteric reflux in children confirmed by a novel epidural catheter-assisted endoscopic technique,"Okawada M, Shibuya S, Doi T, Miyano G, Koga H, Lane GJ, Okazaki T, Yamataka A.",Pediatr Surg Int. 2015 Oct;31(10):977-82. doi: 10.1007/s00383-015-3778-9. Epub 2015 Aug 19.,Okawada M,Pediatr Surg Int,2015,2015/08/20,,,10.1007/s00383-015-3778-9
2030,32532641,Executive dysfunction in medication-naïve children with ADHD: A multi-modal fNIRS and EEG study,"Kaga Y, Ueda R, Tanaka M, Kita Y, Suzuki K, Okumura Y, Egashira Y, Shirakawa Y, Mitsuhashi S, Kitamura Y, Nakagawa E, Yamashita Y, Inagaki M.",Brain Dev. 2020 Sep;42(8):555-563. doi: 10.1016/j.braindev.2020.05.007. Epub 2020 Jun 10.,Kaga Y,Brain Dev,2020,2020/06/14,,,10.1016/j.braindev.2020.05.007
2031,38175925,Visual function and retinal thickness in children with type 1 diabetes mellitus,"Bodduluri L, Dain SJ, Hameed S, Verge CF, Boon MY.",Clin Exp Optom. 2024 Sep;107(7):739-747. doi: 10.1080/08164622.2023.2288176. Epub 2024 Jan 4.,Bodduluri L,Clin Exp Optom,2024,2024/01/04,,,10.1080/08164622.2023.2288176
2032,38257416,Assessment of ADHD Subtypes Using Motion Tracking Recognition Based on Stroop Color-Word Tests,"Li C, Delgado-Gómez D, Sujar A, Wang P, Martin-Moratinos M, Bella-Fernández M, Masó-Besga AE, Peñuelas-Calvo I, Ardoy-Cuadros J, Hernández-Liebo P, Blasco-Fontecilla H.",Sensors (Basel). 2024 Jan 5;24(2):323. doi: 10.3390/s24020323.,Li C,Sensors (Basel),2024,2024/01/23,PMC10818498,,10.3390/s24020323
2033,27775967,North American Contact Dermatitis Group Patch Test Results 2013-2014,"DeKoven JG, Warshaw EM, Belsito DV, Sasseville D, Maibach HI, Taylor JS, Marks JG, Fowler JF Jr, Mathias CG, DeLeo VA, Pratt MD, Zirwas MJ, Zug KA.",Dermatitis. 2017 Jan/Feb;28(1):33-46. doi: 10.1097/DER.0000000000000225.,DeKoven JG,Dermatitis,2017,2016/10/25,,,10.1097/DER.0000000000000225
2034,24617957,Diseases mimicking intussusception: diagnostic dilemma,"Karakus SC, Ozokutan BH, Ceylan H.",Pediatr Int. 2014 Oct;56(5):768-71. doi: 10.1111/ped.12334. Epub 2014 Jun 17.,Karakus SC,Pediatr Int,2014,2014/03/13,,,10.1111/ped.12334
2035,37920903,Achromatopsia: Long term visual performance and clinical characteristics,"Eshel YM, Abaev O, Yahalom C.",Eur J Ophthalmol. 2024 Jul;34(4):986-991. doi: 10.1177/11206721231212768. Epub 2023 Nov 3.,Eshel YM,Eur J Ophthalmol,2024,2023/11/03,PMC11298110,,10.1177/11206721231212768
2036,27864098,"Screening for mucopolysaccharidoses in the Turkish population: Analytical and clinical performance of an age-range specific, dye-based, urinary glycosaminoglycan assay","El Moustafa K, Sivri S, Karahan S, Coşkun T, Akbıyık F, Lay İ.",Clin Chim Acta. 2017 Jan;464:72-78. doi: 10.1016/j.cca.2016.11.015. Epub 2016 Nov 15.,El Moustafa K,Clin Chim Acta,2017,2016/11/20,,,10.1016/j.cca.2016.11.015
2037,27176875,Strain and strain rate echocardiography in children with Wilson's disease,"Karakurt C, Çelik S, Selimoğlu A, Varol I, Karabiber H, Yoloğlu S.",Cardiovasc J Afr. 2016 Sep/Oct 23;27(5):307-314. doi: 10.5830/CVJA-2016-028. Epub 2016 May 13.,Karakurt C,Cardiovasc J Afr,2016,2016/05/14,PMC5378936,,10.5830/CVJA-2016-028
2038,15320863,Design of and normative data for a new computer based test of ocular torsion,"Vaswani RS, Mudgil AV.",Binocul Vis Strabismus Q. 2004;19(3):169-74.,Vaswani RS,Binocul Vis Strabismus Q,2004,2004/08/24,,,
2039,27571042,Long-Pulsed 532-Nm Neodymium-Doped Yttrium Aluminium Garnet Laser for Treatment of Facial Plane Warts in 160 Yemeni Patients,"Alshami MA, Mohana MJ, Alshami AM.",Dermatol Surg. 2016 Nov;42(11):1273-1278. doi: 10.1097/DSS.0000000000000859.,Alshami MA,Dermatol Surg,2016,2016/08/30,,,10.1097/DSS.0000000000000859
2040,30947335,Small Hard Macular Drusen and Associations in 11- to 12-Year-Old Children in the Copenhagen Child Cohort 2000 Eye Study,"Munch IC, Li XQ, Ahmad SSM, Olsen EM, Skovgaard AM, Larsen M.",Invest Ophthalmol Vis Sci. 2019 Apr 1;60(5):1454-1460. doi: 10.1167/iovs.18-25877.,Munch IC,Invest Ophthalmol Vis Sci,2019,2019/04/05,,,10.1167/iovs.18-25877
2041,12637290,Practical visualization of internal structure of white matter for image interpretation: staining a spin-echo T2-weighted image with three echo-planar diffusion-weighted images,"Tamura H, Takahashi S, Kurihara N, Yamada S, Hatazawa J, Okudera T.",AJNR Am J Neuroradiol. 2003 Mar;24(3):401-9.,Tamura H,AJNR Am J Neuroradiol,2003,2003/03/15,PMC7973618,,
2042,35363081,"The Age-Dependent Role of Th22, Tc22, and Tc17 Cells in the Severity of Pneumonia in COVID-19 Immunopathogenesis","Cagan E, Tezcan G, Simsek A, Kizmaz MA, Dombaz F, Asan A, Demir HI, Bal H, Yoyen Ermis D, Gorek Dilektasli A, Kazak E, Akalin EH, Oral HB, Budak F.",Viral Immunol. 2022 May;35(4):318-327. doi: 10.1089/vim.2021.0132. Epub 2022 Mar 31.,Cagan E,Viral Immunol,2022,2022/04/01,,,10.1089/vim.2021.0132
2043,9516507,Intrahepatic venous collaterals,"Naganuma H, Ishida H, Konno K, Komatsuda T, Hamashima Y, Ishida J, Masamune O.",Abdom Imaging. 1998 Mar-Apr;23(2):166-71. doi: 10.1007/s002619900313.,Naganuma H,Abdom Imaging,1998,1998/03/28,,,10.1007/s002619900313
2044,35852299,How the war on drugs impacts social determinants of health beyond the criminal legal system,"Cohen A, Vakharia SP, Netherland J, Frederique K.",Ann Med. 2022 Dec;54(1):2024-2038. doi: 10.1080/07853890.2022.2100926.,Cohen A,Ann Med,2022,2022/07/19,PMC9302017,,10.1080/07853890.2022.2100926
2045,12175137,Case report on a rare lesion in an HIV-infected child: hairy leukoplakia,"Portela MB, Castro GF, Costa EM, Silva Júnior A, Dias EP, de Souza IP.",J Clin Pediatr Dent. 2002 Summer;26(4):405-8. doi: 10.17796/jcpd.26.4.a66h636039780876.,Portela MB,J Clin Pediatr Dent,2002,2002/08/15,,,10.17796/jcpd.26.4.a66h636039780876
2046,17015540,Emergency medical services system changes reduce pediatric epinephrine dosing errors in the prehospital setting,"Kaji AH, Gausche-Hill M, Conrad H, Young KD, Koenig WJ, Dorsey E, Lewis RJ.",Pediatrics. 2006 Oct;118(4):1493-500. doi: 10.1542/peds.2006-0854.,Kaji AH,Pediatrics,2006,2006/10/04,,,10.1542/peds.2006-0854
2047,12202717,Relative cerebral blood volume measurements in intracranial mass lesions: interobserver and intraobserver reproducibility study,"Wetzel SG, Cha S, Johnson G, Lee P, Law M, Kasow DL, Pierce SD, Xue X.",Radiology. 2002 Sep;224(3):797-803. doi: 10.1148/radiol.2243011014.,Wetzel SG,Radiology,2002,2002/08/31,,,10.1148/radiol.2243011014
2048,15464693,Regional differences in right ventricular systolic function as determined by cine magnetic resonance imaging after infundibulotomy,"Lytrivi ID, Ko HH, Srivastava S, Norton K, Goldman J, Parness IA, Lai WW, Nielsen JC.",Am J Cardiol. 2004 Oct 1;94(7):970-3. doi: 10.1016/j.amjcard.2004.06.045.,Lytrivi ID,Am J Cardiol,2004,2004/10/07,,,10.1016/j.amjcard.2004.06.045
2049,34479861,Child growth and neurodevelopment after maternal antenatal antibiotic treatment,"Videman K, Hallamaa L, Heimonen O, Mangani C, Luntamo M, Maleta K, Ashorn P, Ashorn U.",Arch Dis Child. 2022 Apr;107(4):323-328. doi: 10.1136/archdischild-2021-322043. Epub 2021 Sep 3.,Videman K,Arch Dis Child,2022,2021/09/04,PMC8938655,,10.1136/archdischild-2021-322043
2050,8957385,Mitral valve repair for mitral regurgitation with ventricular septal defect in children,"Hisatomi K, Isomura T, Sato T, Kosuga K, Ohishi K, Katoh H.",Ann Thorac Surg. 1996 Dec;62(6):1773-7. doi: 10.1016/s0003-4975(96)00637-6.,Hisatomi K,Ann Thorac Surg,1996,1996/12/01,,,10.1016/s0003-4975(96)00637-6
2051,3499926,Gallium-67 myocardial imaging for the detection of myocarditis in the acute phase of Kawasaki disease (mucocutaneous lymph node syndrome): the usefulness of single photon emission computed tomography,"Matsuura H, Ishikita T, Yamamoto S, Umezawa T, Ito R, Hashiguchi R, Saji T, Matsuo N, Takano M.",Br Heart J. 1987 Oct;58(4):385-92. doi: 10.1136/hrt.58.4.385.,Matsuura H,Br Heart J,1987,1987/10/01,PMC1277272,,10.1136/hrt.58.4.385
2052,17698519,Diffusion tensor imaging in children with periventricular leukomalacia: variability of injuries to white matter tracts,"Nagae LM, Hoon AH Jr, Stashinko E, Lin D, Zhang W, Levey E, Wakana S, Jiang H, Leite CC, Lucato LT, van Zijl PC, Johnston MV, Mori S.",AJNR Am J Neuroradiol. 2007 Aug;28(7):1213-22. doi: 10.3174/ajnr.A0534.,Nagae LM,AJNR Am J Neuroradiol,2007,2007/08/19,PMC7977654,,10.3174/ajnr.A0534
2053,32100917,"Western Australia Atropine for the Treatment of Myopia (WA-ATOM) study: Rationale, methodology and participant baseline characteristics","Lee SSY, Mackey DA, Lingham G, Crewe JM, Richards MD, Chen FK, Charng J, Ng F, Flitcroft I, Loughman JJ, Azuara-Blanco A, Logan NS, Hammond CJ, Chia A, Truong TT, Clark A.",Clin Exp Ophthalmol. 2020 Jul;48(5):569-579. doi: 10.1111/ceo.13736. Epub 2020 Apr 1.,Lee SSY,Clin Exp Ophthalmol,2020,2020/02/27,,,10.1111/ceo.13736
2054,29761932,Attentional selection and suppression in children and adults,"Sun M, Wang E, Huang J, Zhao C, Guo J, Li D, Sun L, Du B, Ding Y, Song Y.",Dev Sci. 2018 Nov;21(6):e12684. doi: 10.1111/desc.12684. Epub 2018 May 15.,Sun M,Dev Sci,2018,2018/05/16,,,10.1111/desc.12684
2055,29476440,Biopsy is not necessary for the diagnosis of soft tissue hemangiomas,"Rimondi E, Mavrogenis AF, Errani C, Calabrò T, Bazzocchi A, Facchini G, Donatiello S, Spinnato P, Vanel D, Albisinni U, Pelotti P.",Radiol Med. 2018 Jul;123(7):538-544. doi: 10.1007/s11547-018-0862-y. Epub 2018 Feb 23.,Rimondi E,Radiol Med,2018,2018/02/25,,,10.1007/s11547-018-0862-y
2056,24503601,Corneal epitheliopathy in congenital methemoglobinemia,"Chaurasia S, Ramappa M, Bhargava A.",Cornea. 2014 Apr;33(4):422-4. doi: 10.1097/ICO.0000000000000076.,Chaurasia S,Cornea,2014,2014/02/08,,,10.1097/ICO.0000000000000076
2057,35114049,"Infrared thermography as an adjunctive tool for detection of femoral arterial thrombosis after cardiac catheterization: A prospective, pilot study","Kang SL, Manojlovich L, Mrozcek D, Benson L.",Catheter Cardiovasc Interv. 2022 Mar;99(4):1149-1156. doi: 10.1002/ccd.30115. Epub 2022 Feb 3.,Kang SL,Catheter Cardiovasc Interv,2022,2022/02/03,,,10.1002/ccd.30115
2058,7520511,[Quantitative flow-cytometric analysis of CD34-positive stem cells in peripheral blood stem cell harvests],"Morii T, Nishikawa K, Shimoyama T, Yamanaka T, Matsumoto M, Yagi H, Samma S, Fujimura Y, Yoshioka A, Narita N.",Rinsho Ketsueki. 1994 Jul;35(7):649-56.,Morii T,Rinsho Ketsueki,1994,1994/07/01,,,
2059,21182231,Value of duplex Doppler ultrasonography in non-invasive assessment of children with chronic liver disease,"El-Shabrawi MH, El-Raziky M, Sheiba M, El-Karaksy HM, El-Raziky M, Hassanin F, Ramadan A.",World J Gastroenterol. 2010 Dec 28;16(48):6139-44. doi: 10.3748/wjg.v16.i48.6139.,El-Shabrawi MH,World J Gastroenterol,2010,2010/12/25,PMC3012578,,10.3748/wjg.v16.i48.6139
2060,36427479,"""They're forcing people to have children that they can't afford"": a qualitative study of social support and capital among individuals receiving an abortion in Georgia","Dickey MS, Mosley EA, Clark EA, Cordes S, Lathrop E, Haddad LB.",Soc Sci Med. 2022 Dec;315:115547. doi: 10.1016/j.socscimed.2022.115547. Epub 2022 Nov 18.,Dickey MS,Soc Sci Med,2022,2022/11/25,,,10.1016/j.socscimed.2022.115547
2061,12831211,Soft tissue changes in patients with Class II Division 1 malocclusions treated using Twin Block appliances: finite-element scaling analysis,"Singh GD, Clark WJ.",Eur J Orthod. 2003 Jun;25(3):225-30. doi: 10.1093/ejo/25.3.225.,Singh GD,Eur J Orthod,2003,2003/07/02,,,10.1093/ejo/25.3.225
2062,30723474,FOXP3+ Regulatory T Cell Compartment Is Altered in Children With Newly Diagnosed Type 1 Diabetes but Not in Autoantibody-Positive at-Risk Children,"Viisanen T, Gazali AM, Ihantola EL, Ekman I, Näntö-Salonen K, Veijola R, Toppari J, Knip M, Ilonen J, Kinnunen T.",Front Immunol. 2019 Jan 22;10:19. doi: 10.3389/fimmu.2019.00019. eCollection 2019.,Viisanen T,Front Immunol,2019,2019/02/07,PMC6349758,,10.3389/fimmu.2019.00019
2063,18571888,When are prehospital intravenous catheters used for treatment?,"Kuzma K, Sporer KA, Michael GE, Youngblood GM.",J Emerg Med. 2009 May;36(4):357-62. doi: 10.1016/j.jemermed.2007.11.054. Epub 2008 Jun 20.,Kuzma K,J Emerg Med,2009,2008/06/24,,,10.1016/j.jemermed.2007.11.054
2064,34700284,"Ethnic, racial and socioeconomic disparities in breast cancer survival in two Brazilian capitals between 1996 and 2012","Renna Junior NL, Lima CA, Laporte CA, Coleman MP, de Azevedo E Silva G.",Cancer Epidemiol. 2021 Dec;75:102048. doi: 10.1016/j.canep.2021.102048. Epub 2021 Oct 23.,Renna Junior NL,Cancer Epidemiol,2021,2021/10/26,,,10.1016/j.canep.2021.102048
2065,39059735,Longitudinal changes in retinal ganglion cell function in optic pathway glioma evaluated by photopic negative response,"Marangoni D, Placidi G, D'Agostino E, De Siena E, Attinà G, Mastrangelo S, Ruggiero A, Colosimo C, Falsini B.",Exp Eye Res. 2024 Sep;246:110012. doi: 10.1016/j.exer.2024.110012. Epub 2024 Jul 24.,Marangoni D,Exp Eye Res,2024,2024/07/26,,,10.1016/j.exer.2024.110012
2066,34949295,The prevalence of coeliac disease-associated human leukocyte antigens in South African transplant donors and recipients,"Mrubata KL, Barrow P, Mayne E, Nelson D, De Maayer T.",S Afr Med J. 2021 Oct 5;111(10):991-994. doi: 10.7196/SAMJ.2021.v111i10.15680.,Mrubata KL,S Afr Med J,2021,2021/12/24,,,10.7196/SAMJ.2021.v111i10.15680
2067,33275301,Heck's disease occurring after Epstein-Barr virus-associated smooth muscle tumors in an immunosuppressed child,"Arbelo-Ramos N, Anderson K, Joshi A, Wieland C, Tyring S, Rady P, Tollefson M.",Pediatr Dermatol. 2021 Jan;38(1):257-259. doi: 10.1111/pde.14463. Epub 2020 Dec 4.,Arbelo-Ramos N,Pediatr Dermatol,2021,2020/12/04,,,10.1111/pde.14463
2068,35688056,Effect of yoga on cognitive functions and anxiety among female school children with low academic performance: A randomized control trial,"Parajuli N, Pradhan B, Bapat S.",Complement Ther Clin Pract. 2022 Aug;48:101614. doi: 10.1016/j.ctcp.2022.101614. Epub 2022 Jun 5.,Parajuli N,Complement Ther Clin Pract,2022,2022/06/10,,,10.1016/j.ctcp.2022.101614
2069,32518136,Biliary atresia screening in Shenzhen: implementation and achievements,"Zheng J, Ye Y, Wang B, Zhang L.",Arch Dis Child. 2020 Aug;105(8):720-723. doi: 10.1136/archdischild-2019-317787. Epub 2020 Jun 9.,Zheng J,Arch Dis Child,2020,2020/06/11,,,10.1136/archdischild-2019-317787
2070,10641493,Family cluster of atrial septal defect,DiGiovanna EL.,J Am Osteopath Assoc. 1999 Dec;99(12):620-5. doi: 10.7556/jaoa.1999.99.12.620.,DiGiovanna EL,J Am Osteopath Assoc,1999,2000/01/21,,,10.7556/jaoa.1999.99.12.620
2071,11723261,Optical filters inhibiting television-induced photosensitive seizures,"Takahashi Y, Sato T, Goto K, Fujino M, Fujiwara T, Yamaga M, Ito T, Isono H, Kondo N.",Neurology. 2001 Nov 27;57(10):1767-73. doi: 10.1212/wnl.57.10.1767.,Takahashi Y,Neurology,2001,2001/11/28,,,10.1212/wnl.57.10.1767
2072,25488175,Comparison of indocyanine green fluorescent angiography to digital subtraction angiography in brain arteriovenous malformation surgery,"Bilbao CJ, Bhalla T, Dalal S, Patel H, Dehdashti AR.",Acta Neurochir (Wien). 2015 Mar;157(3):351-9. doi: 10.1007/s00701-014-2287-2. Epub 2014 Dec 10.,Bilbao CJ,Acta Neurochir (Wien),2015,2014/12/10,,,10.1007/s00701-014-2287-2
