PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"6980775","Evaluation of the clinical efficacy of erythromycin, amoxicillin and co-trimoxazole in the treatment of acute respiratory tract infections in paediatric patients","Bottone E, Baldini G, Macchia P, Soldateschi M, Fridlevski A.","Curr Med Res Opin. 1982;8(2):67-74. doi: 10.1185/03007998209109760.","Bottone E","Curr Med Res Opin","1982","1982/01/01","","","10.1185/03007998209109760"
"38591640","Antibiotics for the treatment of lower respiratory tract infections in children with neurodisability: Systematic review","Marpole RM, Bowen AC, Langdon K, Wilson AC, Gibson N.","Acta Paediatr. 2024 Jun;113(6):1203-1208. doi: 10.1111/apa.17240. Epub 2024 Apr 9.","Marpole RM","Acta Paediatr","2024","2024/04/09","","","10.1111/apa.17240"
"20924533","Comparative study of rules employed for calculation of pediatric drug dosage","Elias GP, Antoniali C, Mariano RC.","J Appl Oral Sci. 2005 Jun;13(2):114-9. doi: 10.1590/s1678-77572005000200004.","Elias GP","J Appl Oral Sci","2005","2010/10/07","","","10.1590/s1678-77572005000200004"
"34535473","Impact of pulse oximetry on hospital referral acceptance in children under 5 with severe pneumonia in rural Pakistan (district Jamshoro): protocol for a cluster randomised trial","Mir F, Ali Nathwani A, Chanar S, Hussain A, Rizvi A, Ahmed I, Memon ZA, Habib A, Soofi S, Bhutta ZA.","BMJ Open. 2021 Sep 17;11(9):e046158. doi: 10.1136/bmjopen-2020-046158.","Mir F","BMJ Open","2021","2021/09/18","PMC8451312","","10.1136/bmjopen-2020-046158"
"37594179","Cost of treating sick young infants (0-59 days) with Possible Serious Bacterial Infection in resource-constrained outpatient primary care facilities: An insight from implementation research in two districts of Haryana and Uttar Pradesh (India)","Garg CC, Mukopadhyay R, Arora NK, Awasthi S, Verma RK, Poluru R, Limbu P, Qazi SA, Bahl R, Nisar YB.","J Glob Health. 2023 Aug 18;13:04062. doi: 10.7189/jogh.13.04062.","Garg CC","J Glob Health","2023","2023/08/18","PMC10436679","","10.7189/jogh.13.04062"
"25841891","Safety and efficacy of alternative antibiotic regimens compared with 7 day injectable procaine benzylpenicillin and gentamicin for outpatient treatment of neonates and young infants with clinical signs of severe infection when referral is not possible: a randomised, open-label, equivalence trial","Baqui AH, Saha SK, Ahmed AS, Shahidullah M, Quasem I, Roth DE, Samsuzzaman AK, Ahmed W, Tabib SM, Mitra DK, Begum N, Islam M, Mahmud A, Rahman MH, Moin MI, Mullany LC, Cousens S, El Arifeen S, Wall S, Brandes N, Santosham M, Black RE; Projahnmo Study Group in Bangladesh.","Lancet Glob Health. 2015 May;3(5):e279-87. doi: 10.1016/S2214-109X(14)70347-X. Epub 2015 Apr 1.","Baqui AH","Lancet Glob Health","2015","2015/04/06","","","10.1016/S2214-109X(14)70347-X"
"33784321","Management of possible serious bacterial infection in young infants where referral is not possible in the context of existing health system structure in Ibadan, South-west Nigeria","Ayede AI, Ashubu OO, Fowobaje KR, Aboubaker S, Nisar YB, Qazi SA, Bahl R, Falade AG.","PLoS One. 2021 Mar 30;16(3):e0248720. doi: 10.1371/journal.pone.0248720. eCollection 2021.","Ayede AI","PLoS One","2021","2021/03/30","PMC8009401","","10.1371/journal.pone.0248720"
"21420838","[Acceptability, compliance and schedule of administration of oral antibiotics in outpatient children]","Wollner A, Lécuyer A, De La Rocque F, Sedletzki G, Derkx V, Boucherat M, Elbez A, Gelbert-Baudino N, Levy C, Corrard F, Cohen R.","Arch Pediatr. 2011 May;18(5):611-6. doi: 10.1016/j.arcped.2011.02.010. Epub 2011 Mar 21.","Wollner A","Arch Pediatr","2011","2011/03/23","","","10.1016/j.arcped.2011.02.010"
"29501295","Pediatricians' attitudes in management of acute otitis media and ear pain in Turkey","Büyükcam A, Kara A, Bedir T, Gülhan B, Özdemir H, Sütçü M, Düzgöl M, Arslan A, Tekin T, Çelebi S, Kukul MG, Bayhan Gİ, Köşker M, Karbuz A, Çelik M, Kocabay Sütçü Z, Metin Ö, Karakaşlılar S, Dağlı A, Kara SS, Albayrak E, Kanık S, Tezer H, Parlakay A, Çiftci E, Somer A, Devrim İ, Kurugöl Z, Dinleyici EÇ, Atla P.","Int J Pediatr Otorhinolaryngol. 2018 Apr;107:14-20. doi: 10.1016/j.ijporl.2018.01.011. Epub 2018 Jan 31.","Büyükcam A","Int J Pediatr Otorhinolaryngol","2018","2018/03/05","","","10.1016/j.ijporl.2018.01.011"
"33108920","Preterm prelabor rupture of membranes management in Switzerland: a national survey","Migliorelli F, Martin C, Martínez de Tejada B.","J Matern Fetal Neonatal Med. 2022 Oct;35(19):3743-3750. doi: 10.1080/14767058.2020.1839878. Epub 2020 Oct 27.","Migliorelli F","J Matern Fetal Neonatal Med","2022","2020/10/28","","","10.1080/14767058.2020.1839878"
"24237429","[Antibiotic resistance patterns of Escherichia coli strains isolated from urine cultures in Turkey: a meta-analysis]","Aykan SB, Ciftci IH.","Mikrobiyol Bul. 2013 Oct;47(4):603-18. doi: 10.5578/mb.6383.","Aykan SB","Mikrobiyol Bul","2013","2013/11/19","","","10.5578/mb.6383"
"33052981","Evaluating implementation of ""management of Possible Serious Bacterial Infection (PSBI) when referral is not feasible"" in primary health care facilities in Sindh province, Pakistan","Bhura M, Ariff S, Qazi SA, Qazi Z, Ahmed I, Nisar YB, Suhag Z, Soomro AW, Soofi SB.","PLoS One. 2020 Oct 14;15(10):e0240688. doi: 10.1371/journal.pone.0240688. eCollection 2020.","Bhura M","PLoS One","2020","2020/10/14","PMC7556471","","10.1371/journal.pone.0240688"
"32650737","Rescue therapy with rifabutin regimen for refractory Helicobacter pylori infection with dual drug-resistant strains","Kuo CJ, Lin CY, Le PH, Chang PY, Lai CH, Lin WR, Chang ML, Hsu JT, Cheng HT, Tseng CN, Lin CJ, Su MY, Hsieh SY, Chiu CT.","BMC Gastroenterol. 2020 Jul 10;20(1):218. doi: 10.1186/s12876-020-01370-4.","Kuo CJ","BMC Gastroenterol","2020","2020/07/12","PMC7350721","","10.1186/s12876-020-01370-4"
"22407247","[Epidemiology, microbiology, and outcomes of septicemia in children treated at the Charles de Gaulle University Pediatric Hospital in Burkina Faso]","Ouédraogo AS, Dakouré-Kissou A, Poda GE, Koueta F, Yé-Ouattara D, Ouédraogo-Traoré R.","Sante. 2011 Oct-Dec;21(4):221-5. doi: 10.1684/san.2011.0273.","Ouédraogo AS","Sante","2011","2012/03/13","","","10.1684/san.2011.0273"
"8032405","Child abuse, sudden infant death syndrome, infectious disease, and vaccinations","Walker A, Chernoff R, Joffe A, Wilson ME.","Curr Opin Pediatr. 1994 Apr;6(2):225-31. doi: 10.1097/00008480-199404000-00018.","Walker A","Curr Opin Pediatr","1994","1994/04/01","","","10.1097/00008480-199404000-00018"
"34370744","Implementation research on management of sick young infants with possible serious bacterial infection when referral is not possible in Jimma Zone, Ethiopia: Challenges and solutions","Berhane M, Girma T, Tesfaye W, Jibat N, Abera M, Abrahim S, Aboubaker S, Nisar YB, Ahmad Qazi S, Bahl R, Abdissa A.","PLoS One. 2021 Aug 9;16(8):e0255210. doi: 10.1371/journal.pone.0255210. eCollection 2021.","Berhane M","PLoS One","2021","2021/08/09","PMC8351942","","10.1371/journal.pone.0255210"
"33544712","Innovative approach for potential scale-up to jump-start simplified management of sick young infants with possible serious bacterial infection when a referral is not feasible: Findings from implementation research","Leul A, Hailu T, Abraham L, Bayray A, Terefe W, Godefay H, Fantaye M, Qazi SA, Aboubaker S, Nisar YB, Bahl R, Tekle E, Mulugeta A.","PLoS One. 2021 Feb 5;16(2):e0244192. doi: 10.1371/journal.pone.0244192. eCollection 2021.","Leul A","PLoS One","2021","2021/02/05","PMC7864440","","10.1371/journal.pone.0244192"
"26089185","Severe delayed skin reactions related to drugs in the paediatric age group: A review of the subject by way of three cases (Stevens-Johnson syndrome, toxic epidermal necrolysis and DRESS)","Belver MT, Michavila A, Bobolea I, Feito M, Bellón T, Quirce S.","Allergol Immunopathol (Madr). 2016 Jan-Feb;44(1):83-95. doi: 10.1016/j.aller.2015.02.004. Epub 2015 Jun 15.","Belver MT","Allergol Immunopathol (Madr)","2016","2015/06/20","","","10.1016/j.aller.2015.02.004"
"18661005","Antibiotic use in post-adenotonsillectomy morbidity: a randomized prospective study","Guerra MM, Garcia E, Pilan RR, Rapoport PB, Campanholo CB, Martinelli EO.","Braz J Otorhinolaryngol. 2008 May-Jun;74(3):337-41. doi: 10.1016/s1808-8694(15)30565-6.","Guerra MM","Braz J Otorhinolaryngol","2008","2008/07/29","PMC9442118","","10.1016/s1808-8694(15)30565-6"
"35138390","Implementation research to increase treatment coverage of possible serious bacterial infections in young infants when a referral is not feasible: lessons learnt","Ariff S, Soofi SB, Suhag Z, Chanar S, Bhura M, Dahar Z, Ahmed I, Turab A, Habib A, Nisar YB, Aboubaker S, Wall S, Soomro AW, Qazi SA, Bahl R, Bhutta ZA.","J Public Health (Oxf). 2023 Mar 14;45(1):176-188. doi: 10.1093/pubmed/fdab409.","Ariff S","J Public Health (Oxf)","2023","2022/02/09","PMC10017086","","10.1093/pubmed/fdab409"
"23967672","[Helicobacter pylori eradication therapy in children]","Nakayama Y.","Nihon Rinsho. 2013 Aug;71(8):1413-7.","Nakayama Y","Nihon Rinsho","2013","2013/08/24","","",""
"16010300","Canadian Helicobacter Study Group Consensus Conference: Update on the approach to Helicobacter pylori infection in children and adolescents--an evidence-based evaluation","Bourke B, Ceponis P, Chiba N, Czinn S, Ferraro R, Fischbach L, Gold B, Hyunh H, Jacobson K, Jones NL, Koletzko S, Lebel S, Moayyedi P, Ridell R, Sherman P, van Zanten S, Beck I, Best L, Boland M, Bursey F, Chaun H, Cooper G, Craig B, Creuzenet C, Critch J, Govender K, Hassall E, Kaplan A, Keelan M, Noad G, Robertson M, Smith L, Stein M, Taylor D, Walters T, Persaud R, Whitaker S, Woodland R; Canadian Helicobacter Study Group.","Can J Gastroenterol. 2005 Jul;19(7):399-408.","Bourke B","Can J Gastroenterol","2005","2005/07/13","","",""
"31971139","Treatment of Sick Children Seeking Care in the Private Health Sector in Uganda: A Cluster Randomized Trial","Mbonye AK, Buregyeya E, Rutebemberwa E, Lal S, Clarke SE, Hansen KS, Magnussen P, LaRussa P.","Am J Trop Med Hyg. 2020 Mar;102(3):658-666. doi: 10.4269/ajtmh.19-0367.","Mbonye AK","Am J Trop Med Hyg","2020","2020/01/24","PMC7056412","","10.4269/ajtmh.19-0367"
"19000857","[Managing children skin and soft tissue infections]","Moulin F, Quinet B, Raymond J, Gillet Y, Cohen R.","Arch Pediatr. 2008 Oct;15 Suppl 2:S62-7. doi: 10.1016/S0929-693X(08)74218-0.","Moulin F","Arch Pediatr","2008","2008/11/13","","","10.1016/S0929-693X(08)74218-0"
"36349360","Recovery rate of severe acute malnourished children aged 6-59 months enrolled in outpatient therapeutic program at health posts of Central Gondar zone, Ethiopia","Debie A, Kassie GM, Tsehay CT, Gebremedhin T, Mekonnen EG, Takele WW, Tazebew A, Demsie A.","Nutr Health. 2022 Nov 8:2601060221137102. doi: 10.1177/02601060221137102. Online ahead of print.","Debie A","Nutr Health","2022","2022/11/09","","","10.1177/02601060221137102"
"20027983","[The diagnosis and therapy of first community acquired urinary tract infection in children]","Miron D, Grossman Z.","Harefuah. 2009 Nov;148(11):778-82, 792, 791.","Miron D","Harefuah","2009","2009/12/24","","",""
"7792129","Pharyngitis/tonsillitis: European and United States experience with cefpodoxime proxetil","Dajani AS.","Pediatr Infect Dis J. 1995 Apr;14(4 Suppl):S7-11.","Dajani AS","Pediatr Infect Dis J","1995","1995/04/01","","",""
"19999117","[Helicobacter pylori eradication therapy in children]","Kato S.","Nihon Rinsho. 2009 Dec;67(12):2311-6.","Kato S","Nihon Rinsho","2009","2009/12/17","","",""
"24064294","Drug susceptibility and treatment response of common urinary tract infection pathogens in children","Chen PC, Chang LY, Lu CY, Shao PL, Tsai IJ, Tsau YK, Lee PI, Chen JM, Hsueh PR, Huang LM.","J Microbiol Immunol Infect. 2014 Dec;47(6):478-83. doi: 10.1016/j.jmii.2013.07.011. Epub 2013 Sep 21.","Chen PC","J Microbiol Immunol Infect","2014","2013/09/26","","","10.1016/j.jmii.2013.07.011"
"28611102","Effect on Neonatal Mortality of Newborn Infection Management at Health Posts When Referral Is Not Possible: A Cluster-Randomized Trial in Rural Ethiopia","Degefie Hailegebriel T, Mulligan B, Cousens S, Mathewos B, Wall S, Bekele A, Russell J, Sitrin D, Tensou B, Lawn J, de Graft Johnson J, Legesse H, Hailu S, Nigussie A, Worku B, Baqui A.","Glob Health Sci Pract. 2017 Jun 27;5(2):202-216. doi: 10.9745/GHSP-D-16-00312. Print 2017 Jun 27.","Degefie Hailegebriel T","Glob Health Sci Pract","2017","2017/06/15","PMC5487084","","10.9745/GHSP-D-16-00312"
"31870334","Effectiveness of various communication strategies for improving childhood pneumonia case management: a community based behavioral open labeled trial in rural Lucknow, Uttar Pradesh, India","Awasthi S, Kumar D, Mishra N, Agarwal M, Pandey CM.","BMC Public Health. 2019 Dec 23;19(1):1721. doi: 10.1186/s12889-019-8050-0.","Awasthi S","BMC Public Health","2019","2019/12/25","PMC6929504","","10.1186/s12889-019-8050-0"
"20100746","Management of acute otitis media after publication of the 2004 AAP and AAFP clinical practice guideline","Coco A, Vernacchio L, Horst M, Anderson A.","Pediatrics. 2010 Feb;125(2):214-20. doi: 10.1542/peds.2009-1115. Epub 2010 Jan 25.","Coco A","Pediatrics","2010","2010/01/27","","","10.1542/peds.2009-1115"
"26774460","[Pharmacist interventions on antibiotic prescriptions in outpatient pediatric unit in a teaching hospital of Côte d'Ivoire]","Abrogoua DP, Koffi NO, Doffou E.","Ann Pharm Fr. 2016 Sep;74(5):380-8. doi: 10.1016/j.pharma.2015.12.004. Epub 2016 Jan 13.","Abrogoua DP","Ann Pharm Fr","2016","2016/01/18","","","10.1016/j.pharma.2015.12.004"
"16601883","Diagnosis and management of trimethylaminuria (FMO3 deficiency) in children","Chalmers RA, Bain MD, Michelakakis H, Zschocke J, Iles RA.","J Inherit Metab Dis. 2006 Feb;29(1):162-72. doi: 10.1007/s10545-006-0158-6.","Chalmers RA","J Inherit Metab Dis","2006","2006/04/08","","","10.1007/s10545-006-0158-6"
"3700293","Pharmacokinetics of a syrup formulation of amoxycillin-potassium clavulanate in children","Schaad UB, Casey PA, Ravenscroft AT.","J Antimicrob Chemother. 1986 Mar;17(3):341-5. doi: 10.1093/jac/17.3.341.","Schaad UB","J Antimicrob Chemother","1986","1986/03/01","","","10.1093/jac/17.3.341"
"11106041","CagA seropositivity and the severity of Helicobacter pylori infection in dyspeptic children","Lerro P, Perrucci V, Morra I, Lombardo L, Gaido F, Ansaldi N.","Acta Paediatr. 2000 Nov;89(11):1312-5. doi: 10.1080/080352500300002480.","Lerro P","Acta Paediatr","2000","2000/12/06","","","10.1080/080352500300002480"
"25859167","Development and validation of weight, height and age bands to guide the prescription of fixed-dose dispersible tablet formulations","Larson CP, Sauvé L, Senkungu JK, Arifeen SE, Brant R.","J Pediatr Pharmacol Ther. 2015 Jan-Feb;20(1):24-32. doi: 10.5863/1551-6776-20.1.24.","Larson CP","J Pediatr Pharmacol Ther","2015","2015/04/11","PMC4353196","","10.5863/1551-6776-20.1.24"
